individual_id,tattoo,year,quarter,q_index,n_capture_rows,p_min,p_max,p_mean,p_range
1135,A013,1990,1,7960,2,1,1,1,0
1135,A013,1990,2,7961,1,1,1,1,0
1135,A013,1990,3,7962,1,1,1,1,0
1135,A013,1990,4,7963,1,1,1,1,0
1136,A014,1989,2,7957,1,0.125667863,0.125667863,0.125667863,0
1136,A014,1989,3,7958,1,0.378012691,0.378012691,0.378012691,0
1136,A014,1989,4,7959,1,0.999999996,0.999999996,0.999999996,0
1136,A014,1990,1,7960,1,1,1,1,0
1136,A014,1990,2,7961,1,1,1,1,0
1136,A014,1990,3,7962,1,1,1,1,0
1136,A014,1990,4,7963,1,1,1,1,0
1136,A014,1991,2,7965,1,1,1,1,0
1136,A014,1993,2,7973,1,1,1,1,0
1136,A014,1993,3,7974,1,1,1,1,0
1136,A014,1993,4,7975,1,1,1,1,0
1136,A014,1994,2,7977,1,1,1,1,0
1136,A014,1994,3,7978,1,1,1,1,0
1137,A015,1989,2,7957,1,0.004916761,0.004916761,0.004916761,0
1138,A016,1989,2,7957,1,0.004916761,0.004916761,0.004916761,0
1139,A017,1989,2,7957,1,0.004916761,0.004916761,0.004916761,0
1140,A018,1989,2,7957,1,0.004916761,0.004916761,0.004916761,0
1141,A019,1989,2,7957,1,0.287203641,0.287203641,0.287203641,0
1142,A020,1989,2,7957,1,0.004916761,0.004916761,0.004916761,0
1143,A021,1989,2,7957,1,5.68e-8,5.68e-8,5.68e-8,0
1143,A021,1989,3,7958,1,1.71e-7,1.71e-7,1.71e-7,0
1143,A021,1989,4,7959,1,4.52e-7,4.52e-7,4.52e-7,0
1143,A021,1990,1,7960,1,5.31e-7,5.31e-7,5.31e-7,0
1143,A021,1990,2,7961,1,9.5e-7,9.5e-7,9.5e-7,0
1143,A021,1990,3,7962,1,2.13e-6,2.13e-6,2.13e-6,0
1143,A021,1990,4,7963,1,5.37e-6,5.37e-6,5.37e-6,0
1143,A021,1991,3,7966,1,6.77e-5,6.77e-5,6.77e-5,0
1143,A021,1991,4,7967,1,1.14e-4,1.14e-4,1.14e-4,0
1143,A021,1992,3,7970,1,0.001105503,0.001105503,0.001105503,0
1143,A021,1993,2,7973,1,0.004606172,0.004606172,0.004606172,0
1144,A022,1989,2,7957,1,0.004916761,0.004916761,0.004916761,0
1145,A023,1989,2,7957,1,0.004916761,0.004916761,0.004916761,0
1146,A024,1989,2,7957,1,3.04e-4,3.04e-4,3.04e-4,0
1146,A024,1989,3,7958,1,9.16e-4,9.16e-4,9.16e-4,0
1146,A024,1989,4,7959,1,0.002422183,0.002422183,0.002422183,0
1147,A025,1989,2,7957,1,0.004916761,0.004916761,0.004916761,0
1148,A026,1989,2,7957,1,0.004916761,0.004916761,0.004916761,0
1149,A027,1989,2,7957,1,0.004916761,0.004916761,0.004916761,0
1150,A028,1989,2,7957,1,0.004916761,0.004916761,0.004916761,0
1151,A029,1989,2,7957,1,0.287203641,0.287203641,0.287203641,0
1152,A030,1989,2,7957,1,1,1,1,0
1152,A030,1989,3,7958,1,1,1,1,0
1152,A030,1989,4,7959,1,1,1,1,0
1152,A030,1990,1,7960,1,1,1,1,0
1152,A030,1990,2,7961,1,1,1,1,0
1152,A030,1991,2,7965,1,1,1,1,0
1152,A030,1991,3,7966,1,1,1,1,0
1153,A031,1989,2,7957,1,0.004916761,0.004916761,0.004916761,0
1154,A032,1989,2,7957,1,0.004916761,0.004916761,0.004916761,0
1155,A033,1989,2,7957,1,0.004916761,0.004916761,0.004916761,0
1156,A034,1989,2,7957,1,0.001294774,0.001294774,0.001294774,0
1156,A034,1989,3,7958,1,0.003894719,0.003894719,0.003894719,0
1157,A035,1989,2,7957,1,0.004916761,0.004916761,0.004916761,0
1158,A036,1989,2,7957,1,0.004916761,0.004916761,0.004916761,0
1159,A037,1989,2,7957,1,1.18e-12,1.18e-12,1.18e-12,0
1159,A037,1989,3,7958,1,3.56e-12,3.56e-12,3.56e-12,0
1159,A037,1990,1,7960,2,1.69e-11,1.69e-11,1.69e-11,0
1159,A037,1990,2,7961,1,1.88e-10,1.88e-10,1.88e-10,0
1159,A037,1991,1,7964,1,7.37e-10,7.37e-10,7.37e-10,0
1159,A037,1991,2,7965,1,1.8e-9,1.8e-9,1.8e-9,0
1159,A037,1991,3,7966,1,4.8e-9,4.8e-9,4.8e-9,0
1159,A037,1992,2,7969,1,4.37e-8,4.37e-8,4.37e-8,0
1159,A037,1992,3,7970,1,9.15e-8,9.15e-8,9.15e-8,0
1159,A037,1993,1,7972,1,4.47e-7,4.47e-7,4.47e-7,0
1159,A037,1994,1,7976,1,4.09e-6,4.09e-6,4.09e-6,0
1159,A037,1994,3,7978,2,1.44e-5,1.44e-5,1.44e-5,0
1159,A037,1995,3,7982,1,4.5e-4,4.5e-4,4.5e-4,0
1159,A037,1996,4,7987,2,0.003498822,0.003498822,0.003498822,0
1160,A038,1989,2,7957,1,9.58e-7,9.58e-7,9.58e-7,0
1160,A038,1989,3,7958,1,2.88e-6,2.88e-6,2.88e-6,0
1160,A038,1990,1,7960,1,1.37e-5,1.37e-5,1.37e-5,0
1160,A038,1990,2,7961,1,4.6e-5,4.6e-5,4.6e-5,0
1160,A038,1990,4,7963,1,1.95e-4,1.95e-4,1.95e-4,0
1160,A038,1991,1,7964,1,5.61e-4,5.61e-4,5.61e-4,0
1160,A038,1992,2,7969,1,0.007663841,0.007663841,0.007663841,0
1161,A039,1989,2,7957,1,2.57e-9,2.57e-9,2.57e-9,0
1161,A039,1989,4,7959,1,1.1e-8,1.1e-8,1.1e-8,0
1161,A039,1990,1,7960,1,2.92e-8,2.92e-8,2.92e-8,0
1161,A039,1990,2,7961,1,1.26e-7,1.26e-7,1.26e-7,0
1161,A039,1990,3,7962,1,3.97e-7,3.97e-7,3.97e-7,0
1161,A039,1990,4,7963,1,1.14e-6,1.14e-6,1.14e-6,0
1161,A039,1991,1,7964,1,5.84e-6,5.84e-6,5.84e-6,0
1161,A039,1991,2,7965,1,3.09e-5,3.09e-5,3.09e-5,0
1161,A039,1991,4,7967,1,1.46e-4,1.46e-4,1.46e-4,0
1161,A039,1992,2,7969,1,8.65e-4,8.65e-4,8.65e-4,0
1161,A039,1992,3,7970,1,0.001985371,0.001985371,0.001985371,0
1162,A040,1989,2,7957,1,0.004916761,0.004916761,0.004916761,0
1163,A041,1989,2,7957,1,2.92e-9,2.92e-9,2.92e-9,0
1163,A041,1989,3,7958,1,8.78e-9,8.78e-9,8.78e-9,0
1163,A041,1989,4,7959,1,2.32e-8,2.32e-8,2.32e-8,0
1163,A041,1990,1,7960,1,1.03e-7,1.03e-7,1.03e-7,0
1163,A041,1990,2,7961,1,5.24e-7,5.24e-7,5.24e-7,0
1163,A041,1990,3,7962,1,1.71e-6,1.71e-6,1.71e-6,0
1163,A041,1991,3,7966,1,1.96e-5,1.96e-5,1.96e-5,0
1163,A041,1992,3,7970,1,8.46e-5,8.46e-5,8.46e-5,0
1163,A041,1992,4,7971,1,1.25e-4,1.25e-4,1.25e-4,0
1163,A041,1993,1,7972,1,4.14e-4,4.14e-4,4.14e-4,0
1163,A041,1993,3,7974,1,0.002973176,0.002973176,0.002973176,0
1164,A042,1989,2,7957,1,8.88e-11,8.88e-11,8.88e-11,0
1164,A042,1989,3,7958,1,2.67e-10,2.67e-10,2.67e-10,0
1164,A042,1989,4,7959,1,7.07e-10,7.07e-10,7.07e-10,0
1164,A042,1990,2,7961,1,6.11e-9,6.11e-9,6.11e-9,0
1164,A042,1990,3,7962,1,1.45e-8,1.45e-8,1.45e-8,0
1164,A042,1990,4,7963,1,3.77e-8,3.77e-8,3.77e-8,0
1164,A042,1991,3,7966,1,4.83e-7,4.83e-7,4.83e-7,0
1164,A042,1992,4,7971,1,2.75e-6,2.75e-6,2.75e-6,0
1164,A042,1993,2,7973,1,7.36e-6,7.36e-6,7.36e-6,0
1164,A042,1993,3,7974,1,1.46e-5,1.46e-5,1.46e-5,0
1164,A042,1994,3,7978,1,1.75e-4,1.75e-4,1.75e-4,0
1164,A042,1995,1,7980,1,5.53e-4,5.53e-4,5.53e-4,0
1164,A042,1995,3,7982,1,0.001616222,0.001616222,0.001616222,0
1164,A042,1995,4,7983,1,0.002776107,0.002776107,0.002776107,0
1165,A043,1989,2,7957,1,0.004405107,0.004405107,0.004405107,0
1166,A044,1989,2,7957,1,0.009894403,0.009894403,0.009894403,0
1167,A045,1989,2,7957,1,1.55e-5,1.55e-5,1.55e-5,0
1167,A045,1989,3,7958,1,5.03e-5,5.03e-5,5.03e-5,0
1167,A045,1990,1,7960,1,2.46e-4,2.46e-4,2.46e-4,0
1167,A045,1990,2,7961,1,8.28592e-4,8.28592e-4,8.28592e-4,0
1167,A045,1991,3,7966,1,0.008238669,0.008238669,0.008238669,0
1168,A046,1989,2,7957,1,1.98e-7,1.98e-7,1.98e-7,0
1168,A046,1989,3,7958,1,6.42e-7,6.42e-7,6.42e-7,0
1168,A046,1989,4,7959,1,1.74e-6,1.74e-6,1.74e-6,0
1168,A046,1990,1,7960,1,7.75e-6,7.75e-6,7.75e-6,0
1168,A046,1990,2,7961,1,3.97e-5,3.97e-5,3.97e-5,0
1168,A046,1990,3,7962,1,1.29e-4,1.29e-4,1.29e-4,0
1168,A046,1991,3,7966,2,0.001484959,0.001484959,0.001484959,0
1169,A047,1989,2,7957,1,2e-7,2e-7,2e-7,0
1169,A047,1989,3,7958,1,6.48e-7,6.48e-7,6.48e-7,0
1169,A047,1989,4,7959,1,1.75e-6,1.75e-6,1.75e-6,0
1169,A047,1991,1,7964,1,2.81e-5,2.81e-5,2.81e-5,0
1169,A047,1991,3,7966,2,6.9e-5,6.9e-5,6.9e-5,0
1169,A047,1991,4,7967,1,2.61e-4,2.61e-4,2.61e-4,0
1169,A047,1992,1,7968,1,0.001618558,0.001618558,0.001618558,0
1170,A048,1989,2,7957,1,0.009894403,0.009894403,0.009894403,0
1171,A049,1989,2,7957,1,1.23e-8,1.23e-8,1.23e-8,0
1171,A049,1989,3,7958,1,4e-8,4e-8,4e-8,0
1171,A049,1989,4,7959,1,1.08e-7,1.08e-7,1.08e-7,0
1171,A049,1990,1,7960,1,4.82e-7,4.82e-7,4.82e-7,0
1171,A049,1990,2,7961,1,2.47e-6,2.47e-6,2.47e-6,0
1171,A049,1991,1,7964,1,1.69e-5,1.69e-5,1.69e-5,0
1171,A049,1992,3,7970,1,1.35e-4,1.35e-4,1.35e-4,0
1171,A049,1993,1,7972,1,2.53e-4,2.53e-4,2.53e-4,0
1171,A049,1995,3,7982,1,0.004109129,0.004109129,0.004109129,0
1171,A049,1996,4,7987,1,0.017002427,0.017002427,0.017002427,0
1172,A050,1989,2,7957,1,0.001159596,0.001159596,0.001159596,0
1172,A050,1989,3,7958,1,0.003759893,0.003759893,0.003759893,0
1173,A051,1989,3,7958,2,4.9e-18,4.9e-18,4.9e-18,0
1173,A051,1989,4,7959,1,3.55e-17,3.55e-17,3.55e-17,0
1173,A051,1990,1,7960,1,2.03e-16,2.03e-16,2.03e-16,0
1173,A051,1990,3,7962,1,1.68e-15,1.68e-15,1.68e-15,0
1173,A051,1990,4,7963,1,3.29e-15,3.29e-15,3.29e-15,0
1173,A051,1991,3,7966,2,3.42e-14,3.42e-14,3.42e-14,0
1173,A051,1992,1,7968,1,2.93e-13,2.93e-13,2.93e-13,0
1173,A051,1992,2,7969,1,1.15e-12,1.15e-12,1.15e-12,0
1173,A051,1992,3,7970,1,3.57e-12,3.57e-12,3.57e-12,0
1173,A051,1992,4,7971,1,1.02e-11,1.02e-11,1.02e-11,0
1173,A051,1993,3,7974,2,1.58e-10,1.58e-10,1.58e-10,0
1173,A051,1993,4,7975,1,6.26e-10,6.26e-10,6.26e-10,0
1173,A051,1994,3,7978,1,1.48e-8,1.48e-8,1.48e-8,0
1173,A051,1995,3,7982,2,1.09e-7,1.09e-7,1.09e-7,0
1173,A051,1995,4,7983,1,3.73e-7,3.73e-7,3.73e-7,0
1173,A051,1996,3,7986,1,9.79e-6,9.79e-6,9.79e-6,0
1173,A051,1997,3,7990,1,7.59e-5,7.59e-5,7.59e-5,0
1173,A051,1998,3,7994,1,3.94e-4,3.94e-4,3.94e-4,0
1173,A051,1999,1,7996,1,9.17e-4,9.17e-4,9.17e-4,0
1173,A051,1999,3,7998,1,0.003721973,0.003721973,0.003721973,0
1173,A051,2000,3,8002,1,0.021725775,0.021725775,0.021725775,0
1174,A052,1989,3,7958,2,1.76e-7,1.76e-7,1.76e-7,0
1174,A052,1989,4,7959,1,1.27e-6,1.27e-6,1.27e-6,0
1174,A052,1990,3,7962,2,1.96e-5,1.96e-5,1.96e-5,0
1174,A052,1990,4,7963,1,7.73e-5,7.73e-5,7.73e-5,0
1174,A052,1991,3,7966,2,0.001185968,0.001185968,0.001185968,0
1175,A053,1989,3,7958,2,5.67e-4,5.67e-4,5.67e-4,0
1175,A053,1991,3,7966,1,0.013990853,0.013990853,0.013990853,0
1176,A054,1989,3,7958,1,7.85e-17,7.85e-17,7.85e-17,0
1176,A054,1989,4,7959,1,1.93e-16,1.93e-16,1.93e-16,0
1176,A054,1990,1,7960,1,8.2e-16,8.2e-16,8.2e-16,0
1176,A054,1990,3,7962,2,6.33e-15,6.33e-15,6.33e-15,0
1176,A054,1991,3,7966,1,6.89e-14,6.89e-14,6.89e-14,0
1176,A054,1991,4,7967,2,1.07e-13,1.07e-13,1.07e-13,0
1176,A054,1992,1,7968,1,1.25e-12,1.25e-12,1.25e-12,0
1176,A054,1992,3,7970,2,1.13e-11,1.13e-11,1.13e-11,0
1176,A054,1992,4,7971,2,5.86e-11,5.86e-11,5.86e-11,0
1176,A054,1993,1,7972,1,1.53e-9,1.53e-9,1.53e-9,0
1176,A054,1993,3,7974,3,1.45e-8,1.45e-8,1.45e-8,0
1176,A054,1994,3,7978,3,9.49e-7,9.49e-7,9.49e-7,0
1176,A054,1994,4,7979,1,1.2e-5,1.2e-5,1.2e-5,0
1176,A054,1995,3,7982,1,3.94e-4,3.94e-4,3.94e-4,0
1176,A054,1995,4,7983,1,6.74e-4,6.74e-4,6.74e-4,0
1176,A054,1996,3,7986,1,0.010660377,0.010660377,0.010660377,0
1177,A055,1989,3,7958,2,4.16e-8,4.16e-8,4.16e-8,0
1177,A055,1989,4,7959,1,3.01e-7,3.01e-7,3.01e-7,0
1177,A055,1990,1,7960,1,1.72e-6,1.72e-6,1.72e-6,0
1177,A055,1990,3,7962,1,1.42e-5,1.42e-5,1.42e-5,0
1177,A055,1991,3,7966,1,8.91e-5,8.91e-5,8.91e-5,0
1177,A055,1991,4,7967,2,1.34e-4,1.34e-4,1.34e-4,0
1177,A055,1992,2,7969,1,0.003196086,0.003196086,0.003196086,0
1178,A056,1989,3,7958,2,2.08e-14,2.08e-14,2.08e-14,0
1178,A056,1989,4,7959,1,1.5e-13,1.5e-13,1.5e-13,0
1178,A056,1990,1,7960,1,8.63e-13,8.63e-13,8.63e-13,0
1178,A056,1990,3,7962,1,7.12e-12,7.12e-12,7.12e-12,0
1178,A056,1990,4,7963,1,1.4e-11,1.4e-11,1.4e-11,0
1178,A056,1991,1,7964,1,5.69e-11,5.69e-11,5.69e-11,0
1178,A056,1991,3,7966,1,4.36e-10,4.36e-10,4.36e-10,0
1178,A056,1991,4,7967,1,8.5e-10,8.5e-10,8.5e-10,0
1178,A056,1992,2,7969,1,7.42e-9,7.42e-9,7.42e-9,0
1178,A056,1992,3,7970,2,1.77e-8,1.77e-8,1.77e-8,0
1178,A056,1993,1,7972,1,3.44e-7,3.44e-7,3.44e-7,0
1178,A056,1993,3,7974,2,2.16e-6,2.16e-6,2.16e-6,0
1178,A056,1993,4,7975,1,1.07e-5,1.07e-5,1.07e-5,0
1178,A056,1994,1,7976,1,9.51e-5,9.51e-5,9.51e-5,0
1178,A056,1994,3,7978,2,8.4e-4,8.4e-4,8.4e-4,0
1179,A057,1989,3,7958,1,4.3e-8,4.3e-8,4.3e-8,0
1179,A057,1990,1,7960,1,1.85e-7,1.85e-7,1.85e-7,0
1179,A057,1990,3,7962,1,8.89e-7,8.89e-7,8.89e-7,0
1179,A057,1991,3,7966,1,5.1e-6,5.1e-6,5.1e-6,0
1179,A057,1991,4,7967,1,7.63e-6,7.63e-6,7.63e-6,0
1179,A057,1992,2,7969,2,4.78e-5,4.78e-5,4.78e-5,0
1179,A057,1993,3,7974,1,0.001383551,0.001383551,0.001383551,0
1179,A057,1994,1,7976,1,0.003570272,0.003570272,0.003570272,0
1180,A058,1989,3,7958,2,2.36e-9,2.36e-9,2.36e-9,0
1180,A058,1989,4,7959,1,1.71e-8,1.71e-8,1.71e-8,0
1180,A058,1990,1,7960,1,9.79e-8,9.79e-8,9.79e-8,0
1180,A058,1990,4,7963,1,9.9e-7,9.9e-7,9.9e-7,0
1180,A058,1991,1,7964,1,2.13e-6,2.13e-6,2.13e-6,0
1180,A058,1991,3,7966,1,1.22e-5,1.22e-5,1.22e-5,0
1180,A058,1991,4,7967,1,2.31e-5,2.31e-5,2.31e-5,0
1180,A058,1992,3,7970,1,2.6e-4,2.6e-4,2.6e-4,0
1180,A058,1993,3,7974,1,0.001338852,0.001338852,0.001338852,0
1180,A058,1994,3,7978,1,0.006721679,0.006721679,0.006721679,0
1181,A059,1989,3,7958,2,2.49e-4,2.49e-4,2.49e-4,0
1181,A059,1991,1,7964,1,0.010413036,0.010413036,0.010413036,0
1182,A060,1989,3,7958,1,0.004405107,0.004405107,0.004405107,0
1183,A061,1989,3,7958,1,2.72e-4,2.72e-4,2.72e-4,0
1183,A061,1989,4,7959,1,6.26e-4,6.26e-4,6.26e-4,0
1183,A061,1990,1,7960,1,0.0025721,0.0025721,0.0025721,0
1184,A062,1989,3,7958,1,4.76e-8,4.76e-8,4.76e-8,0
1184,A062,1989,4,7959,1,1.1e-7,1.1e-7,1.1e-7,0
1184,A062,1990,1,7960,1,4.5e-7,4.5e-7,4.5e-7,0
1184,A062,1990,3,7962,1,3.44e-6,3.44e-6,3.44e-6,0
1184,A062,1991,3,7966,1,2.14e-5,2.14e-5,2.14e-5,0
1184,A062,1992,3,7970,1,8.65e-5,8.65e-5,8.65e-5,0
1184,A062,1993,1,7972,1,1.94e-4,1.94e-4,1.94e-4,0
1184,A062,1993,2,7973,1,5.55e-4,5.55e-4,5.55e-4,0
1184,A062,1993,3,7974,1,0.001570682,0.001570682,0.001570682,0
1185,A063,1989,3,7958,1,6.49e-5,6.49e-5,6.49e-5,0
1185,A063,1989,4,7959,1,1.49e-4,1.49e-4,1.49e-4,0
1185,A063,1990,3,7962,1,0.001563886,0.001563886,0.001563886,0
1185,A063,1990,4,7963,1,0.002601799,0.002601799,0.002601799,0
1186,A064,1989,3,7958,1,5.2100000000000003e-08,5.2100000000000003e-08,5.2100000000000003e-08,0
1186,A064,1989,4,7959,1,1.2e-7,1.2e-7,1.2e-7,0
1186,A064,1990,3,7962,1,1.78e-7,1.78e-7,1.78e-7,0
1186,A064,1991,2,7965,1,3.61e-7,3.61e-7,3.61e-7,0
1186,A064,1991,3,7966,1,5.79e-7,5.79e-7,5.79e-7,0
1186,A064,1992,2,7969,1,3.41e-6,3.41e-6,3.41e-6,0
1186,A064,1993,3,7974,2,2.07e-5,2.07e-5,2.07e-5,0
1186,A064,1994,2,7977,1,2.47e-4,2.47e-4,2.47e-4,0
1186,A064,1994,3,7978,1,5.43e-4,5.43e-4,5.43e-4,0
1186,A064,1994,4,7979,1,0.001359521,0.001359521,0.001359521,0
1187,A065,1989,3,7958,1,0.002603985,0.002603985,0.002603985,0
1187,A065,1989,4,7959,1,0.005994492,0.005994492,0.005994492,0
1188,A066,1989,3,7958,1,2.8e-4,2.8e-4,2.8e-4,0
1188,A066,1989,4,7959,1,6.44e-4,6.44e-4,6.44e-4,0
1188,A066,1991,2,7965,1,0.011223367,0.011223367,0.011223367,0
1189,A067,1989,3,7958,1,6.36e-5,6.36e-5,6.36e-5,0
1189,A067,1989,4,7959,1,1.46e-4,1.46e-4,1.46e-4,0
1189,A067,1990,1,7960,2,6.01e-4,6.01e-4,6.01e-4,0
1190,A068,1989,3,7958,1,1.14e-8,1.14e-8,1.14e-8,0
1190,A068,1989,4,7959,1,2.61e-8,2.61e-8,2.61e-8,0
1190,A068,1990,1,7960,1,1.07e-7,1.07e-7,1.07e-7,0
1190,A068,1990,4,7963,1,1e-6,1e-6,1e-6,0
1190,A068,1991,3,7966,1,4.5e-6,4.5e-6,4.5e-6,0
1190,A068,1992,3,7970,1,2e-5,2e-5,2e-5,0
1190,A068,1993,3,7974,2,7.9e-5,7.9e-5,7.9e-5,0
1190,A068,1994,2,7977,1,0.001045512,0.001045512,0.001045512,0
1190,A068,1994,3,7978,1,0.002308117,0.002308117,0.002308117,0
1191,A069,1989,3,7958,1,0.004916761,0.004916761,0.004916761,0
1192,A070,1989,3,7958,1,0.004916761,0.004916761,0.004916761,0
1193,A071,1989,3,7958,1,0.001156797,0.001156797,0.001156797,0
1193,A071,1989,4,7959,1,0.002663001,0.002663001,0.002663001,0
1194,A072,1989,3,7958,1,0.001156797,0.001156797,0.001156797,0
1194,A072,1989,4,7959,1,0.002663001,0.002663001,0.002663001,0
1195,A073,1989,3,7958,1,2.57e-9,2.57e-9,2.57e-9,0
1195,A073,1989,4,7959,1,5.93e-9,5.93e-9,5.93e-9,0
1195,A073,1990,2,7961,1,4.71e-8,4.71e-8,4.71e-8,0
1195,A073,1990,3,7962,1,1.11e-7,1.11e-7,1.11e-7,0
1195,A073,1990,4,7963,1,2.88e-7,2.88e-7,2.88e-7,0
1195,A073,1991,1,7964,1,1.4e-6,1.4e-6,1.4e-6,0
1195,A073,1991,2,7965,1,7.31e-6,7.31e-6,7.31e-6,0
1195,A073,1991,3,7966,1,2.39e-5,2.39e-5,2.39e-5,0
1195,A073,1992,2,7969,1,2.4e-4,2.4e-4,2.4e-4,0
1195,A073,1992,4,7971,1,6.75e-4,6.75e-4,6.75e-4,0
1195,A073,1993,2,7973,1,0.003448416,0.003448416,0.003448416,0
1196,A074,1989,3,7958,1,0.05264038,0.05264038,0.05264038,0
1196,A074,1989,4,7959,1,0.053480886,0.053480886,0.053480886,0
1196,A074,1990,2,7961,2,0.054008644,0.054008644,0.054008644,0
1196,A074,1990,3,7962,2,0.055565555,0.055565555,0.055565555,0
1196,A074,1990,4,7963,1,0.073976407,0.073976407,0.073976407,0
1196,A074,1991,2,7965,1,0.087228288,0.087228288,0.087228288,0
1196,A074,1991,3,7966,1,0.088282519,0.088282519,0.088282519,0
1196,A074,1991,4,7967,1,0.088431143,0.088431143,0.088431143,0
1196,A074,1993,4,7975,1,0.088794458,0.088794458,0.088794458,0
1196,A074,1994,3,7978,1,0.089555688,0.089555688,0.089555688,0
1196,A074,1996,2,7985,1,0.090094507,0.090094507,0.090094507,0
1196,A074,1996,3,7986,1,0.090465678,0.090465678,0.090465678,0
1196,A074,1996,4,7987,1,0.091486406,0.091486406,0.091486406,0
1196,A074,1997,3,7990,2,0.129342554,0.129342554,0.129342554,0
1196,A074,1998,3,7994,2,1,1,1,0
1196,A074,1999,3,7998,1,1,1,1,0
1197,A075,1989,3,7958,1,3.51e-6,3.51e-6,3.51e-6,0
1197,A075,1989,4,7959,2,8.09e-6,8.09e-6,8.09e-6,0
1197,A075,1990,1,7960,1,1.16e-4,1.16e-4,1.16e-4,0
1197,A075,1990,2,7961,1,6.88e-4,6.88e-4,6.88e-4,0
1197,A075,1990,3,7962,1,0.002294741,0.002294741,0.002294741,0
1198,A076,1989,3,7958,1,1.42e-4,1.42e-4,1.42e-4,0
1198,A076,1989,4,7959,1,3.26e-4,3.26e-4,3.26e-4,0
1198,A076,1990,1,7960,1,0.001340492,0.001340492,0.001340492,0
1198,A076,1990,2,7961,1,0.003725053,0.003725053,0.003725053,0
1198,A076,1990,3,7962,1,0.010422213,0.010422213,0.010422213,0
1198,A076,1991,3,7966,1,0.111678161,0.111678161,0.111678161,0
1199,A077,1989,3,7958,1,6.63e-4,6.63e-4,6.63e-4,0
1199,A077,1992,2,7969,1,0.010155205,0.010155205,0.010155205,0
1199,A077,1994,1,7976,1,0.017954817,0.017954817,0.017954817,0
1200,A078,1989,3,7958,1,2.47e-4,2.47e-4,2.47e-4,0
1200,A078,1989,4,7959,1,6.06e-4,6.06e-4,6.06e-4,0
1200,A078,1990,3,7962,1,0.006619718,0.006619718,0.006619718,0
1201,A079,1989,3,7958,1,1.92e-7,1.92e-7,1.92e-7,0
1201,A079,1989,4,7959,1,4.72e-7,4.72e-7,4.72e-7,0
1201,A079,1991,3,7966,1,9.55e-6,9.55e-6,9.55e-6,0
1201,A079,1992,2,7969,1,2.2e-5,2.2e-5,2.2e-5,0
1201,A079,1992,3,7970,1,3.72e-5,3.72e-5,3.72e-5,0
1201,A079,1993,4,7975,1,3.34e-4,3.34e-4,3.34e-4,0
1201,A079,1995,1,7980,1,0.002180327,0.002180327,0.002180327,0
1201,A079,1995,3,7982,1,0.006700154,0.006700154,0.006700154,0
1202,A080,1989,3,7958,1,0.00103601,0.00103601,0.00103601,0
1202,A080,1989,4,7959,1,0.002542395,0.002542395,0.002542395,0
1203,A081,1989,3,7958,1,6e-5,6e-5,6e-5,0
1203,A081,1990,1,7960,1,2.59e-4,2.59e-4,2.59e-4,0
1203,A081,1990,3,7962,1,0.0012406,0.0012406,0.0012406,0
1203,A081,1992,3,7970,1,0.012097968,0.012097968,0.012097968,0
1204,B001,1980,2,7921,1,2.36e-6,2.36e-6,2.36e-6,0
1204,B001,1981,3,7926,3,1.75e-5,1.75e-5,1.75e-5,0
1204,B001,1981,4,7927,1,6.69e-5,6.69e-5,6.69e-5,0
1204,B001,1982,3,7930,1,0.001124489,0.001124489,0.001124489,0
1204,B001,1983,1,7932,1,0.002070316,0.002070316,0.002070316,0
1204,B001,1983,2,7933,1,0.004935352,0.004935352,0.004935352,0
1205,B002,1980,2,7921,1,4.78e-4,4.78e-4,4.78e-4,0
1205,B002,1981,3,7926,1,0.003534301,0.003534301,0.003534301,0
1205,B002,1983,3,7934,1,0.020843275,0.020843275,0.020843275,0
1206,B003,1980,2,7921,1,0.006417981,0.006417981,0.006417981,0
1207,B004,1980,2,7921,1,0.006417981,0.006417981,0.006417981,0
1208,B005,1980,2,7921,1,0.006417981,0.006417981,0.006417981,0
1209,B006,1980,2,7921,1,0.006417981,0.006417981,0.006417981,0
1210,B007,1980,2,7921,1,0.160414882,0.160414882,0.160414882,0
1210,B007,1981,2,7925,1,1,1,1,0
1210,B007,1981,3,7926,1,1,1,1,0
1210,B007,1981,4,7927,1,1,1,1,0
1210,B007,1982,2,7929,1,1,1,1,0
1211,B008,1980,2,7921,1,0.006417981,0.006417981,0.006417981,0
1212,B009,1980,2,7921,1,0.001878501,0.001878501,0.001878501,0
1212,B009,1982,2,7929,2,0.021036939,0.021036939,0.021036939,0
1213,B010,1980,2,7921,1,0.006417981,0.006417981,0.006417981,0
1214,B011,1980,2,7921,1,0.006417981,0.006417981,0.006417981,0
1215,B012,1980,2,7921,1,1.3e-4,1.3e-4,1.3e-4,0
1215,B012,1983,3,7934,2,0.002188428,0.002188428,0.002188428,0
1215,B012,1984,3,7938,1,0.011039205,0.011039205,0.011039205,0
1216,B013,1980,2,7921,1,2.43e-4,2.43e-4,2.43e-4,0
1216,B013,1981,4,7927,1,0.001982151,0.001982151,0.001982151,0
1216,B013,1982,1,7928,2,0.003259503,0.003259503,0.003259503,0
1217,B014,1980,2,7921,1,0.003458523,0.003458523,0.003458523,0
1217,B014,1981,3,7926,1,0.025575885,0.025575885,0.025575885,0
1218,B015,1980,3,7922,1,2.33e-6,2.33e-6,2.33e-6,0
1218,B015,1981,4,7927,1,1.62e-5,1.62e-5,1.62e-5,0
