individual_id,tattoo,year,quarter,q_index,n_capture_rows,p_min,p_max,p_mean,p_range
1524,E051,1989,1,7956,1,1.09e-5,1.09e-5,1.09e-5,0
1524,E051,1989,3,7958,1,8.83e-5,8.83e-5,8.83e-5,0
1524,E051,1989,4,7959,1,1.72e-4,1.72e-4,1.72e-4,0
1524,E051,1990,3,7962,2,0.001582166,0.001582166,0.001582166,0
1525,E052,1988,2,7953,1,3.7e-4,3.7e-4,3.7e-4,0
1525,E052,1989,3,7958,1,0.003643141,0.003643141,0.003643141,0
1525,E052,1992,3,7970,1,0.022174832,0.022174832,0.022174832,0
1526,E053,1988,2,7953,1,3.59e-14,3.59e-14,3.59e-14,0
1526,E053,1988,3,7954,1,1.01e-13,1.01e-13,1.01e-13,0
1526,E053,1988,4,7955,1,2.61e-13,2.61e-13,2.61e-13,0
1526,E053,1989,1,7956,1,1.41e-12,1.41e-12,1.41e-12,0
1526,E053,1989,3,7958,2,1.14e-11,1.14e-11,1.14e-11,0
1526,E053,1990,1,7960,1,1.18e-10,1.18e-10,1.18e-10,0
1526,E053,1990,3,7962,2,6.43e-10,6.43e-10,6.43e-10,0
1526,E053,1991,3,7966,2,1.41e-8,1.41e-8,1.41e-8,0
1526,E053,1991,4,7967,1,4.89e-8,4.89e-8,4.89e-8,0
1526,E053,1992,2,7969,1,7.71e-8,7.71e-8,7.71e-8,0
1526,E053,1992,3,7970,1,1.21e-7,1.21e-7,1.21e-7,0
1526,E053,1992,4,7971,1,2.42e-7,2.42e-7,2.42e-7,0
1526,E053,1993,1,7972,1,1.12e-6,1.12e-6,1.12e-6,0
1526,E053,1993,2,7973,1,5.81e-6,5.81e-6,5.81e-6,0
1526,E053,1993,3,7974,1,1.9e-5,1.9e-5,1.9e-5,0
1526,E053,1993,4,7975,1,5.54e-5,5.54e-5,5.54e-5,0
1526,E053,1994,3,7978,2,0.001161675,0.001161675,0.001161675,0
1527,E054,1988,2,7953,1,1.18e-6,1.18e-6,1.18e-6,0
1527,E054,1988,3,7954,1,3.32e-6,3.32e-6,3.32e-6,0
1527,E054,1988,4,7955,1,8.59e-6,8.59e-6,8.59e-6,0
1527,E054,1989,3,7958,2,1.23e-4,1.23e-4,1.23e-4,0
1527,E054,1990,1,7960,1,9.39e-4,9.39e-4,9.39e-4,0
1527,E054,1990,2,7961,1,0.003372349,0.003372349,0.003372349,0
1528,E055,1988,2,7953,1,1.19e-6,1.19e-6,1.19e-6,0
1528,E055,1988,3,7954,1,3.36e-6,3.36e-6,3.36e-6,0
1528,E055,1988,4,7955,1,8.69e-6,8.69e-6,8.69e-6,0
1528,E055,1989,3,7958,1,1.24e-4,1.24e-4,1.24e-4,0
1528,E055,1989,4,7959,1,2.09e-4,2.09e-4,2.09e-4,0
1528,E055,1990,3,7962,1,0.001623384,0.001623384,0.001623384,0
1528,E055,1990,4,7963,1,0.002661235,0.002661235,0.002661235,0
1530,E057,1988,2,7953,1,8.85e-5,8.85e-5,8.85e-5,0
1530,E057,1988,3,7954,1,2.49e-4,2.49e-4,2.49e-4,0
1530,E057,1988,4,7955,1,6.43e-4,6.43e-4,6.43e-4,0
1530,E057,1989,1,7956,1,0.003464767,0.003464767,0.003464767,0
1531,E058,1988,2,7953,1,2.25e-10,2.25e-10,2.25e-10,0
1531,E058,1988,3,7954,1,6.31e-10,6.31e-10,6.31e-10,0
1531,E058,1988,4,7955,1,1.63e-9,1.63e-9,1.63e-9,0
1531,E058,1989,3,7958,1,2.34e-8,2.34e-8,2.34e-8,0
1531,E058,1990,1,7960,1,5.96e-8,5.96e-8,5.96e-8,0
1531,E058,1990,3,7962,1,2.38e-7,2.38e-7,2.38e-7,0
1531,E058,1991,3,7966,1,1.31e-6,1.31e-6,1.31e-6,0
1531,E058,1993,3,7974,3,8.64e-6,8.64e-6,8.64e-6,0
1531,E058,1995,3,7982,1,7.54e-4,7.54e-4,7.54e-4,0
1531,E058,1995,4,7983,1,0.001033726,0.001033726,0.001033726,0
1531,E058,1996,3,7986,1,0.011016289,0.011016289,0.011016289,0
1532,E059,1988,3,7954,2,2.02e-8,2.02e-8,2.02e-8,0
1532,E059,1989,1,7956,1,2.63e-7,2.63e-7,2.63e-7,0
1532,E059,1989,3,7958,1,1.45e-6,1.45e-6,1.45e-6,0
1532,E059,1989,4,7959,1,2.61e-6,2.61e-6,2.61e-6,0
1532,E059,1991,2,7965,1,3.63e-5,3.63e-5,3.63e-5,0
1532,E059,1991,3,7966,1,5.33e-5,5.33e-5,5.33e-5,0
1532,E059,1991,4,7967,1,1e-4,1e-4,1e-4,0
1532,E059,1993,2,7973,1,0.001951721,0.001951721,0.001951721,0
1532,E059,1994,3,7978,1,0.008357954,0.008357954,0.008357954,0
1533,E060,1988,3,7954,2,3.34e-7,3.34e-7,3.34e-7,0
1533,E060,1989,3,7958,1,9.48e-6,9.48e-6,9.48e-6,0
1533,E060,1989,4,7959,1,1.45e-5,1.45e-5,1.45e-5,0
1533,E060,1991,2,7965,1,1.59e-4,1.59e-4,1.59e-4,0
1533,E060,1993,3,7974,2,7.7e-4,7.7e-4,7.7e-4,0
1533,E060,1994,4,7979,1,0.006982542,0.006982542,0.006982542,0
1534,E061,1988,3,7954,2,0.076729956,0.076729956,0.076729956,0
1534,E061,1989,1,7956,1,0.999999987,0.999999987,0.999999987,0
1534,E061,1991,1,7964,1,1,1,1,0
1534,E061,1991,2,7965,1,1,1,1,0
1534,E061,1991,3,7966,1,1,1,1,0
1534,E061,1992,1,7968,1,1,1,1,0
1534,E061,1992,3,7970,2,1,1,1,0
1534,E061,1993,3,7974,1,1,1,1,0
1535,E062,1988,3,7954,2,4.26e-4,4.26e-4,4.26e-4,0
1535,E062,1989,3,7958,1,0.012076928,0.012076928,0.012076928,0
1536,E063,1988,3,7954,2,1.98e-8,1.98e-8,1.98e-8,0
1536,E063,1989,1,7956,2,2.59e-7,2.59e-7,2.59e-7,0
1536,E063,1989,3,7958,1,5.27e-6,5.27e-6,5.27e-6,0
1536,E063,1989,4,7959,1,1.01e-5,1.01e-5,1.01e-5,0
1536,E063,1990,3,7962,1,9.18e-5,9.18e-5,9.18e-5,0
1536,E063,1991,2,7965,1,3.49e-4,3.49e-4,3.49e-4,0
1536,E063,1993,2,7973,1,0.002671452,0.002671452,0.002671452,0
1536,E063,1993,3,7974,1,0.003685039,0.003685039,0.003685039,0
1537,E064,1988,3,7954,1,5.06e-5,5.06e-5,5.06e-5,0
1537,E064,1989,1,7956,1,2.09e-4,2.09e-4,2.09e-4,0
1537,E064,1989,4,7959,1,0.001180454,0.001180454,0.001180454,0
1537,E064,1991,1,7964,1,0.0058626,0.0058626,0.0058626,0
1537,E064,1992,3,7970,1,0.014060169,0.014060169,0.014060169,0
1538,E065,1988,3,7954,2,1.41e-6,1.41e-6,1.41e-6,0
1538,E065,1989,3,7958,1,4e-5,4e-5,4e-5,0
1538,E065,1989,4,7959,1,6.11e-5,6.11e-5,6.11e-5,0
1538,E065,1991,2,7965,1,6.73e-4,6.73e-4,6.73e-4,0
1538,E065,1991,4,7967,1,0.001180796,0.001180796,0.001180796,0
1538,E065,1994,2,7977,1,0.014124148,0.014124148,0.014124148,0
1539,E066,1988,3,7954,2,5.62e-6,5.62e-6,5.62e-6,0
1539,E066,1989,1,7956,1,7.32e-5,7.32e-5,7.32e-5,0
1539,E066,1989,3,7958,1,4.42e-4,4.42e-4,4.42e-4,0
1539,E066,1990,1,7960,1,0.001262288,0.001262288,0.001262288,0
1539,E066,1990,3,7962,1,0.005309799,0.005309799,0.005309799,0
1540,E067,1988,3,7954,1,6.63e-8,6.63e-8,6.63e-8,0
1540,E067,1989,1,7956,1,2.74e-7,2.74e-7,2.74e-7,0
1540,E067,1989,3,7958,1,1.41e-6,1.41e-6,1.41e-6,0
1540,E067,1989,4,7959,1,2.52e-6,2.52e-6,2.52e-6,0
1540,E067,1990,1,7960,1,8.59e-6,8.59e-6,8.59e-6,0
1540,E067,1990,3,7962,1,6.2e-5,6.2e-5,6.2e-5,0
1540,E067,1991,1,7964,1,2.06e-4,2.06e-4,2.06e-4,0
1540,E067,1991,3,7966,1,9.59e-4,9.59e-4,9.59e-4,0
1540,E067,1992,2,7969,1,0.004831508,0.004831508,0.004831508,0
1540,E067,1992,3,7970,1,0.009585225,0.009585225,0.009585225,0
1540,E067,1993,3,7974,1,0.090602855,0.090602855,0.090602855,0
1541,E068,1988,3,7954,1,2.16e-13,2.16e-13,2.16e-13,0
1541,E068,1988,4,7955,1,4.69e-13,4.69e-13,4.69e-13,0
1541,E068,1989,1,7956,1,2.09e-12,2.09e-12,2.09e-12,0
1541,E068,1989,2,7957,1,9.77e-12,9.77e-12,9.77e-12,0
1541,E068,1989,3,7958,1,2.9e-11,2.9e-11,2.9e-11,0
1541,E068,1989,4,7959,1,7.64e-11,7.64e-11,7.64e-11,0
1541,E068,1990,1,7960,1,3.37e-10,3.37e-10,3.37e-10,0
1541,E068,1990,2,7961,1,1.72e-9,1.72e-9,1.72e-9,0
1541,E068,1990,4,7963,1,8.11e-9,8.11e-9,8.11e-9,0
1541,E068,1991,2,7965,1,4.33e-8,4.33e-8,4.33e-8,0
1541,E068,1991,3,7966,1,9.82e-8,9.82e-8,9.82e-8,0
1541,E068,1991,4,7967,1,2.5e-7,2.5e-7,2.5e-7,0
1541,E068,1992,3,7970,1,3.53e-6,3.53e-6,3.53e-6,0
1541,E068,1995,3,7982,2,5.94e-5,5.94e-5,5.94e-5,0
1541,E068,1996,2,7985,1,5.29e-4,5.29e-4,5.29e-4,0
1541,E068,1996,3,7986,2,0.001150763,0.001150763,0.001150763,0
1542,E069,1988,3,7954,1,0.018700477,0.018700477,0.018700477,0
1542,E069,1988,4,7955,1,0.04067631,0.04067631,0.04067631,0
1542,E069,1989,3,7958,1,0.467968224,0.467968224,0.467968224,0
1543,E070,1988,3,7954,1,3.84e-4,3.84e-4,3.84e-4,0
1543,E070,1988,4,7955,1,8.36e-4,8.36e-4,8.36e-4,0
1543,E070,1989,4,7959,1,0.011106928,0.011106928,0.011106928,0
1544,E071,1988,3,7954,1,4.53e-9,4.53e-9,4.53e-9,0
1544,E071,1988,4,7955,1,9.86e-9,9.86e-9,9.86e-9,0
1544,E071,1989,2,7957,1,8.6e-8,8.6e-8,8.6e-8,0
1544,E071,1989,3,7958,1,1.91e-7,1.91e-7,1.91e-7,0
1544,E071,1989,4,7959,1,4.51e-7,4.51e-7,4.51e-7,0
1544,E071,1990,2,7961,1,3.65e-6,3.65e-6,3.65e-6,0
1544,E071,1990,3,7962,1,8.61e-6,8.61e-6,8.61e-6,0
1544,E071,1990,4,7963,1,2.23e-5,2.23e-5,2.23e-5,0
1544,E071,1991,3,7966,2,2.85e-4,2.85e-4,2.85e-4,0
1544,E071,1992,3,7970,1,0.005302167,0.005302167,0.005302167,0
1545,E072,1988,3,7954,1,1.07e-8,1.07e-8,1.07e-8,0
1545,E072,1988,4,7955,1,2.33e-8,2.33e-8,2.33e-8,0
1545,E072,1989,1,7956,1,1.04e-7,1.04e-7,1.04e-7,0
1545,E072,1989,3,7958,1,7.33e-7,7.33e-7,7.33e-7,0
1545,E072,1989,4,7959,1,1.35e-6,1.35e-6,1.35e-6,0
1545,E072,1990,3,7962,1,1.16e-5,1.16e-5,1.16e-5,0
1545,E072,1990,4,7963,1,1.49e-5,1.49e-5,1.49e-5,0
1545,E072,1991,2,7965,1,6.19e-5,6.19e-5,6.19e-5,0
1545,E072,1992,2,7969,1,3.57e-4,3.57e-4,3.57e-4,0
1545,E072,1993,3,7974,1,0.001709536,0.001709536,0.001709536,0
1545,E072,1994,4,7979,1,0.007915978,0.007915978,0.007915978,0
1546,E073,1988,3,7954,1,6.63e-11,6.63e-11,6.63e-11,0
1546,E073,1988,4,7955,1,1.44e-10,1.44e-10,1.44e-10,0
1546,E073,1989,2,7957,1,1.26e-9,1.26e-9,1.26e-9,0
1546,E073,1989,3,7958,1,2.8e-9,2.8e-9,2.8e-9,0
1546,E073,1989,4,7959,1,6.6e-9,6.6e-9,6.6e-9,0
1546,E073,1990,1,7960,1,2.75e-8,2.75e-8,2.75e-8,0
1546,E073,1990,2,7961,1,1.38e-7,1.38e-7,1.38e-7,0
1546,E073,1990,3,7962,1,4.49e-7,4.49e-7,4.49e-7,0
1546,E073,1991,3,7966,1,5.15e-6,5.15e-6,5.15e-6,0
1546,E073,1992,3,7970,1,2.23e-5,2.23e-5,2.23e-5,0
1546,E073,1993,1,7972,1,5.06e-5,5.06e-5,5.06e-5,0
1546,E073,1993,4,7975,1,2.48e-4,2.48e-4,2.48e-4,0
1546,E073,1994,3,7978,1,3.1e-4,3.1e-4,3.1e-4,0
1546,E073,1995,2,7981,1,6.26e-4,6.26e-4,6.26e-4,0
1546,E073,1995,3,7982,2,0.001045151,0.001045151,0.001045151,0
1547,E074,1988,3,7954,1,0.003769677,0.003769677,0.003769677,0
1547,E074,1988,4,7955,1,0.008199606,0.008199606,0.008199606,0
1547,E074,1989,1,7956,1,0.036550874,0.036550874,0.036550874,0
1547,E074,1989,2,7957,1,0.170759706,0.170759706,0.170759706,0
1547,E074,1990,1,7960,1,0.999999998,0.999999998,0.999999998,0
1547,E074,1990,2,7961,1,1,1,1,0
1547,E074,1990,3,7962,1,1,1,1,0
1547,E074,1990,4,7963,1,1,1,1,0
1547,E074,1991,1,7964,1,1,1,1,0
1547,E074,1991,2,7965,1,1,1,1,0
1548,E075,1988,3,7954,1,0.001589091,0.001589091,0.001589091,0
1548,E075,1988,4,7955,1,0.003456509,0.003456509,0.003456509,0
1549,E076,1988,3,7954,1,1.2e-9,1.2e-9,1.2e-9,0
1549,E076,1988,4,7955,1,2.6e-9,2.6e-9,2.6e-9,0
1549,E076,1989,1,7956,1,1.16e-8,1.16e-8,1.16e-8,0
1549,E076,1989,2,7957,1,5.42e-8,5.42e-8,5.42e-8,0
1549,E076,1989,3,7958,1,1.61e-7,1.61e-7,1.61e-7,0
1549,E076,1989,4,7959,1,4.24e-7,4.24e-7,4.24e-7,0
1549,E076,1990,1,7960,1,1.87e-6,1.87e-6,1.87e-6,0
1549,E076,1990,3,7962,1,1.46e-5,1.46e-5,1.46e-5,0
1549,E076,1990,4,7963,1,2.84e-5,2.84e-5,2.84e-5,0
1549,E076,1991,3,7966,1,2.95e-4,2.95e-4,2.95e-4,0
1549,E076,1992,1,7968,1,8.15e-4,8.15e-4,8.15e-4,0
1549,E076,1993,2,7973,1,0.007161318,0.007161318,0.007161318,0
1550,E077,1988,3,7954,1,0.00101467,0.00101467,0.00101467,0
1550,E077,1988,4,7955,1,0.002207057,0.002207057,0.002207057,0
1550,E077,1989,1,7956,1,0.009838262,0.009838262,0.009838262,0
1550,E077,1989,2,7957,1,0.045962751,0.045962751,0.045962751,0
1550,E077,1989,3,7958,1,0.136535233,0.136535233,0.136535233,0
1550,E077,1990,2,7961,1,0.999999998,0.999999998,0.999999998,0
1550,E077,1990,4,7963,1,1,1,1,0
1550,E077,1991,2,7965,1,1,1,1,0
1550,E077,1992,1,7968,1,1,1,1,0
1550,E077,1992,2,7969,1,1,1,1,0
1551,E078,1988,3,7954,1,0.025728179,0.025728179,0.025728179,0
1551,E078,1988,4,7955,1,0.055962606,0.055962606,0.055962606,0
1551,E078,1989,1,7956,1,0.249461017,0.249461017,0.249461017,0
1552,E079,1988,3,7954,1,0.441038361,0.441038361,0.441038361,0
1552,E079,1988,4,7955,1,0.959323842,0.959323842,0.959323842,0
1552,E079,1989,1,7956,1,1,1,1,0
1552,E079,1989,2,7957,1,1,1,1,0
1552,E079,1989,3,7958,1,1,1,1,0
1552,E079,1989,4,7959,1,1,1,1,0
1552,E079,1990,1,7960,1,1,1,1,0
1552,E079,1990,2,7961,1,1,1,1,0
1552,E079,1990,3,7962,1,1,1,1,0
1552,E079,1990,4,7963,1,1,1,1,0
1552,E079,1991,2,7965,1,1,1,1,0
1553,E080,1988,3,7954,1,1.08e-9,1.08e-9,1.08e-9,0
1553,E080,1988,4,7955,1,2.35e-9,2.35e-9,2.35e-9,0
1553,E080,1989,1,7956,1,1.05e-8,1.05e-8,1.05e-8,0
1553,E080,1989,3,7958,1,7.3900000000000007e-08,7.3900000000000007e-08,7.3900000000000007e-08,0
1553,E080,1989,4,7959,1,1.36e-7,1.36e-7,1.36e-7,0
1553,E080,1990,2,7961,1,8.95e-7,8.95e-7,8.95e-7,0
1553,E080,1990,4,7963,1,2.84e-6,2.84e-6,2.84e-6,0
1553,E080,1991,2,7965,1,1.35e-5,1.35e-5,1.35e-5,0
1553,E080,1991,3,7966,1,3.02e-5,3.02e-5,3.02e-5,0
1553,E080,1991,4,7967,1,7.63e-5,7.63e-5,7.63e-5,0
1553,E080,1992,4,7971,1,0.001243182,0.001243182,0.001243182,0
1553,E080,1993,3,7974,1,0.005036286,0.005036286,0.005036286,0
1554,E081,1988,3,7954,1,1.11e-4,1.11e-4,1.11e-4,0
1554,E081,1988,4,7955,1,2.41e-4,2.41e-4,2.41e-4,0
1554,E081,1989,1,7956,1,0.001072336,0.001072336,0.001072336,0
1554,E081,1989,2,7957,1,0.005009777,0.005009777,0.005009777,0
1555,E082,1988,3,7954,1,2.39e-5,2.39e-5,2.39e-5,0
1555,E082,1988,4,7955,1,5.2e-5,5.2e-5,5.2e-5,0
1555,E082,1989,1,7956,1,2.32e-4,2.32e-4,2.32e-4,0
1555,E082,1989,4,7959,1,0.001994376,0.001994376,0.001994376,0
1555,E082,1990,2,7961,1,0.006379156,0.006379156,0.006379156,0
1556,E083,1988,3,7954,1,1.4e-12,1.4e-12,1.4e-12,0
1556,E083,1988,4,7955,1,3.05e-12,3.05e-12,3.05e-12,0
1556,E083,1989,1,7956,1,1.36e-11,1.36e-11,1.36e-11,0
1556,E083,1989,2,7957,1,6.35e-11,6.35e-11,6.35e-11,0
1556,E083,1989,4,7959,1,2.69e-10,2.69e-10,2.69e-10,0
1556,E083,1990,2,7961,2,1.15e-9,1.15e-9,1.15e-9,0
1556,E083,1990,4,7963,1,5.44e-9,5.44e-9,5.44e-9,0
1556,E083,1992,3,7970,1,3.45e-8,3.45e-8,3.45e-8,0
1556,E083,1993,2,7973,1,7.81e-8,7.81e-8,7.81e-8,0
1556,E083,1994,2,7977,1,3.47e-7,3.47e-7,3.47e-7,0
1556,E083,1994,4,7979,1,8.08e-7,8.08e-7,8.08e-7,0
1556,E083,1995,2,7981,1,5.39e-6,5.39e-6,5.39e-6,0
1556,E083,1996,3,7986,1,5.51e-5,5.51e-5,5.51e-5,0
1556,E083,1997,1,7988,1,1.62e-4,1.62e-4,1.62e-4,0
1556,E083,1998,4,7995,1,0.002314949,0.002314949,0.002314949,0
1556,E083,1999,3,7998,2,0.006274125,0.006274125,0.006274125,0
1557,E084,1988,3,7954,1,0.001589091,0.001589091,0.001589091,0
1557,E084,1988,4,7955,1,0.003456509,0.003456509,0.003456509,0
1558,E085,1988,3,7954,1,1.11e-4,1.11e-4,1.11e-4,0
1558,E085,1988,4,7955,1,2.41e-4,2.41e-4,2.41e-4,0
1558,E085,1989,1,7956,1,0.001072336,0.001072336,0.001072336,0
1558,E085,1989,2,7957,1,0.005009777,0.005009777,0.005009777,0
1559,E086,1988,3,7954,1,1.08e-9,1.08e-9,1.08e-9,0
1559,E086,1988,4,7955,1,2.34e-9,2.34e-9,2.34e-9,0
1559,E086,1989,2,7957,1,2.04e-8,2.04e-8,2.04e-8,0
1559,E086,1989,3,7958,1,4.54e-8,4.54e-8,4.54e-8,0
1559,E086,1989,4,7959,2,1.07e-7,1.07e-7,1.07e-7,0
1559,E086,1990,1,7960,1,1.56e-6,1.56e-6,1.56e-6,0
1559,E086,1990,3,7962,1,1.43e-5,1.43e-5,1.43e-5,0
1559,E086,1991,1,7964,1,4.87e-5,4.87e-5,4.87e-5,0
1559,E086,1991,3,7966,1,2.29e-4,2.29e-4,2.29e-4,0
1559,E086,1993,1,7972,1,0.00187758,0.00187758,0.00187758,0
1559,E086,1993,2,7973,1,0.003414726,0.003414726,0.003414726,0
1560,E087,1988,3,7954,1,1.79e-13,1.79e-13,1.79e-13,0
1560,E087,1988,4,7955,1,3.89e-13,3.89e-13,3.89e-13,0
1560,E087,1989,1,7956,1,1.73e-12,1.73e-12,1.73e-12,0
1560,E087,1989,2,7957,1,8.1e-12,8.1e-12,8.1e-12,0
1560,E087,1989,4,7959,1,3.43e-11,3.43e-11,3.43e-11,0
1560,E087,1990,1,7960,1,9.05e-11,9.05e-11,9.05e-11,0
1560,E087,1990,3,7962,1,5.85e-10,5.85e-10,5.85e-10,0
1560,E087,1991,1,7964,1,1.92e-9,1.92e-9,1.92e-9,0
1560,E087,1991,2,7965,1,6.13e-9,6.13e-9,6.13e-9,0
1560,E087,1991,3,7966,1,1.8e-8,1.8e-8,1.8e-8,0
1560,E087,1991,4,7967,1,5.07e-8,5.07e-8,5.07e-8,0
1560,E087,1992,1,7968,1,2.82e-7,2.82e-7,2.82e-7,0
1560,E087,1992,4,7971,1,2.85e-6,2.85e-6,2.85e-6,0
1560,E087,1993,1,7972,1,6.62e-6,6.62e-6,6.62e-6,0
1560,E087,1993,2,7973,1,2.68e-5,2.68e-5,2.68e-5,0
1560,E087,1993,3,7974,1,8.35e-5,8.35e-5,8.35e-5,0
1560,E087,1994,3,7978,1,0.001349106,0.001349106,0.001349106,0
1560,E087,1994,4,7979,1,0.002165046,0.002165046,0.002165046,0
1561,E088,1988,3,7954,1,4.58e-14,4.58e-14,4.58e-14,0
1561,E088,1988,4,7955,1,9.96e-14,9.96e-14,9.96e-14,0
1561,E088,1989,1,7956,1,4.44e-13,4.44e-13,4.44e-13,0
1561,E088,1989,2,7957,1,2.07e-12,2.07e-12,2.07e-12,0
1561,E088,1989,3,7958,1,6.16e-12,6.16e-12,6.16e-12,0
1561,E088,1989,4,7959,1,1.62e-11,1.62e-11,1.62e-11,0
1561,E088,1990,1,7960,1,7.16e-11,7.16e-11,7.16e-11,0
1561,E088,1990,2,7961,1,3.65e-10,3.65e-10,3.65e-10,0
1561,E088,1990,3,7962,1,1.19e-9,1.19e-9,1.19e-9,0
1561,E088,1991,1,7964,1,6.8e-9,6.8e-9,6.8e-9,0
1561,E088,1991,2,7965,1,2.46e-8,2.46e-8,2.46e-8,0
1561,E088,1991,3,7966,1,7.45e-8,7.45e-8,7.45e-8,0
1561,E088,1991,4,7967,1,2.13e-7,2.13e-7,2.13e-7,0
1561,E088,1992,1,7968,1,1.19e-6,1.19e-6,1.19e-6,0
1561,E088,1992,3,7970,1,9.8e-6,9.8e-6,9.8e-6,0
1561,E088,1993,2,7973,1,5.5e-5,5.5e-5,5.5e-5,0
1561,E088,1993,3,7974,1,1.11e-4,1.11e-4,1.11e-4,0
1561,E088,1993,4,7975,1,2.65e-4,2.65e-4,2.65e-4,0
1561,E088,1994,1,7976,1,0.001794903,0.001794903,0.001794903,0
1562,E089,1988,3,7954,1,2.25e-5,2.25e-5,2.25e-5,0
1562,E089,1989,1,7956,1,9.3e-5,9.3e-5,9.3e-5,0
1562,E089,1989,2,7957,1,3.02e-4,3.02e-4,3.02e-4,0
1562,E089,1990,2,7961,1,0.002337212,0.002337212,0.002337212,0
1562,E089,1993,1,7972,1,0.016833823,0.016833823,0.016833823,0
1563,E090,1988,3,7954,1,0.006041834,0.006041834,0.006041834,0
1564,E091,1988,3,7954,1,0.001423508,0.001423508,0.001423508,0
1564,E091,1988,4,7955,1,0.003096341,0.003096341,0.003096341,0
1565,E092,1988,3,7954,1,3.26e-7,3.26e-7,3.26e-7,0
1565,E092,1989,1,7956,1,1.35e-6,1.35e-6,1.35e-6,0
1565,E092,1989,3,7958,1,6.94e-6,6.94e-6,6.94e-6,0
1565,E092,1990,1,7960,1,2.08e-5,2.08e-5,2.08e-5,0
1565,E092,1991,3,7966,1,1.85e-4,1.85e-4,1.85e-4,0
1565,E092,1993,3,7974,1,8.39e-4,8.39e-4,8.39e-4,0
1565,E092,1997,3,7990,1,0.011733505,0.011733505,0.011733505,0
1565,E092,1998,2,7993,1,0.027800517,0.027800517,0.027800517,0
1566,E093,1988,3,7954,1,0.241895062,0.241895062,0.241895062,0
1566,E093,1989,1,7956,2,0.999999982,0.999999982,0.999999982,0
1566,E093,1989,3,7958,1,1,1,1,0
1566,E093,1990,1,7960,1,1,1,1,0
1567,E094,1988,4,7955,1,2.7e-6,2.7e-6,2.7e-6,0
1567,E094,1989,2,7957,1,8.59e-6,8.59e-6,8.59e-6,0
1567,E094,1989,3,7958,1,1.67e-5,1.67e-5,1.67e-5,0
1567,E094,1989,4,7959,1,3.68e-5,3.68e-5,3.68e-5,0
1567,E094,1990,3,7962,1,3.73e-4,3.73e-4,3.73e-4,0
1567,E094,1990,4,7963,1,6.2e-4,6.2e-4,6.2e-4,0
1567,E094,1991,4,7967,1,0.006181192,0.006181192,0.006181192,0
1568,E095,1988,4,7955,1,0.006041834,0.006041834,0.006041834,0
1569,E096,1988,4,7955,1,0.001594832,0.001594832,0.001594832,0
1569,E096,1989,1,7956,1,0.004741387,0.004741387,0.004741387,0
1570,E097,1988,4,7955,1,3.23e-9,3.23e-9,3.23e-9,0
1570,E097,1989,1,7956,1,1.03e-8,1.03e-8,1.03e-8,0
1570,E097,1989,2,7957,1,4.4e-8,4.4e-8,4.4e-8,0
1570,E097,1989,4,7959,1,1.99e-7,1.99e-7,1.99e-7,0
1570,E097,1990,2,7961,1,9.43e-7,9.43e-7,9.43e-7,0
1570,E097,1990,3,7962,1,2.1e-6,2.1e-6,2.1e-6,0
1570,E097,1990,4,7963,1,5.29e-6,5.29e-6,5.29e-6,0
1570,E097,1991,3,7966,1,6.65e-5,6.65e-5,6.65e-5,0
1570,E097,1991,4,7967,1,1.12e-4,1.12e-4,1.12e-4,0
1570,E097,1992,1,7968,1,4.3e-4,4.3e-4,4.3e-4,0
1570,E097,1992,2,7969,1,0.002128847,0.002128847,0.002128847,0
1571,E098,1988,4,7955,1,1.07e-6,1.07e-6,1.07e-6,0
1571,E098,1989,1,7956,1,3.42e-6,3.42e-6,3.42e-6,0
1571,E098,1989,2,7957,1,1.46e-5,1.46e-5,1.46e-5,0
1571,E098,1989,4,7959,1,6.58e-5,6.58e-5,6.58e-5,0
1571,E098,1990,1,7960,1,1.76e-4,1.76e-4,1.76e-4,0
1571,E098,1990,4,7963,1,0.001388707,0.001388707,0.001388707,0
1571,E098,1991,3,7966,1,0.00611866,0.00611866,0.00611866,0
1572,E099,1988,4,7955,1,0.005413738,0.005413738,0.005413738,0
1573,E100,1988,4,7955,1,2.27e-5,2.27e-5,2.27e-5,0
1573,E100,1989,2,7957,1,7.22e-5,7.22e-5,7.22e-5,0
1573,E100,1989,3,7958,1,1.41e-4,1.41e-4,1.41e-4,0
1573,E100,1989,4,7959,1,2.24e-4,2.24e-4,2.24e-4,0
1573,E100,1990,1,7960,1,6.82e-4,6.82e-4,6.82e-4,0
1573,E100,1990,2,7961,1,0.003116536,0.003116536,0.003116536,0
1574,E101,1988,4,7955,1,1,1,1,0
1574,E101,1989,1,7956,1,1,1,1,0
1574,E101,1989,4,7959,1,1,1,1,0
1574,E101,1990,2,7961,1,1,1,1,0
1575,E102,1988,4,7955,1,0.894422804,0.894422804,0.894422804,0
1575,E102,1989,1,7956,1,0.916062857,0.916062857,0.916062857,0
1576,E103,1988,4,7955,1,1.61e-8,1.61e-8,1.61e-8,0
1576,E103,1989,3,7958,1,1.13e-7,1.13e-7,1.13e-7,0
1576,E103,1989,4,7959,1,1.76e-7,1.76e-7,1.76e-7,0
1576,E103,1990,2,7961,1,9.52e-7,9.52e-7,9.52e-7,0
1576,E103,1990,4,7963,1,2.93e-6,2.93e-6,2.93e-6,0
1576,E103,1991,2,7965,1,1.39e-5,1.39e-5,1.39e-5,0
