n_rows,n_badgers,n_captures,missing_individual,missing_capture,missing_tattoo,missing_date,missing_year,missing_quarter,missing_p,min_date,max_date,min_p,mean_p,median_p,max_p,p_below_zero,p_above_one
16255,3214,16255,0,0,0,0,0,0,0,1976-02-09,2025-12-10,5.58e-29,0.11210556300429822,4.65e-4,1,0,0
