tattoo,primary,primary_year,SG_id,zone,Sett_Clean,x,y,n_loc_obs,entry_group
065R,30,2005,999,2,INCHBROOK,384013,200739,2,1
065W,30,2005,8,1,HONEYWELL,381931,201706,3,1
065W,31,2006,8,1,HONEYWELL,381931,201706,3,1
065W,32,2007,8,1,CHAIN,381946,201669,1,1
065W,33,2008,8,1,HONEYWELL,381931,201706,1,1
065W,34,2009,8,1,CHAIN,381946,201669,2,1
065Y,32,2007,4,1,THISTLEWOODBANK,381109,200408,1,1
065Y,33,2008,4,1,JUNCTION,380841,200432,3,1
065Y,34,2009,4,1,JUNCTION,380841,200432,1,1
065Y,36,2011,4,1,JUNCTION,380841,200432,1,1
066B,31,2006,4,1,THISTLEWOODBANK,381109,200408,1,1
066B,32,2007,4,1,JUNCTION,380841,200432,1,1
066B,33,2008,4,1,JUNCTION,380841,200432,1,1
066B,36,2011,4,1,JUNCTION,380841,200432,1,1
066B,37,2012,4,1,JUNCTION,380841,200432,1,1
066G,28,2003,999,2,BOUNDARYCOURT,382916,202222,1,2
066P,33,2008,22,1,WOODFARM,383337,200429,1,1
066R,29,2004,7,1,BOXWOOD,381241,201774,2,1
066R,30,2005,7,1,BOXWOOD,381241,201774,2,1
066R,31,2006,7,1,BOXWOOD,381241,201774,2,1
066R,32,2007,7,1,BOXWOOD,381241,201774,1,1
066R,35,2010,7,1,BOXWOOD,381241,201774,1,1
066R,36,2011,7,1,BOXWOOD,381241,201774,2,1
066R,37,2012,7,1,BOXWOOD,381241,201774,1,1
066R,38,2013,7,1,BOXWOOD,381241,201774,1,1
066W,30,2005,7,1,BOXWOOD,381241,201774,3,1
066W,31,2006,7,1,BOXWOOD,381241,201774,2,1
066W,32,2007,7,1,BOXWOOD,381241,201774,2,1
066Y,32,2007,5,1,JACKSMIREY,380678,200030,1,1
066Y,33,2008,999,2,STREAM,383608,202451,1,1
067G,28,2003,999,2,DINGLE,383237,202222,1,1
067P,33,2008,15,1,POPLAR,382132,201047,1,1
067P,34,2009,15,1,POPLAR,382132,201047,1,1
067P,35,2010,15,1,WYCHELM,382074,201085,3,1
067P,36,2011,15,1,POPLAR,382132,201047,1,1
067P,37,2012,12,1,TOP,381795,200962,1,1
067P,38,2013,15,1,POPLAR,382132,201047,2,1
067R,29,2004,7,1,BOXWOOD,381241,201774,1,1
067R,30,2005,7,1,BOXWOOD,381241,201774,1,1
067R,32,2007,10,1,SEPTICTANK,381357,201285,1,1
067R,33,2008,9,1,LAURELS,381180,201357,1,1
067W,30,2005,17,1,OLDOAK,382624,201274,1,1
067W,33,2008,18,1,NETTLE,383024,201142,1,1
067Y,32,2007,1,1,WEST,380190,201400,1,1
067Y,34,2009,1,1,WEST,380190,201400,1,1
067Y,35,2010,1,1,WEST,380190,201400,1,1
067Y,37,2012,1,1,WEST,380190,201400,1,1
068G,28,2003,999,2,STREAM,383608,202451,1,1
068P,33,2008,11,1,YEW,381619,201268,1,1
068R,29,2004,6,1,RABBIT,380856,201662,1,1
068R,30,2005,6,1,RABBIT,380856,201662,3,1
068W,30,2005,999,2,INCHBROOK,384013,200739,2,1
068Y,32,2007,5,1,JACKSMIREY,380678,200030,1,1
069G,28,2003,999,2,STREAM,383608,202451,1,1
069P,33,2008,999,2,WINDSOREDGE,383635,200531,1,1
069P,34,2009,999,2,WINDSOREDGE,383635,200531,1,1
069P,35,2010,999,2,WINDSOREDGE,383635,200531,1,1
069P,36,2011,999,2,HOPPER,383666,200473,1,1
069P,40,2015,999,2,WINDSOREDGE,383635,200531,1,1
069R,29,2004,20,1,PARKMILL,383730,200924,2,1
069R,30,2005,20,1,PARKMILL,383730,200924,3,1
069R,31,2006,20,1,PARKMILL,383730,200924,2,1
069R,32,2007,20,1,PARKMILL,383730,200924,1,1
069R,33,2008,20,1,PARKMILL,383730,200924,2,1
069R,34,2009,20,1,PARKMILL,383730,200924,2,1
069R,35,2010,20,1,PARKMILL,383730,200924,1,1
069R,36,2011,20,1,PARKMILL,383730,200924,1,1
069R,38,2013,20,1,PARKMILL,383730,200924,1,1
069W,30,2005,999,2,INCHBROOK,384013,200739,3,1
069W,31,2006,999,2,INCHBROOK,384013,200739,1,1
069W,34,2009,999,2,INCHBROOK,384013,200739,1,1
069Y,32,2007,20,1,SCOTLANDBANK,383412,200931,1,2
070G,28,2003,999,2,DINGLE,383237,202222,1,2
070P,33,2008,999,2,INCHBROOK,384013,200739,1,1
070P,34,2009,22,1,WOODFARM,383337,200429,1,1
070P,35,2010,999,2,INCHBROOK,384013,200739,1,1
070P,38,2013,999,2,INCHBROOK,384013,200739,1,1
070P,39,2014,999,2,INCHBROOK,384013,200739,1,1
070P,40,2015,999,2,INCHBROOK,384013,200739,1,1
070P,44,2019,999,2,INCHBROOK,384013,200739,1,1
070R,29,2004,1,1,WEST,380190,201400,2,1
070R,30,2005,1,1,WEST,380190,201400,1,1
070W,30,2005,999,2,WINDSOREDGE,383635,200531,3,1
070W,31,2006,999,2,WINDSOREDGE,383635,200531,1,1
070Y,32,2007,12,1,TOP,381795,200962,1,1
070Y,33,2008,12,1,TOP,381795,200962,3,1
070Y,34,2009,11,1,TAXUS,381737,201220,1,1
070Y,35,2010,11,1,YEW,381619,201268,1,1
071G,28,2003,999,2,BOUNDARYCOURT,382916,202222,1,2
071R,29,2004,999,2,HEDGE,381350,200278,2,1
071R,30,2005,999,2,HEDGE,381350,200278,3,1
071R,33,2008,999,2,HEDGE,381350,200278,1,1
071W,30,2005,17,1,OLDOAK,382624,201274,2,1
071W,31,2006,17,1,OLDOAK,382624,201274,1,1
072G,28,2003,999,2,DINGLE,383237,202222,1,1
072R,29,2004,999,2,HEDGE,381350,200278,2,1
072W,30,2005,999,2,WINDSOREDGE,383635,200531,3,1
072W,31,2006,999,2,WINDSOREDGE,383635,200531,2,1
072W,32,2007,999,2,WINDSOREDGE,383635,200531,1,1
073R,29,2004,2,1,LARCH,380541,201242,1,1
073R,30,2005,2,1,BOX,380621,201409,2,1
073R,31,2006,2,1,LARCH,380541,201242,1,1
073W,30,2005,999,2,WINDSOREDGE,383635,200531,3,1
073W,31,2006,999,2,WINDSOREDGE,383635,200531,1,1
074R,29,2004,2,1,BOX,380621,201409,2,1
074W,30,2005,999,2,WINDSOREDGE,383635,200531,3,1
074W,31,2006,999,2,WINDSOREDGE,383635,200531,1,1
075R,29,2004,4,1,THISTLEWOODBANK,381109,200408,2,1
075W,30,2005,999,2,WINDSOREDGE,383635,200531,3,1
075W,31,2006,999,2,WINDSOREDGE,383635,200531,1,1
076R,29,2004,17,1,TOPOAK,382616,201525,1,1
076R,30,2005,12,1,TOP,381795,200962,1,1
076R,32,2007,18,1,HOLLOWTREE,382930,201326,1,1
076W,30,2005,22,1,WOODFARM,383337,200429,1,1
077R,29,2004,999,2,HOGARTHS,382627,200053,1,2
077W,30,2005,20,1,PARKMILL,383730,200924,3,1
077W,31,2006,20,1,PARKMILL,383730,200924,1,1
077W,32,2007,20,1,SCOTLANDBANK,383412,200931,1,1
077W,34,2009,20,1,PARKMILL,383730,200924,1,1
077W,35,2010,20,1,PARKMILL,383730,200924,1,1
078R,29,2004,999,2,HOGARTHS,382627,200053,1,1
078W,30,2005,6,1,RABBIT,380856,201662,1,1
079W,30,2005,7,1,BOXWOOD,381241,201774,3,1
079W,31,2006,7,1,BOXWOOD,381241,201774,2,1
080W,30,2005,999,2,INCHBROOK,384013,200739,2,1
080W,31,2006,999,2,INCHBROOK,384013,200739,2,1
080W,32,2007,999,2,INCHBROOK,384013,200739,1,1
081W,30,2005,999,2,INCHBROOK,384013,200739,3,1
081W,31,2006,999,2,INCHBROOK,384013,200739,1,1
081W,35,2010,999,2,INCHBROOK,384013,200739,1,1
081W,36,2011,999,2,INCHBROOK,384013,200739,1,1
082W,30,2005,2,1,BOX,380621,201409,1,1
082W,31,2006,2,1,BOX,380621,201409,2,1
082W,32,2007,2,1,BOX,380621,201409,2,1
082W,33,2008,2,1,BOX,380621,201409,1,1
082W,34,2009,2,1,BOX,380621,201409,1,1
082W,35,2010,2,1,BOX,380621,201409,1,1
082W,36,2011,2,1,BOX,380621,201409,1,1
082W,37,2012,2,1,LARCH,380541,201242,1,1
083W,30,2005,1,1,WEST,380190,201400,2,1
083W,31,2006,1,1,WEST,380190,201400,1,1
084W,30,2005,1,1,WEST,380190,201400,1,1
084W,31,2006,1,1,WEST,380190,201400,1,1
085W,30,2005,1,1,WEST,380190,201400,1,1
085W,31,2006,1,1,WEST,380190,201400,1,1
087W,30,2005,4,1,THISTLEWOODBANK,381109,200408,1,1
088W,30,2005,4,1,ARTHURS,380534,200550,1,1
089W,30,2005,4,1,THISTLEWOODBANK,381109,200408,1,1
089W,31,2006,4,1,THISTLEWOODBANK,381109,200408,2,1
089W,32,2007,4,1,MEAD,380390,200637,2,1
089W,33,2008,4,1,ARTHURS,380534,200550,1,1
090W,30,2005,1,1,WEST,380190,201400,1,1
091W,30,2005,5,1,JACKSMIREY,380678,200030,1,1
092W,30,2005,12,1,TOP,381795,200962,1,1
093W,30,2005,999,2,INCHBROOK,384013,200739,1,1
093W,31,2006,999,2,INCHBROOK,384013,200739,1,1
093W,32,2007,999,2,INCHBROOK,384013,200739,1,1
094W,30,2005,999,2,INCHBROOK,384013,200739,2,1
094W,31,2006,999,2,INCHBROOK,384013,200739,1,1
094W,32,2007,999,2,INCHBROOK,384013,200739,1,1
095W,30,2005,999,2,WINDSOREDGE,383635,200531,2,1
096W,30,2005,7,1,BOXWOOD,381241,201774,1,1
096W,31,2006,7,1,BOXWOOD,381241,201774,2,1
096W,32,2007,6,1,FOX,381016,201635,1,1
096W,33,2008,7,1,BOXWOOD,381241,201774,1,1
096W,34,2009,7,1,BOXWOOD,381241,201774,1,1
097W,30,2005,4,1,THISTLEWOODBANK,381109,200408,1,1
097W,31,2006,4,1,THISTLEWOODBANK,381109,200408,2,1
097W,32,2007,4,1,MEAD,380390,200637,1,1
097W,33,2008,4,1,ARTHURS,380534,200550,1,1
098W,30,2005,5,1,JACKSMIREY,380678,200030,1,1
098W,31,2006,5,1,JACKSMIREY,380678,200030,1,1
098W,32,2007,5,1,JACKSMIREY,380678,200030,1,1
099W,30,2005,1,1,WEST,380190,201400,1,1
099W,31,2006,1,1,WEST,380190,201400,1,1
099W,32,2007,999,2,CARPARK,379814,201477,1,1
100W,30,2005,1,1,WEST,380190,201400,1,1
100W,31,2006,1,1,BUCKHOLT,379874,201435,1,1
101W,30,2005,4,1,MEAD,380390,200637,2,1
101W,31,2006,4,1,MEAD,380390,200637,2,1
101W,33,2008,4,1,ARTHURS,380534,200550,2,1
101W,34,2009,4,1,MEAD,380390,200637,1,1
102W,30,2005,999,2,WINDSOREDGE,383635,200531,1,1
102W,31,2006,999,2,WINDSOREDGE,383635,200531,1,1
103W,30,2005,6,1,RABBIT,380856,201662,1,1
103W,31,2006,6,1,RABBIT,380856,201662,1,1
103W,32,2007,6,1,FOX,381016,201635,2,1
103W,34,2009,6,1,RABBIT,380856,201662,1,1
103W,35,2010,7,1,BOXWOOD,381241,201774,1,1
103W,36,2011,7,1,BOXWOOD,381241,201774,1,1
104W,30,2005,4,1,MEAD,380390,200637,1,1
104W,33,2008,4,1,MEAD,380390,200637,1,1
104W,34,2009,4,1,ARTHURS,380534,200550,1,1
A002,14,1989,18,1,NETTLE,383024,201142,1,1
A002,15,1990,18,1,NETTLE,383024,201142,1,1
A002,18,1993,18,1,QUARRY,383188,201092,1,1
A002,19,1994,18,1,NETTLE,383024,201142,1,1
A002,21,1996,18,1,NETTLE,383024,201142,2,1
A002,24,1999,18,1,NETTLE,383024,201142,1,1
A003,14,1989,999,2,HOLLYWOOD,381353,199891,2,1
A003,15,1990,999,2,HOLLYWOOD,381353,199891,1,1
A003,17,1992,999,2,HOLLYWOOD,381353,199891,1,1
A003,18,1993,999,2,HOLLYWOOD,381353,199891,1,1
A003,19,1994,999,2,HOLLYWOOD,381353,199891,1,1
A004,14,1989,999,2,HOLLYWOOD,381353,199891,4,2
A004,15,1990,999,2,HOLLYWOOD,381353,199891,2,2
A005,14,1989,999,2,HOLLYWOOD,381353,199891,1,1
A006,14,1989,999,2,HEDGE,381350,200278,1,1
A007,14,1989,999,2,HOLLYWOOD,381353,199891,1,2
A007,15,1990,999,2,HOLLYWOOD,381353,199891,1,2
A007,17,1992,999,2,HOLLYWOOD,381353,199891,1,2
A007,18,1993,999,2,HOLLYWOOD,381353,199891,1,2
A007,19,1994,999,2,HEDGE,381350,200278,1,2
A008,14,1989,999,2,HEDGE,381350,200278,1,1
A009,14,1989,1,1,WEST,380190,201400,1,1
A011,14,1989,4,1,ARTHURS,380534,200550,2,1
A011,15,1990,4,1,ARTHURS,380534,200550,2,1
A011,16,1991,4,1,ARTHURS,380534,200550,2,1
A012,14,1989,5,1,JACKSMIREY,380678,200030,2,1
A012,15,1990,5,1,JACKSMIREY,380678,200030,1,1
A013,14,1989,5,1,JACKSMIREY,380678,200030,3,1
A013,15,1990,5,1,JACKSMIREY,380678,200030,3,1
A014,14,1989,1,1,WEST,380190,201400,2,1
A014,15,1990,1,1,WEST,380190,201400,4,1
A014,16,1991,1,1,WEST,380190,201400,1,1
A014,18,1993,1,1,CORRAL,380279,201409,1,1
A015,14,1989,1,1,WEST,380190,201400,1,1
A016,14,1989,999,2,HEDGE,381350,200278,1,1
A017,14,1989,1,1,WEST,380190,201400,1,1
A018,14,1989,2,1,LARCH,380541,201242,1,1
A019,14,1989,999,2,HOLLYWOOD,381353,199891,1,1
A020,14,1989,999,2,HEDGE,381350,200278,1,1
A021,14,1989,2,1,LARCH,380541,201242,2,1
A021,15,1990,2,1,BOX,380621,201409,2,1
A021,16,1991,2,1,BOX,380621,201409,1,1
A021,17,1992,2,1,BOX,380621,201409,1,1
A022,14,1989,1,1,WEST,380190,201400,1,1
A023,14,1989,2,1,LARCH,380541,201242,1,1
A024,14,1989,2,1,BOX,380621,201409,2,1
A025,14,1989,1,1,WEST,380190,201400,1,1
A026,14,1989,1,1,WEST,380190,201400,1,1
A027,14,1989,1,1,WEST,380190,201400,1,1
A028,14,1989,4,1,ARTHURS,380534,200550,1,1
A029,14,1989,5,1,JACKSMIREY,380678,200030,1,1
A030,14,1989,5,1,JACKSMIREY,380678,200030,3,1
A030,15,1990,5,1,JACKSMIREY,380678,200030,2,1
A030,16,1991,5,1,JACKSMIREY,380678,200030,2,1
A031,14,1989,15,1,DOLINE,382076,201048,1,1
A032,14,1989,11,1,YEW,381619,201268,1,1
A033,14,1989,11,1,YEW,381619,201268,1,1
A034,14,1989,3,1,BEECH,380931,201164,2,1
A035,14,1989,3,1,BEECH,380931,201164,1,1
A036,14,1989,3,1,BEECH,380931,201164,1,1
A037,14,1989,3,1,BEECH,380931,201164,2,1
A037,15,1990,2,1,LARCH,380541,201242,1,1
A037,16,1991,3,1,BEECH,380931,201164,3,1
A037,17,1992,3,1,BEECH,380931,201164,1,1
A037,19,1994,7,1,BOXWOOD,381241,201774,1,1
A037,20,1995,8,1,HONEYWELL,381931,201706,1,1
A037,21,1996,8,1,HONEYWELL,381931,201706,1,1
A038,14,1989,10,1,SEPTICTANK,381357,201285,1,1
A038,15,1990,13,1,OLDPONDDRAIN,381503,201484,2,1
A038,16,1991,9,1,LAURELS,381180,201357,1,1
A038,17,1992,10,1,SEPTICTANK,381357,201285,1,1
A039,14,1989,16,1,PEGLARS,382355,200596,1,1
A039,15,1990,16,1,PEGLARS,382355,200596,4,1
A039,16,1991,16,1,PEGLARS,382355,200596,3,1
A039,17,1992,16,1,PEGLARS,382355,200596,2,1
A040,14,1989,11,1,YEW,381619,201268,1,1
A041,14,1989,12,1,TOP,381795,200962,3,1
A041,15,1990,12,1,TOP,381795,200962,3,1
A041,16,1991,12,1,TOP,381795,200962,1,1
A041,17,1992,12,1,TOP,381795,200962,2,1
A041,18,1993,12,1,TOP,381795,200962,2,1
A042,14,1989,12,1,TOP,381795,200962,3,1
A042,15,1990,12,1,TOP,381795,200962,3,1
A042,16,1991,12,1,TOP,381795,200962,1,1
A042,17,1992,12,1,TOP,381795,200962,1,1
A042,18,1993,12,1,TOP,381795,200962,1,1
A042,19,1994,12,1,TOP,381795,200962,1,1
A042,20,1995,15,1,POPLAR,382132,201047,2,1
A043,14,1989,11,1,YEW,381619,201268,1,1
A045,14,1989,8,1,HONEYWELL,381931,201706,1,1
A045,15,1990,14,1,COLEPARK,382049,201493,2,1
A045,16,1991,14,1,COLEPARK,382049,201493,1,1
A046,14,1989,17,1,OLDOAK,382624,201274,3,1
A046,15,1990,17,1,OLDOAK,382624,201274,2,1
A046,16,1991,17,1,OLDOAK,382624,201274,1,1
A047,14,1989,17,1,OLDOAK,382624,201274,3,1
A047,16,1991,17,1,OLDOAK,382624,201274,2,1
A047,17,1992,17,1,OLDOAK,382624,201274,1,1
A048,14,1989,3,1,BEECH,380931,201164,1,1
A049,14,1989,17,1,TOPOAK,382616,201525,2,1
A049,15,1990,17,1,TOPOAK,382616,201525,2,1
A049,16,1991,17,1,TOPOAK,382616,201525,1,1
A049,17,1992,17,1,TOPOAK,382616,201525,1,1
A049,18,1993,999,2,ATCOMBEWEST,383375,201417,1,1
A049,20,1995,999,2,ATCOMBEWEST,383375,201417,1,1
A049,21,1996,17,1,TOPOAK,382616,201525,1,1
A050,14,1989,17,1,TOPOAK,382616,201525,1,2
A051,14,1989,22,1,WOODFARM,383337,200429,2,1
A051,15,1990,22,1,WOODFARM,383337,200429,3,1
A051,16,1991,22,1,WOODFARM,383337,200429,1,1
A051,17,1992,22,1,WOODFARM,383337,200429,3,1
A051,18,1993,22,1,WOODFARM,383337,200429,1,1
A051,19,1994,22,1,WOODFARM,383337,200429,1,1
A051,20,1995,22,1,WOODFARM,383337,200429,2,1
A051,21,1996,21,1,COLLIERSWOOD,382931,200706,1,1
A051,22,1997,21,1,COLLIERSWOOD,382931,200706,1,1
A051,23,1998,21,1,COLLIERSWOOD,382931,200706,1,1
A051,24,1999,21,1,COLLIERSWOOD,382931,200706,2,1
A051,25,2000,21,1,COLLIERSWOOD,382931,200706,1,1
A052,14,1989,22,1,WOODFARM,383337,200429,2,1
A052,15,1990,999,2,WINDSOREDGE,383635,200531,2,1
A052,16,1991,22,1,WOODFARM,383337,200429,1,1
A053,14,1989,999,2,INCHBROOK,384013,200739,1,1
A053,16,1991,999,2,INCHBROOK,384013,200739,1,1
A054,14,1989,999,2,WINDSOREDGE,383635,200531,2,1
A054,15,1990,22,1,WOODFARM,383337,200429,1,1
A054,16,1991,22,1,WOODFARM,383337,200429,1,1
A054,17,1992,22,1,WOODFARM,383337,200429,3,1
A054,18,1993,22,1,WOODFARM,383337,200429,2,1
A054,19,1994,22,1,WOODFARM,383337,200429,1,1
A054,20,1995,999,2,WINDSOREDGE,383635,200531,2,1
A054,21,1996,22,1,WOODFARM,383337,200429,1,1
A055,14,1989,999,2,ATCOMBEWEST,383375,201417,1,1
A055,15,1990,999,2,ATCOMBEWEST,383375,201417,1,1
A055,16,1991,16,1,WALL,382201,200574,1,1
A056,14,1989,999,2,ATCOMBEWEST,383375,201417,1,1
A056,15,1990,999,2,ATCOMBEWEST,383375,201417,2,1
A056,16,1991,999,2,ATCOMBECORNER,383696,201502,1,1
A056,17,1992,17,1,OLDOAK,382624,201274,1,1
A056,18,1993,999,2,ATCOMBEWEST,383375,201417,1,1
A056,19,1994,999,2,ATCOMBEWEST,383375,201417,1,1
A057,14,1989,999,2,BAMBOO,383699,201850,1,1
A057,15,1990,999,2,BAMBOO,383699,201850,2,1
A057,16,1991,999,2,BAMBOO,383699,201850,2,1
A057,17,1992,999,2,BAMBOO,383699,201850,1,1
A057,18,1993,999,2,BAMBOO,383699,201850,1,1
A057,19,1994,999,2,BAMBOO,383699,201850,1,1
A058,14,1989,999,2,BAMBOO,383699,201850,2,1
A058,15,1990,999,2,BAMBOO,383699,201850,2,1
A058,16,1991,999,2,BAMBOO,383699,201850,3,1
A058,17,1992,999,2,BAMBOO,383699,201850,1,1
A059,14,1989,999,2,ATCOMBEWEST,383375,201417,1,1
A059,16,1991,999,2,ATCOMBEWEST,383375,201417,1,1
A061,14,1989,999,2,DINGLE,383237,202222,2,1
A061,15,1990,999,2,DINGLE,383237,202222,1,1
A062,14,1989,999,2,DINGLE,383237,202222,2,1
A062,15,1990,999,2,DINGLE,383237,202222,2,1
A062,16,1991,999,2,DINGLE,383237,202222,1,1
A062,17,1992,999,2,DINGLE,383237,202222,1,1
A062,18,1993,999,2,DINGLE,383237,202222,2,1
A063,14,1989,999,2,BUNGALOW,383675,202710,1,1
A063,15,1990,999,2,BUNGALOW,383675,202710,2,1
A064,14,1989,999,2,BUNGALOW,383675,202710,2,1
A064,15,1990,999,2,BUNGALOW,383675,202710,1,1
A064,16,1991,999,2,BUNGALOW,383675,202710,2,1
A064,17,1992,999,2,BUNGALOW,383675,202710,1,1
A064,18,1993,999,2,BUNGALOW,383675,202710,1,1
A064,19,1994,999,2,BUNGALOW,383675,202710,3,1
A065,14,1989,999,2,BUNGALOW,383675,202710,2,1
A066,14,1989,999,2,BUNGALOW,383675,202710,2,1
A066,16,1991,999,2,DINGLE,383237,202222,1,1
A067,14,1989,999,2,BUNGALOW,383675,202710,2,1
A067,15,1990,999,2,STREAM,383608,202451,1,1
A068,14,1989,999,2,BUNGALOW,383675,202710,2,1
A068,15,1990,999,2,BAMBOO,383699,201850,1,1
A068,16,1991,999,2,BUNGALOW,383675,202710,1,1
A068,17,1992,999,2,DINGLE,383237,202222,1,1
A068,18,1993,999,2,DINGLE,383237,202222,1,1
A068,19,1994,999,2,DINGLE,383237,202222,2,1
A069,14,1989,999,2,BUNGALOW,383675,202710,1,1
A070,14,1989,2,1,LARCH,380541,201242,1,1
A071,14,1989,2,1,BOX,380621,201409,1,1
A072,14,1989,1,1,WEST,380190,201400,2,1
A073,14,1989,2,1,LARCH,380541,201242,1,1
A073,15,1990,3,1,BEECH,380931,201164,3,1
A073,16,1991,3,1,BEECH,380931,201164,2,1
A073,17,1992,3,1,BEECH,380931,201164,1,1
A073,18,1993,6,1,CEDAR,381022,201589,1,1
A074,14,1989,5,1,JACKSMIREY,380678,200030,2,1
A074,15,1990,5,1,JACKSMIREY,380678,200030,3,1
A074,16,1991,5,1,JACKSMIREY,380678,200030,3,1
A074,18,1993,999,2,WASPNEST,380866,199947,1,1
A074,19,1994,5,1,JACKSMIREY,380678,200030,1,1
A074,21,1996,5,1,JACKSMIREY,380678,200030,3,1
A074,22,1997,5,1,JACKSMIREY,380678,200030,1,1
A074,23,1998,5,1,JACKSMIREY,380678,200030,1,1
A074,24,1999,5,1,JACKSMIREY,380678,200030,1,1
A075,14,1989,1,1,WEST,380190,201400,2,1
A075,15,1990,1,1,WEST,380190,201400,3,1
A076,14,1989,999,2,HOLLYWOOD,381353,199891,2,1
A076,15,1990,999,2,HOLLYWOOD,381353,199891,3,1
A076,16,1991,999,2,HOLLYWOOD,381353,199891,1,1
A077,14,1989,14,1,COLEPARK,382049,201493,1,2
A077,17,1992,14,1,COLEPARK,382049,201493,1,2
A077,19,1994,14,1,COLEPARK,382049,201493,1,2
A078,14,1989,999,2,ATCOMBECORNER,383696,201502,2,1
A078,15,1990,999,2,PRIORY,384143,201139,1,1
A079,14,1989,999,2,ATCOMBECORNER,383696,201502,2,1
A079,16,1991,18,1,NETTLE,383024,201142,1,1
A079,17,1992,18,1,NETTLE,383024,201142,2,1
A079,18,1993,18,1,NETTLE,383024,201142,1,1
A079,20,1995,18,1,NETTLE,383024,201142,2,1
A080,14,1989,999,2,WINDSOREDGE,383635,200531,2,1
A081,15,1990,999,2,ATCOMBECORNER,383696,201502,1,1
B001,5,1980,11,1,YEW,381619,201268,1,1
B001,6,1981,11,1,YEW,381619,201268,2,1
B001,7,1982,11,1,YEW,381619,201268,1,1
B001,8,1983,11,1,YEW,381619,201268,2,1
B002,5,1980,999,2,BAMBOO,383699,201850,1,1
B002,6,1981,999,2,BAMBOO,383699,201850,1,1
B002,8,1983,999,2,ATCOMBEWEST,383375,201417,1,1
B003,5,1980,999,2,BAMBOO,383699,201850,1,1
B004,5,1980,999,2,BAMBOO,383699,201850,1,1
B005,5,1980,999,2,BAMBOO,383699,201850,1,1
B006,5,1980,999,2,BAMBOO,383699,201850,1,1
B007,5,1980,1,1,WEST,380190,201400,1,1
B007,6,1981,1,1,WEST,380190,201400,3,1
B007,7,1982,1,1,WEST,380190,201400,1,1
B008,5,1980,1,1,WEST,380190,201400,1,1
B009,5,1980,999,2,BAMBOO,383699,201850,1,1
B009,7,1982,999,2,ATCOMBEWEST,383375,201417,1,1
B010,5,1980,2,1,LARCH,380541,201242,1,1
B011,5,1980,1,1,WEST,380190,201400,1,1
B012,5,1980,6,1,CEDAR,381022,201589,1,1
B012,8,1983,10,1,SEPTICTANK,381357,201285,1,1
B012,9,1984,2,1,LARCH,380541,201242,1,1
B013,6,1981,2,1,LARCH,380541,201242,1,1
B014,5,1980,1,1,WEST,380190,201400,1,2
B014,6,1981,1,1,WEST,380190,201400,1,2
B015,5,1980,2,1,LARCH,380541,201242,1,1
B015,6,1981,2,1,LARCH,380541,201242,1,1
B015,7,1982,2,1,LARCH,380541,201242,1,1
B015,8,1983,2,1,LARCH,380541,201242,1,1
B015,9,1984,2,1,BOX,380621,201409,1,1
B015,10,1985,2,1,LARCH,380541,201242,1,1
B016,5,1980,11,1,DEN,381314,201015,1,1
B016,6,1981,10,1,SEPTICTANK,381357,201285,1,1
B017,5,1980,3,1,CHESNUT,380834,201150,1,1
B017,6,1981,3,1,BEECH,380931,201164,1,1
B017,7,1982,3,1,CHESNUT,380834,201150,1,1
B017,9,1984,3,1,BEECH,380931,201164,2,1
B017,11,1986,3,1,BEECH,380931,201164,1,1
B018,5,1980,3,1,CHESNUT,380834,201150,1,1
B018,7,1982,3,1,BEECH,380931,201164,1,1
B018,8,1983,3,1,BEECH,380931,201164,1,1
B019,5,1980,8,1,HONEYWELL,381931,201706,1,1
B020,5,1980,3,1,BEECH,380931,201164,1,1
B021,5,1980,4,1,MEAD,380390,200637,1,1
B022,5,1980,4,1,MEAD,380390,200637,1,1
B022,6,1981,4,1,ARTHURS,380534,200550,1,1
B022,7,1982,4,1,ARTHURS,380534,200550,1,1
B023,5,1980,8,1,HONEYWELL,381931,201706,1,1
B023,8,1983,8,1,HONEYWELL,381931,201706,1,1
B024,5,1980,4,1,BANK,380563,200499,1,1
B025,5,1980,4,1,BANK,380563,200499,1,1
B026,5,1980,12,1,TOP,381795,200962,1,1
B026,7,1982,11,1,YEW,381619,201268,1,1
B026,8,1983,12,1,TOP,381795,200962,2,1
B026,9,1984,12,1,TOP,381795,200962,2,1
B026,10,1985,11,1,YEW,381619,201268,1,1
B026,12,1987,11,1,YEW,381619,201268,1,1
B026,13,1988,11,1,TAXUS,381737,201220,1,1
B026,14,1989,11,1,YEW,381619,201268,2,1
B026,15,1990,11,1,YEW,381619,201268,2,1
B027,5,1980,12,1,TOP,381795,200962,1,1
B027,6,1981,12,1,TOP,381795,200962,1,1
B028,5,1980,4,1,BANK,380563,200499,1,1
B029,5,1980,4,1,ARTHURS,380534,200550,1,1
B030,5,1980,4,1,JUNCTION,380841,200432,1,1
B031,5,1980,11,1,YEW,381619,201268,1,1
B031,6,1981,10,1,SEPTICTANK,381357,201285,1,1
B031,7,1982,11,1,YEW,381619,201268,1,1
B031,9,1984,11,1,YEW,381619,201268,1,1
B033,5,1980,999,2,HEDGE,381350,200278,1,2
B033,7,1982,999,2,HEDGE,381350,200278,2,2
B034,5,1980,14,1,GIANTBEECH,382420,201405,1,1
B034,6,1981,999,2,DARKWOOD,383135,202599,2,1
B034,7,1982,999,2,DINGLE,383237,202222,1,1
B034,8,1983,999,2,DINGLE,383237,202222,1,1
