entry_group,sigma_used,n,expected_same_SG,expected_neighbour_SG,expected_nonneighbour_SG,expected_peripheral,observed_same_SG,observed_neighbour_SG,observed_nonneighbour_SG,observed_peripheral,excess_same_SG,ratio_same_SG,excess_peripheral,ratio_peripheral
1,100,3332,0.6940253402307668,0.20140526730949956,0.0014765207009769443,0.10309287175875674,0.8418367346938775,0.12424969987995198,0.020108043217286913,0.013805522208883553,0.14781139446311076,1.212976941755416,-0.08928734954987319,0.13391345078822978
2,66,204,0.8091883762520661,0.13452663178019653,6.68512176010206e-5,0.0562181407501364,0.7745098039215687,0.14215686274509803,0.07352941176470588,0.00980392156862745,-0.034678572330497426,0.9571440058356759,-0.046414219181508946,0.17439071157122293
