type,name,median,q025,q975,probability_positive
coefficient,alpha,-3.2291238643394067,-3.583966785260936,-2.9193009061188344,0
coefficient,beta_inf,0.08616893425719666,-0.36712165122726564,0.5257346974885645,0.6498
coefficient,beta_sex,1.587026240344557,1.2016409458716306,1.9667043829398458,1
coefficient,beta_adult,-0.020497423638037877,-0.635229902495968,0.510431650508166,0.4704
derived,OR_infection,1.0899904553140258,0.6927253707129354,1.6917012884318092,NA
derived,OR_male,4.889188045026424,3.325569554097059,7.1470838035431985,NA
derived,OR_adult_entry,0.9797112242010093,0.5298136707809249,1.6660101797990967,NA
