mean,sd,median,q025,q975,P_gt_0,OR_median,OR_q025,OR_q975
0.5028798145616388,0.5690183631579138,0.5020691030052838,-0.614472156934775,1.6264112035155396,0.8137266666666667,1.652136176516799,0.540926344203301,5.085590780381582
