interval_col,tattoo,from_year,to_year,from_primary,to_primary,from_detector_name,to_detector_name,from_x,from_y,to_x,to_y,observed_endpoint_distance_m,has_origin_xy,has_destination_xy
3146,J080,1999,2000,24,25,24,25,380580,201391,381022,201589,484.3222068003903,TRUE,TRUE
3147,J080,2000,2001,25,26,25,26,381022,201589,381946,201669,927.4567375355036,TRUE,TRUE
3148,J080,2001,2002,26,27,26,27,381946,201669,381841,201313,371.16168983342016,TRUE,TRUE
3149,J083,1998,1999,23,24,23,24,379814,201477,380580,201391,770.8125582785999,TRUE,TRUE
3150,J083,1999,2000,24,25,24,25,380580,201391,381022,201589,484.3222068003903,TRUE,TRUE
3151,J083,2000,2001,25,26,25,26,381022,201589,381946,201669,927.4567375355036,TRUE,TRUE
3152,J083,2001,2002,26,27,26,27,381946,201669,381841,201313,371.16168983342016,TRUE,TRUE
3153,J083,2002,2003,27,28,27,28,381841,201313,380834,201150,1020.1068571478186,TRUE,TRUE
3154,J083,2003,2004,28,29,28,29,380834,201150,382049,201493,1262.4872276581652,TRUE,TRUE
3155,J085,1998,1999,23,24,23,24,379814,201477,380580,201391,770.8125582785999,TRUE,TRUE
3156,J085,1999,2000,24,25,24,25,380580,201391,381022,201589,484.3222068003903,TRUE,TRUE
3157,J085,2000,2001,25,26,25,26,381022,201589,381946,201669,927.4567375355036,TRUE,TRUE
3158,J087,1998,1999,23,24,23,24,379814,201477,380580,201391,770.8125582785999,TRUE,TRUE
3159,J087,1999,2000,24,25,24,25,380580,201391,381022,201589,484.3222068003903,TRUE,TRUE
3160,J087,2000,2001,25,26,25,26,381022,201589,381946,201669,927.4567375355036,TRUE,TRUE
3161,J087,2001,2002,26,27,26,27,381946,201669,381841,201313,371.16168983342016,TRUE,TRUE
3162,J087,2002,2003,27,28,27,28,381841,201313,380834,201150,1020.1068571478186,TRUE,TRUE
3163,J087,2003,2004,28,29,28,29,380834,201150,382049,201493,1262.4872276581652,TRUE,TRUE
3164,J087,2004,2005,29,30,29,30,382049,201493,382931,200706,1182.0714868399457,TRUE,TRUE
3165,J088,1998,1999,23,24,23,24,379814,201477,380580,201391,770.8125582785999,TRUE,TRUE
3166,J088,1999,2000,24,25,24,25,380580,201391,381022,201589,484.3222068003903,TRUE,TRUE
3167,J090,1998,1999,23,24,23,24,379814,201477,380580,201391,770.8125582785999,TRUE,TRUE
3168,J090,1999,2000,24,25,24,25,380580,201391,381022,201589,484.3222068003903,TRUE,TRUE
3169,J090,2000,2001,25,26,25,26,381022,201589,381946,201669,927.4567375355036,TRUE,TRUE
3170,J091,1998,1999,23,24,23,24,379814,201477,380580,201391,770.8125582785999,TRUE,TRUE
3171,J091,1999,2000,24,25,24,25,380580,201391,381022,201589,484.3222068003903,TRUE,TRUE
3172,J091,2000,2001,25,26,25,26,381022,201589,381946,201669,927.4567375355036,TRUE,TRUE
3173,J091,2001,2002,26,27,26,27,381946,201669,381841,201313,371.16168983342016,TRUE,TRUE
3174,J091,2002,2003,27,28,27,28,381841,201313,380834,201150,1020.1068571478186,TRUE,TRUE
3175,J091,2003,2004,28,29,28,29,380834,201150,382049,201493,1262.4872276581652,TRUE,TRUE
3176,J091,2004,2005,29,30,29,30,382049,201493,382931,200706,1182.0714868399457,TRUE,TRUE
3177,J091,2005,2006,30,31,30,31,382931,200706,380649,201388,2381.7321427902007,TRUE,TRUE
3178,J093,1998,1999,23,24,23,24,379814,201477,380580,201391,770.8125582785999,TRUE,TRUE
3179,J093,1999,2000,24,25,24,25,380580,201391,381022,201589,484.3222068003903,TRUE,TRUE
3180,J093,2000,2001,25,26,25,26,381022,201589,381946,201669,927.4567375355036,TRUE,TRUE
3181,J093,2001,2002,26,27,26,27,381946,201669,381841,201313,371.16168983342016,TRUE,TRUE
3182,J093,2002,2003,27,28,27,28,381841,201313,380834,201150,1020.1068571478186,TRUE,TRUE
3183,J093,2003,2004,28,29,28,29,380834,201150,382049,201493,1262.4872276581652,TRUE,TRUE
3184,J093,2004,2005,29,30,29,30,382049,201493,382931,200706,1182.0714868399457,TRUE,TRUE
3185,J094,1998,1999,23,24,23,24,379814,201477,380580,201391,770.8125582785999,TRUE,TRUE
3186,J094,1999,2000,24,25,24,25,380580,201391,381022,201589,484.3222068003903,TRUE,TRUE
3187,J099,1998,1999,23,24,23,24,379814,201477,380580,201391,770.8125582785999,TRUE,TRUE
3188,J099,1999,2000,24,25,24,25,380580,201391,381022,201589,484.3222068003903,TRUE,TRUE
3189,J099,2000,2001,25,26,25,26,381022,201589,381946,201669,927.4567375355036,TRUE,TRUE
3190,K002,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
3191,K002,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
3192,K002,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
3193,K002,1990,1991,15,16,15,16,381241,201774,381157,201365,417.53682472328114,TRUE,TRUE
3194,K002,1991,1992,16,17,16,17,381157,201365,380625,200466,1044.6171547509643,TRUE,TRUE
3195,K002,1992,1993,17,18,17,18,380625,200466,381370,201620,1373.5869102463084,TRUE,TRUE
3196,K002,1993,1994,18,19,18,19,381370,201620,379874,201435,1507.3954358428978,TRUE,TRUE
3197,K002,1994,1995,19,20,19,20,379874,201435,381230,201693,1380.3260484392808,TRUE,TRUE
3198,K002,1995,1996,20,21,20,21,381230,201693,383675,202710,2648.077415786782,TRUE,TRUE
3199,K002,1996,1997,21,22,21,22,383675,202710,380707,200454,3728.0772524184636,TRUE,TRUE
3200,K002,1997,1998,22,23,22,23,380707,200454,379814,201477,1357.931515209806,TRUE,TRUE
3201,K004,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
3202,K004,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
3203,K004,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
3204,K004,1990,1991,15,16,15,16,381241,201774,381157,201365,417.53682472328114,TRUE,TRUE
3205,K004,1991,1992,16,17,16,17,381157,201365,380625,200466,1044.6171547509643,TRUE,TRUE
3206,K004,1992,1993,17,18,17,18,380625,200466,381370,201620,1373.5869102463084,TRUE,TRUE
3207,K004,1993,1994,18,19,18,19,381370,201620,379874,201435,1507.3954358428978,TRUE,TRUE
3208,K005,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
3209,K005,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
3210,K005,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
3211,K005,1990,1991,15,16,15,16,381241,201774,381157,201365,417.53682472328114,TRUE,TRUE
3212,K005,1991,1992,16,17,16,17,381157,201365,380625,200466,1044.6171547509643,TRUE,TRUE
3213,K005,1992,1993,17,18,17,18,380625,200466,381370,201620,1373.5869102463084,TRUE,TRUE
3214,K005,1993,1994,18,19,18,19,381370,201620,379874,201435,1507.3954358428978,TRUE,TRUE
3215,K005,1994,1995,19,20,19,20,379874,201435,381230,201693,1380.3260484392808,TRUE,TRUE
3216,K007,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
3217,K007,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
3218,K007,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
3219,K007,1990,1991,15,16,15,16,381241,201774,381157,201365,417.53682472328114,TRUE,TRUE
3220,K007,1991,1992,16,17,16,17,381157,201365,380625,200466,1044.6171547509643,TRUE,TRUE
3221,K007,1992,1993,17,18,17,18,380625,200466,381370,201620,1373.5869102463084,TRUE,TRUE
3222,K007,1993,1994,18,19,18,19,381370,201620,379874,201435,1507.3954358428978,TRUE,TRUE
3223,K007,1994,1995,19,20,19,20,379874,201435,381230,201693,1380.3260484392808,TRUE,TRUE
3224,K011,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
3225,K011,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
3226,K011,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
3227,K012,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
3228,K012,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
3229,K012,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
3230,K015,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
3231,K015,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
3232,K017,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
3233,K017,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
3234,K017,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
3235,K017,1990,1991,15,16,15,16,381241,201774,381157,201365,417.53682472328114,TRUE,TRUE
3236,K017,1991,1992,16,17,16,17,381157,201365,380625,200466,1044.6171547509643,TRUE,TRUE
3237,K017,1992,1993,17,18,17,18,380625,200466,381370,201620,1373.5869102463084,TRUE,TRUE
3238,K017,1993,1994,18,19,18,19,381370,201620,379874,201435,1507.3954358428978,TRUE,TRUE
3239,K019,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
3240,K019,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
3241,K019,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
3242,K019,1990,1991,15,16,15,16,381241,201774,381157,201365,417.53682472328114,TRUE,TRUE
3243,K019,1991,1992,16,17,16,17,381157,201365,380625,200466,1044.6171547509643,TRUE,TRUE
3244,K019,1992,1993,17,18,17,18,380625,200466,381370,201620,1373.5869102463084,TRUE,TRUE
3245,K020,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
3246,K020,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
3247,K020,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
3248,K020,1990,1991,15,16,15,16,381241,201774,381157,201365,417.53682472328114,TRUE,TRUE
3249,K020,1991,1992,16,17,16,17,381157,201365,380625,200466,1044.6171547509643,TRUE,TRUE
3250,K032,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
3251,K032,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
3252,K032,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
3253,K032,1990,1991,15,16,15,16,381241,201774,381157,201365,417.53682472328114,TRUE,TRUE
3254,K032,1991,1992,16,17,16,17,381157,201365,380625,200466,1044.6171547509643,TRUE,TRUE
3255,K032,1992,1993,17,18,17,18,380625,200466,381370,201620,1373.5869102463084,TRUE,TRUE
3256,K032,1993,1994,18,19,18,19,381370,201620,379874,201435,1507.3954358428978,TRUE,TRUE
3257,K032,1994,1995,19,20,19,20,379874,201435,381230,201693,1380.3260484392808,TRUE,TRUE
3258,K032,1995,1996,20,21,20,21,381230,201693,383675,202710,2648.077415786782,TRUE,TRUE
3259,K032,1996,1997,21,22,21,22,383675,202710,380707,200454,3728.0772524184636,TRUE,TRUE
3260,K032,1997,1998,22,23,22,23,380707,200454,379814,201477,1357.931515209806,TRUE,TRUE
3261,K033,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
3262,K033,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
3263,K033,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
3264,K033,1990,1991,15,16,15,16,381241,201774,381157,201365,417.53682472328114,TRUE,TRUE
3265,K033,1991,1992,16,17,16,17,381157,201365,380625,200466,1044.6171547509643,TRUE,TRUE
3266,K033,1992,1993,17,18,17,18,380625,200466,381370,201620,1373.5869102463084,TRUE,TRUE
3267,K033,1993,1994,18,19,18,19,381370,201620,379874,201435,1507.3954358428978,TRUE,TRUE
3268,K033,1994,1995,19,20,19,20,379874,201435,381230,201693,1380.3260484392808,TRUE,TRUE
3269,K033,1995,1996,20,21,20,21,381230,201693,383675,202710,2648.077415786782,TRUE,TRUE
3270,K033,1996,1997,21,22,21,22,383675,202710,380707,200454,3728.0772524184636,TRUE,TRUE
3271,K033,1997,1998,22,23,22,23,380707,200454,379814,201477,1357.931515209806,TRUE,TRUE
3272,K037,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
3273,K037,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
3274,K037,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
3275,K037,1990,1991,15,16,15,16,381241,201774,381157,201365,417.53682472328114,TRUE,TRUE
3276,K037,1991,1992,16,17,16,17,381157,201365,380625,200466,1044.6171547509643,TRUE,TRUE
3277,K037,1992,1993,17,18,17,18,380625,200466,381370,201620,1373.5869102463084,TRUE,TRUE
3278,K038,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
3279,K038,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
3280,K038,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
3281,K038,1990,1991,15,16,15,16,381241,201774,381157,201365,417.53682472328114,TRUE,TRUE
3282,K038,1991,1992,16,17,16,17,381157,201365,380625,200466,1044.6171547509643,TRUE,TRUE
3283,K039,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
3284,K039,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
3285,K039,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
3286,K039,1990,1991,15,16,15,16,381241,201774,381157,201365,417.53682472328114,TRUE,TRUE
3287,K039,1991,1992,16,17,16,17,381157,201365,380625,200466,1044.6171547509643,TRUE,TRUE
3288,K040,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
3289,K040,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
3290,K040,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
3291,K040,1990,1991,15,16,15,16,381241,201774,381157,201365,417.53682472328114,TRUE,TRUE
3292,K041,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
3293,K041,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
3294,K042,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
3295,K042,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
3296,K042,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
3297,K042,1990,1991,15,16,15,16,381241,201774,381157,201365,417.53682472328114,TRUE,TRUE
3298,K042,1991,1992,16,17,16,17,381157,201365,380625,200466,1044.6171547509643,TRUE,TRUE
3299,K042,1992,1993,17,18,17,18,380625,200466,381370,201620,1373.5869102463084,TRUE,TRUE
3300,K042,1993,1994,18,19,18,19,381370,201620,379874,201435,1507.3954358428978,TRUE,TRUE
3301,K043,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
3302,K043,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
3303,K043,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
3304,K043,1990,1991,15,16,15,16,381241,201774,381157,201365,417.53682472328114,TRUE,TRUE
3305,K043,1991,1992,16,17,16,17,381157,201365,380625,200466,1044.6171547509643,TRUE,TRUE
3306,K043,1992,1993,17,18,17,18,380625,200466,381370,201620,1373.5869102463084,TRUE,TRUE
3307,K044,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
3308,K044,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
3309,K044,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
3310,K044,1990,1991,15,16,15,16,381241,201774,381157,201365,417.53682472328114,TRUE,TRUE
3311,K044,1991,1992,16,17,16,17,381157,201365,380625,200466,1044.6171547509643,TRUE,TRUE
3312,K044,1992,1993,17,18,17,18,380625,200466,381370,201620,1373.5869102463084,TRUE,TRUE
3313,K046,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
3314,K046,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
3315,K046,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
3316,K046,1990,1991,15,16,15,16,381241,201774,381157,201365,417.53682472328114,TRUE,TRUE
3317,K046,1991,1992,16,17,16,17,381157,201365,380625,200466,1044.6171547509643,TRUE,TRUE
3318,K048,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
3319,K048,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
3320,K048,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
3321,K050,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
3322,K050,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
3323,K050,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
3324,K051,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
3325,K051,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
3326,K051,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
3327,K051,1990,1991,15,16,15,16,381241,201774,381157,201365,417.53682472328114,TRUE,TRUE
3328,K051,1991,1992,16,17,16,17,381157,201365,380625,200466,1044.6171547509643,TRUE,TRUE
3329,K051,1992,1993,17,18,17,18,380625,200466,381370,201620,1373.5869102463084,TRUE,TRUE
3330,K051,1993,1994,18,19,18,19,381370,201620,379874,201435,1507.3954358428978,TRUE,TRUE
3331,K051,1994,1995,19,20,19,20,379874,201435,381230,201693,1380.3260484392808,TRUE,TRUE
3332,K051,1995,1996,20,21,20,21,381230,201693,383675,202710,2648.077415786782,TRUE,TRUE
3333,K051,1996,1997,21,22,21,22,383675,202710,380707,200454,3728.0772524184636,TRUE,TRUE
3334,K051,1997,1998,22,23,22,23,380707,200454,379814,201477,1357.931515209806,TRUE,TRUE
3335,K051,1998,1999,23,24,23,24,379814,201477,380580,201391,770.8125582785999,TRUE,TRUE
3336,K052,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
3337,K052,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
3338,K052,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
3339,K052,1990,1991,15,16,15,16,381241,201774,381157,201365,417.53682472328114,TRUE,TRUE
3340,K054,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
3341,K054,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
3342,K056,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
3343,K056,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
3344,K056,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
3345,K056,1990,1991,15,16,15,16,381241,201774,381157,201365,417.53682472328114,TRUE,TRUE
3346,K057,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
3347,K057,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
3348,K057,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
3349,K062,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
3350,K062,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
3351,K062,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
3352,K062,1990,1991,15,16,15,16,381241,201774,381157,201365,417.53682472328114,TRUE,TRUE
3353,K062,1991,1992,16,17,16,17,381157,201365,380625,200466,1044.6171547509643,TRUE,TRUE
3354,K062,1992,1993,17,18,17,18,380625,200466,381370,201620,1373.5869102463084,TRUE,TRUE
3355,K062,1993,1994,18,19,18,19,381370,201620,379874,201435,1507.3954358428978,TRUE,TRUE
3356,K064,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
3357,K064,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
3358,K064,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
3359,K064,1990,1991,15,16,15,16,381241,201774,381157,201365,417.53682472328114,TRUE,TRUE
3360,K064,1991,1992,16,17,16,17,381157,201365,380625,200466,1044.6171547509643,TRUE,TRUE
3361,K064,1992,1993,17,18,17,18,380625,200466,381370,201620,1373.5869102463084,TRUE,TRUE
3362,K064,1993,1994,18,19,18,19,381370,201620,379874,201435,1507.3954358428978,TRUE,TRUE
3363,K064,1994,1995,19,20,19,20,379874,201435,381230,201693,1380.3260484392808,TRUE,TRUE
3364,K064,1995,1996,20,21,20,21,381230,201693,383675,202710,2648.077415786782,TRUE,TRUE
3365,K064,1996,1997,21,22,21,22,383675,202710,380707,200454,3728.0772524184636,TRUE,TRUE
3366,K064,1997,1998,22,23,22,23,380707,200454,379814,201477,1357.931515209806,TRUE,TRUE
3367,K064,1998,1999,23,24,23,24,379814,201477,380580,201391,770.8125582785999,TRUE,TRUE
3368,K064,1999,2000,24,25,24,25,380580,201391,381022,201589,484.3222068003903,TRUE,TRUE
3369,K064,2000,2001,25,26,25,26,381022,201589,381946,201669,927.4567375355036,TRUE,TRUE
3370,K065,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
3371,K065,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
3372,K065,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
3373,K066,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
3374,K066,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
3375,K066,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
3376,K066,1990,1991,15,16,15,16,381241,201774,381157,201365,417.53682472328114,TRUE,TRUE
3377,K066,1991,1992,16,17,16,17,381157,201365,380625,200466,1044.6171547509643,TRUE,TRUE
3378,K066,1992,1993,17,18,17,18,380625,200466,381370,201620,1373.5869102463084,TRUE,TRUE
3379,K066,1993,1994,18,19,18,19,381370,201620,379874,201435,1507.3954358428978,TRUE,TRUE
3380,K066,1994,1995,19,20,19,20,379874,201435,381230,201693,1380.3260484392808,TRUE,TRUE
3381,K069,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
3382,K069,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
3383,K071,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
3384,K071,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
3385,K071,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
3386,K071,1990,1991,15,16,15,16,381241,201774,381157,201365,417.53682472328114,TRUE,TRUE
3387,K071,1991,1992,16,17,16,17,381157,201365,380625,200466,1044.6171547509643,TRUE,TRUE
3388,K071,1992,1993,17,18,17,18,380625,200466,381370,201620,1373.5869102463084,TRUE,TRUE
3389,K071,1993,1994,18,19,18,19,381370,201620,379874,201435,1507.3954358428978,TRUE,TRUE
3390,K071,1994,1995,19,20,19,20,379874,201435,381230,201693,1380.3260484392808,TRUE,TRUE
3391,K072,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
3392,K072,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
3393,K072,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
3394,K072,1990,1991,15,16,15,16,381241,201774,381157,201365,417.53682472328114,TRUE,TRUE
3395,K072,1991,1992,16,17,16,17,381157,201365,380625,200466,1044.6171547509643,TRUE,TRUE
3396,K073,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
3397,K073,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
3398,K073,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
3399,K073,1990,1991,15,16,15,16,381241,201774,381157,201365,417.53682472328114,TRUE,TRUE
3400,K073,1991,1992,16,17,16,17,381157,201365,380625,200466,1044.6171547509643,TRUE,TRUE
3401,K073,1992,1993,17,18,17,18,380625,200466,381370,201620,1373.5869102463084,TRUE,TRUE
3402,K073,1993,1994,18,19,18,19,381370,201620,379874,201435,1507.3954358428978,TRUE,TRUE
3403,K073,1994,1995,19,20,19,20,379874,201435,381230,201693,1380.3260484392808,TRUE,TRUE
3404,K073,1995,1996,20,21,20,21,381230,201693,383675,202710,2648.077415786782,TRUE,TRUE
3405,K073,1996,1997,21,22,21,22,383675,202710,380707,200454,3728.0772524184636,TRUE,TRUE
3406,K074,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
3407,K074,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
3408,K074,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
3409,K075,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
3410,K075,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
3411,K075,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
3412,K075,1990,1991,15,16,15,16,381241,201774,381157,201365,417.53682472328114,TRUE,TRUE
3413,K075,1991,1992,16,17,16,17,381157,201365,380625,200466,1044.6171547509643,TRUE,TRUE
3414,K077,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
3415,K077,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
3416,K077,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
3417,K077,1990,1991,15,16,15,16,381241,201774,381157,201365,417.53682472328114,TRUE,TRUE
3418,K077,1991,1992,16,17,16,17,381157,201365,380625,200466,1044.6171547509643,TRUE,TRUE
3419,K077,1992,1993,17,18,17,18,380625,200466,381370,201620,1373.5869102463084,TRUE,TRUE
3420,K077,1993,1994,18,19,18,19,381370,201620,379874,201435,1507.3954358428978,TRUE,TRUE
3421,K078,1987,1988,12,13,12,13,382916,202222,380621,201409,2434.747214804855,TRUE,TRUE
3422,K078,1988,1989,13,14,13,14,380621,201409,380597,201427,30,TRUE,TRUE
3423,K078,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
3424,K078,1990,1991,15,16,15,16,381241,201774,381157,201365,417.53682472328114,TRUE,TRUE
3425,K078,1991,1992,16,17,16,17,381157,201365,380625,200466,1044.6171547509643,TRUE,TRUE
3426,K079,1989,1990,14,15,14,15,380597,201427,381241,201774,731.5360551606462,TRUE,TRUE
