mean,sd,median,q025,q975,P_gt_0,OR_median,OR_q025,OR_q975
0.6979438957395427,1.032412780402211,0.6939337022314518,-1.3473599641754905,2.7724620215347686,0.76656,2.0015736621559155,0.2599255684593954,15.997972917515046
