metric,median_base_risk,median_retained_risk,median_risk_pct,q025_risk_pct,q975_risk_pct,median_base_events,median_retained_events,median_event_pct,q025_event_pct,q975_event_pct
exp_1000m,13743.5,10445,75.98572814280553,75.6396573845308,76.36061053584145,171,138.5,80.99359084210165,75.94934640522877,85.67330951583492
exp_500m,13743.5,10445,75.98572814280553,75.6396573845308,76.36061053584145,171,138.5,80.99359084210165,75.94934640522877,85.67330951583492
radius_1000m,13743.5,10445,75.98572814280553,75.6396573845308,76.36061053584145,171,138.5,80.99359084210165,75.94934640522877,85.67330951583492
radius_2000m,13743.5,10445,75.98572814280553,75.6396573845308,76.36061053584145,171,138.5,80.99359084210165,75.94934640522877,85.67330951583492
radius_500m,13743.5,10426,75.85027745461045,75.50754062227216,76.2306379588778,171,138,80.72289156626506,75.70577715325902,85.46121593291404
samegroup,13743.5,10558,76.81844594524384,76.47522087143936,77.21047776496164,171,139,81.15966386554621,76.16260162601625,85.79721960731577
