type,name,median,q025,q975,probability_positive
coefficient,alpha,-4.546943368488044,-5.220783178064048,-4.114171045713196,0
coefficient,beta_move,-0.1979905737545542,-1.242136968736933,0.5367440745636727,0.3161
coefficient,beta_sex,0.4204597817519282,0.06616031192691957,0.7680912244805768,0.9896133333333333
derived,OR_high_mobility,0.8203775861822395,0.2887664731980497,1.7104287577071435,NA
derived,OR_male,1.522661486664821,1.068397980376836,2.1556476768251995,NA
