mean,sd,median,q025,q975,P_gt_0,OR_median,OR_q025,OR_q975
0.06917323699662296,0.6411151336687393,0.06721254563832138,-1.188875048316971,1.3393683297662364,0.5431466666666667,1.0695227765540722,0.3045636908625705,3.816631892458428
