type,name,median,q025,q975,probability_positive
coefficient,alpha,-3.2070807826288874,-3.555408210401153,-2.8997264475267928,0
coefficient,beta_inf,-0.04671226497117348,-0.6584775498519442,0.48698322897752017,0.43450666666666665
coefficient,beta_sex,1.5940425637158766,1.212826073074041,1.9702912373068415,1
coefficient,beta_adult,-0.017102745820335025,-0.6314245118614537,0.5187278333972936,0.47642666666666666
derived,OR_infection,0.9543619614587814,0.5176388141799396,1.6273993161085827,NA
derived,OR_male,4.923612769198883,3.362975249502288,7.172765161004202,NA
derived,OR_adult_entry,0.9830426759231051,0.5318336577901159,1.67988919082672,NA
