type,name,median,q025,q975,probability_positive
coefficient,alpha,-4.5468247894312945,-5.220615318788435,-4.114059457274043,0
coefficient,beta_move,-0.1979879136728309,-1.2424162864578465,0.5367440745636727,0.31605333333333335
coefficient,beta_sex,0.4204692309262285,0.06626032019186497,0.7680594088772041,0.9896266666666667
derived,OR_high_mobility,0.8203797684573958,0.2886858268817314,1.7104287577071435,NA
derived,OR_male,1.5226758746262896,1.0685048343710943,2.1555790946776923,NA
