mean,sd,median,q025,q975,P_gt_0,OR_median,OR_q025,OR_q975
0.3511615422071671,0.8164776449087572,0.381391055495013,-1.3557946312816005,1.881033693886453,0.6869666666666666,1.4643201239722408,0.2577424028958772,6.56028268278172
