mean,sd,median,q025,q975,P_gt_0,OR_median,OR_q025,OR_q975
0.5369175508295533,0.5827878012255182,0.5453148658992917,-0.639129201382955,1.6759422031328466,0.8272,1.7251515210571327,0.5277518034419298,5.343827763735928
