mean,sd,median,q025,q975,P_gt_0,OR_median,OR_q025,OR_q975
0.5730428895519993,1.0522200610528236,0.5457644366039656,-1.458671831667469,2.7355772345708136,0.7124,1.7259272439735143,0.23254534054235998,15.41864104620535
