mean,sd,median,q025,q975,P_gt_0,OR_median,OR_q025,OR_q975
0.5701818424173795,1.081703755973338,0.5219527939403152,-1.550778665610156,2.859303896542377,0.7046,1.685315544118133,0.2120827680127971,17.449376142768052
