tattoo,year,n_year_encounters,n_distinct_setts,n_distinct_socg,annual_socg,annual_sett,annual_x,annual_y,annual_sett_n_encounters,annual_sett_latest_date,has_annual_xy,in_infection_model,in_phase2
006L,2013,2,1,1,ARTHURS,MEAD,380390,200637,2,2013-07-16,TRUE,TRUE,TRUE
006L,2014,2,2,1,ARTHURS,MEAD,380390,200637,1,2014-05-21,TRUE,TRUE,TRUE
006M,2018,3,1,1,YEW,YEW,381619,201268,3,2018-09-25,TRUE,TRUE,FALSE
006M,2019,1,1,1,YEW,TAXUS,381737,201220,1,2019-09-10,TRUE,TRUE,FALSE
006N,2009,1,1,1,ARTHURS,MEAD,380390,200637,1,2009-06-02,TRUE,TRUE,FALSE
006P,2008,3,1,1,HEDGE,HEDGE,381350,200278,3,2008-10-21,TRUE,TRUE,FALSE
006Q,2024,3,2,2,SCOTLANDBANK,SCOTLANDBANK,383412,200931,2,2024-09-03,TRUE,TRUE,FALSE
006Q,2025,5,5,5,HONEYWELL,TOP,381795,200962,1,2025-11-25,TRUE,TRUE,FALSE
006Q,2026,2,2,2,KENNEL,WOODRUSH,382713,200607,1,2026-06-09,TRUE,TRUE,FALSE
006R,2004,1,1,1,LARCH,LARCH,380541,201242,1,2004-05-25,TRUE,TRUE,FALSE
006S,2021,3,1,1,PARKMILL,PARKMILL,383730,200924,3,2021-11-09,TRUE,TRUE,FALSE
006S,2022,1,1,0,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
006T,2017,3,1,1,LARCH,LARCH,380541,201242,3,2017-10-10,TRUE,TRUE,FALSE
006T,2018,4,3,1,LARCH,LARCH,380541,201242,2,2018-09-04,TRUE,TRUE,FALSE
006U,2026,1,1,1,INCHBROOK,INCHBROOK,384013,200739,1,2026-08-11,TRUE,TRUE,FALSE
006V,2015,1,1,1,HONEYWELL,HONEYWELL,381931,201706,1,2015-01-28,TRUE,TRUE,FALSE
006W,2005,1,1,1,JUNCTION,EARTH,380906,200398,1,2005-05-24,TRUE,TRUE,FALSE
006X,2025,2,1,1,WINDSOREDGE,WINDSOREDGE,383635,200531,2,2025-10-22,TRUE,TRUE,FALSE
006X,2026,1,1,1,SCOTLANDBANK,SCOTLANDBANK,383412,200931,1,2026-06-10,TRUE,TRUE,FALSE
006Y,2007,2,1,1,HEDGE,HEDGE,381350,200278,2,2007-10-23,TRUE,TRUE,FALSE
006Y,2008,2,1,1,HEDGE,HEDGE,381350,200278,2,2008-05-07,TRUE,TRUE,FALSE
006Z,2019,2,1,1,HONEYWELL,HONEYWELL,381931,201706,2,2019-08-20,TRUE,TRUE,FALSE
006Z,2020,1,1,0,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
007A,2014,2,2,1,ARTHURS,ARTHURS,380534,200550,1,2014-08-13,TRUE,TRUE,TRUE
007A,2015,1,1,1,ARTHURS,MEAD,380390,200637,1,2015-05-20,TRUE,TRUE,TRUE
007A,2016,1,1,1,ARTHURS,ARTHURS,380534,200550,1,2016-05-03,TRUE,TRUE,TRUE
007B,2006,4,1,1,LARCH,BOX,380621,201409,4,2006-12-13,TRUE,TRUE,FALSE
007C,2016,3,2,1,HONEYWELL,CHAIN,381946,201669,2,2016-10-19,TRUE,TRUE,FALSE
007C,2017,4,3,1,HONEYWELL,CHAIN,381946,201669,2,2017-11-15,TRUE,TRUE,FALSE
007D,2022,3,3,3,CEDAR,CEDAR,381022,201589,1,2022-11-22,TRUE,TRUE,FALSE
007D,2023,3,3,1,CEDAR,CEDAR,381022,201589,1,2023-07-19,TRUE,TRUE,FALSE
007E,2013,2,1,1,KENNEL,KENNEL,382464,200922,2,2013-07-30,TRUE,TRUE,FALSE
007F,2010,1,1,1,COLLIERSWOOD,COLLIERSWOOD,382931,200706,1,2010-05-24,TRUE,TRUE,TRUE
007F,2011,1,1,1,COLLIERSWOOD,COLLIERSWOOD,382931,200706,1,2011-05-17,TRUE,TRUE,TRUE
007F,2013,1,1,1,COLLIERSWOOD,COLLIERSWOOD,382931,200706,1,2013-06-05,TRUE,TRUE,TRUE
007F,2014,1,1,1,COLLIERSWOOD,COLLIERSWOOD,382931,200706,1,2014-08-20,TRUE,TRUE,TRUE
007G,2003,2,1,1,LARCH,BOX,380621,201409,2,2003-10-28,TRUE,TRUE,TRUE
007G,2004,2,1,1,LARCH,LARCH,380541,201242,2,2004-08-25,TRUE,TRUE,TRUE
007G,2005,1,1,1,LARCH,BOX,380621,201409,1,2005-09-13,TRUE,TRUE,TRUE
007G,2006,1,1,1,LARCH,LARCH,380541,201242,1,2006-07-18,TRUE,TRUE,TRUE
007H,2020,2,2,1,JUNCTION,JUNCTION,380841,200432,1,2020-09-08,TRUE,TRUE,FALSE
007H,2021,1,1,0,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
007J,2023,2,2,1,OLDOAK,TOPOAK,382616,201525,1,2023-07-18,TRUE,TRUE,FALSE
007K,2012,1,1,1,ARTHURS,MEAD,380390,200637,1,2012-05-30,TRUE,TRUE,FALSE
007L,2011,2,1,1,WEST,WEST,380190,201400,2,2011-12-06,TRUE,TRUE,FALSE
007M,2018,4,1,1,YEW,YEW,381619,201268,4,2018-11-27,TRUE,TRUE,TRUE
007M,2019,2,1,1,YEW,YEW,381619,201268,2,2019-08-13,TRUE,TRUE,TRUE
007M,2021,1,1,1,YEW,YEW,381619,201268,1,2021-06-08,TRUE,TRUE,TRUE
007N,2009,3,2,1,ARTHURS,MEAD,380390,200637,2,2009-07-21,TRUE,TRUE,FALSE
007P,2008,2,1,1,HEDGE,HEDGE,381350,200278,2,2008-10-22,TRUE,TRUE,FALSE
007Q,2024,4,4,4,HONEYWELL,HONEYWELL,381931,201706,1,2024-12-10,TRUE,TRUE,FALSE
007R,2004,1,1,1,HEDGE,HEDGE,381350,200278,1,2004-05-25,TRUE,TRUE,FALSE
007S,2021,3,2,1,WEST,WEST,380190,201400,2,2021-07-27,TRUE,TRUE,FALSE
007T,2017,2,1,1,WEST,WEST,380190,201400,2,2017-08-01,TRUE,TRUE,FALSE
007T,2018,2,2,1,WEST,WEST,380190,201400,1,2018-05-22,TRUE,TRUE,FALSE
007U,2026,1,1,1,INCHBROOK,INCHBROOK,384013,200739,1,2026-08-11,TRUE,TRUE,FALSE
007V,2015,1,1,1,WEST,WEST,380190,201400,1,2015-05-20,TRUE,TRUE,FALSE
007V,2016,1,1,0,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
007W,2005,2,2,2,HEDGE,HEDGE,381350,200278,1,2005-09-14,TRUE,TRUE,FALSE
007X,2025,1,1,1,WINDSOREDGE,WINDSOREDGE,383635,200531,1,2025-08-12,TRUE,TRUE,FALSE
007Y,2007,2,1,1,HEDGE,HEDGE,381350,200278,2,2007-08-01,TRUE,TRUE,FALSE
007Y,2008,3,1,1,HEDGE,HEDGE,381350,200278,3,2008-07-22,TRUE,TRUE,FALSE
007Z,2019,2,1,1,PARKMILL,PARKMILL,383730,200924,2,2019-08-13,TRUE,TRUE,FALSE
008A,2014,3,1,1,KENNEL,KENNEL,382464,200922,3,2014-10-22,TRUE,TRUE,FALSE
008A,2015,4,1,1,KENNEL,KENNEL,382464,200922,4,2015-11-10,TRUE,TRUE,FALSE
008B,2006,3,1,1,JUNCTION,THISTLEWOODBANK,381109,200408,3,2006-10-24,TRUE,TRUE,TRUE
008B,2007,1,1,1,JUNCTION,THISTLEWOODBANK,381109,200408,1,2007-05-08,TRUE,TRUE,TRUE
008B,2008,1,1,1,JUNCTION,THISTLEWOODBANK,381109,200408,1,2008-05-07,TRUE,TRUE,TRUE
008B,2009,1,1,1,JUNCTION,JUNCTION,380841,200432,1,2009-06-02,TRUE,TRUE,TRUE
008B,2010,1,1,1,JUNCTION,JUNCTION,380841,200432,1,2010-09-07,TRUE,TRUE,TRUE
008B,2011,1,1,1,JUNCTION,JUNCTION,380841,200432,1,2011-05-03,TRUE,TRUE,TRUE
008C,2016,3,2,1,HONEYWELL,HONEYWELL,381931,201706,2,2016-08-10,TRUE,TRUE,FALSE
008C,2017,1,1,0,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
008D,2022,1,1,1,KENNEL,CULDESAC,382399,200920,1,2022-08-16,TRUE,TRUE,FALSE
008E,2013,3,2,1,KENNEL,KENNEL,382464,200922,2,2013-07-30,TRUE,TRUE,FALSE
008F,2010,1,1,1,HONEYWELL,BEND,381942,201770,1,2010-06-15,TRUE,TRUE,FALSE
008G,2003,2,2,2,LARCH,WEST,380190,201400,1,2003-10-29,TRUE,TRUE,FALSE
008G,2004,1,1,0,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
008H,2020,1,1,1,LARCH,LARCH,380541,201242,1,2020-07-21,TRUE,TRUE,FALSE
008J,2023,2,2,1,LARCH,LARCH,380541,201242,1,2023-07-19,TRUE,TRUE,FALSE
008K,2012,1,1,1,YEW,YEW,381619,201268,1,2012-06-13,TRUE,TRUE,FALSE
008L,2011,2,1,1,WEST,WEST,380190,201400,2,2011-09-06,TRUE,TRUE,TRUE
008L,2012,1,1,1,WEST,WEST,380190,201400,1,2012-05-29,TRUE,TRUE,TRUE
008L,2013,2,2,1,WEST,WEST,380190,201400,1,2013-05-21,TRUE,TRUE,TRUE
008M,2018,4,2,1,YEW,YEW,381619,201268,3,2018-11-27,TRUE,TRUE,TRUE
008M,2019,2,1,1,YEW,YEW,381619,201268,2,2019-08-13,TRUE,TRUE,TRUE
008M,2020,1,1,1,YEW,YEW,381619,201268,1,2020-08-18,TRUE,TRUE,TRUE
008N,2009,2,2,1,ARTHURS,ARTHURS,380534,200550,1,2009-07-21,TRUE,TRUE,FALSE
008P,2008,2,1,1,SEPTICTANK,LAURELS,381180,201357,2,2008-08-05,TRUE,TRUE,TRUE
008P,2009,4,2,2,CEDAR,CEDAR,381022,201589,2,2009-11-18,TRUE,TRUE,TRUE
008P,2010,1,1,1,YEW,TAXUS,381737,201220,1,2010-05-24,TRUE,TRUE,TRUE
008P,2011,3,3,2,SEPTICTANK,SEPTICTANK,381357,201285,1,2011-05-18,TRUE,TRUE,TRUE
008Q,2024,3,2,2,SCOTLANDBANK,SCOTLANDBANK,383412,200931,2,2024-12-10,TRUE,TRUE,FALSE
008Q,2025,2,2,2,PARKMILL,SCOTLANDBANK,383412,200931,1,2025-10-22,TRUE,TRUE,FALSE
008Q,2026,1,1,1,NETTLE,HOLLOWTREE,382930,201326,1,2026-06-09,TRUE,TRUE,FALSE
008R,2004,1,1,1,JUNCTION,THISTLEWOODBANK,381109,200408,1,2004-05-25,TRUE,TRUE,FALSE
008S,2021,1,1,1,YEW,YEW,381619,201268,1,2021-06-08,TRUE,TRUE,FALSE
008T,2017,2,1,1,YEW,YEW,381619,201268,2,2017-08-15,TRUE,TRUE,FALSE
008U,2026,1,1,1,INCHBROOK,INCHBROOK,384013,200739,1,2026-08-11,TRUE,TRUE,FALSE
008V,2015,1,1,1,ARTHURS,MEAD,380390,200637,1,2015-05-20,TRUE,TRUE,FALSE
008W,2005,2,1,1,ARTHURS,MEAD,380390,200637,2,2005-09-13,TRUE,TRUE,TRUE
008W,2009,1,1,1,ARTHURS,ARTHURS,380534,200550,1,2009-06-02,TRUE,TRUE,TRUE
008X,2025,3,3,2,NETTLE,NETTLE,383024,201142,1,2025-12-10,TRUE,TRUE,FALSE
008X,2026,1,1,1,NETTLE,NETTLE,383024,201142,1,2026-06-09,TRUE,TRUE,FALSE
008Y,2007,2,2,2,TOP,TAXUS,381737,201220,1,2007-08-21,TRUE,TRUE,FALSE
008Z,2019,2,1,1,NETTLE,LINSEED,383011,201367,2,2019-08-13,TRUE,TRUE,FALSE
009A,2014,2,1,1,KENNEL,KENNEL,382464,200922,2,2014-08-19,TRUE,TRUE,FALSE
009B,2006,3,1,1,WEST,WEST,380190,201400,3,2006-10-24,TRUE,TRUE,FALSE
009B,2007,2,2,1,WEST,CORRAL,380279,201409,1,2007-07-31,TRUE,TRUE,FALSE
009C,2016,3,1,1,COLEPARK,OAKPILE,382183,201478,3,2016-10-18,TRUE,TRUE,FALSE
009C,2017,1,1,1,COLEPARK,COLEPARK,382049,201493,1,2017-01-24,TRUE,TRUE,FALSE
009D,2022,2,2,2,WINDSOREDGE,WINDSOREDGE,383635,200531,1,2022-10-18,TRUE,TRUE,FALSE
009E,2013,1,1,1,KENNEL,KENNEL,382464,200922,1,2013-06-04,TRUE,TRUE,FALSE
009F,2010,3,1,1,BREAKHEART,BOXWOOD,381241,201774,3,2010-11-30,TRUE,TRUE,FALSE
009F,2011,4,2,1,BREAKHEART,BOXWOOD,381241,201774,3,2011-07-19,TRUE,TRUE,FALSE
009G,2003,1,1,1,WEST,WEST,380190,201400,1,2003-05-14,TRUE,TRUE,FALSE
009H,2020,2,1,1,BEECH,MANSION,380901,201150,2,2020-09-08,TRUE,TRUE,FALSE
009J,2023,2,1,1,INCHBROOK,INCHBROOK,384013,200739,2,2023-11-21,TRUE,TRUE,FALSE
009K,2012,4,2,1,SEPTICTANK,SEPTICTANK,381357,201285,3,2012-12-11,TRUE,TRUE,FALSE
009K,2013,4,4,2,BEECH,LAURELS,381180,201357,1,2013-07-30,TRUE,TRUE,FALSE
009L,2011,2,1,1,WEST,WEST,380190,201400,2,2011-09-06,TRUE,TRUE,FALSE
009L,2012,3,2,1,WEST,WEST,380190,201400,2,2012-09-18,TRUE,TRUE,FALSE
009M,2018,4,1,1,YEW,YEW,381619,201268,4,2018-11-27,TRUE,TRUE,FALSE
009M,2019,1,1,1,YEW,YEW,381619,201268,1,2019-06-18,TRUE,TRUE,FALSE
009N,2009,2,1,1,JUNCTION,JUNCTION,380841,200432,2,2009-07-21,TRUE,TRUE,TRUE
009N,2010,4,1,1,JUNCTION,JUNCTION,380841,200432,4,2010-12-14,TRUE,TRUE,TRUE
009N,2011,3,1,1,JUNCTION,JUNCTION,380841,200432,3,2011-09-06,TRUE,TRUE,TRUE
009N,2012,1,1,1,JUNCTION,JUNCTION,380841,200432,1,2012-05-29,TRUE,TRUE,TRUE
009P,2008,3,2,1,WYCHELM,WYCHELM,382074,201085,2,2008-11-04,TRUE,TRUE,TRUE
009P,2009,5,1,1,WYCHELM,POPLAR,382132,201047,5,2009-12-01,TRUE,TRUE,TRUE
009P,2010,4,3,2,WYCHELM,WYCHELM,382074,201085,2,2010-05-24,TRUE,TRUE,TRUE
009P,2011,3,1,1,KENNEL,KENNEL,382464,200922,3,2011-09-21,TRUE,TRUE,TRUE
009P,2012,3,2,2,WOODRUSH,WOODRUSH,382713,200607,2,2012-12-11,TRUE,TRUE,TRUE
009P,2013,3,2,2,KENNEL,KENNEL,382464,200922,2,2013-10-08,TRUE,TRUE,TRUE
009P,2014,3,1,1,KENNEL,KENNEL,382464,200922,3,2014-10-21,TRUE,TRUE,TRUE
009Q,2024,4,1,1,PARKMILL,PARKMILL,383730,200924,4,2024-12-10,TRUE,TRUE,FALSE
009Q,2025,3,1,1,PARKMILL,PARKMILL,383730,200924,3,2025-10-22,TRUE,TRUE,FALSE
009Q,2026,1,1,1,PARKMILL,PYLON,381275,200279,1,2026-08-11,TRUE,TRUE,FALSE
009R,2004,3,1,1,HEDGE,HEDGE,381350,200278,3,2004-10-20,TRUE,TRUE,TRUE
009R,2005,1,1,1,HEDGE,HEDGE,381350,200278,1,2005-07-20,TRUE,TRUE,TRUE
009R,2006,1,1,1,HEDGE,HEDGE,381350,200278,1,2006-05-10,TRUE,TRUE,TRUE
009S,2021,1,1,1,YEW,YEW,381619,201268,1,2021-06-08,TRUE,TRUE,FALSE
009S,2022,1,1,1,OLDOAK,TOPOAK,382616,201525,1,2022-06-28,TRUE,TRUE,FALSE
009T,2017,1,1,1,WOODRUSH,WOODRUSH,382713,200607,1,2017-06-27,TRUE,TRUE,FALSE
009U,2026,1,1,1,WOODFARM,WOODFARM,383337,200429,1,2026-08-11,TRUE,TRUE,FALSE
009V,2015,2,1,1,JUNCTION,JUNCTION,380841,200432,2,2015-07-14,TRUE,TRUE,FALSE
009W,2005,1,1,1,HEDGE,HEDGE,381350,200278,1,2005-05-24,TRUE,TRUE,FALSE
009X,2025,2,1,1,INCHBROOK,INCHBROOK,384013,200739,2,2025-10-22,TRUE,TRUE,FALSE
009X,2026,1,1,1,INCHBROOK,INCHBROOK,384013,200739,1,2026-06-09,TRUE,TRUE,FALSE
009Y,2007,1,1,1,BEECH,BEECH,380931,201164,1,2007-05-22,TRUE,TRUE,FALSE
009Z,2019,4,1,1,PARKMILL,PARKMILL,383730,200924,4,2019-12-10,TRUE,TRUE,TRUE
009Z,2020,2,1,1,PARKMILL,PARKMILL,383730,200924,2,2020-10-20,TRUE,TRUE,TRUE
009Z,2021,3,3,3,NETTLE,NETTLE,383024,201142,1,2021-11-09,TRUE,TRUE,TRUE
009Z,2022,1,1,0,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE
010A,2014,2,1,1,COLLIERSWOOD,COLLIERSWOOD,382931,200706,2,2014-08-19,TRUE,TRUE,FALSE
010A,2015,1,1,1,COLLIERSWOOD,COLLIERSWOOD,382931,200706,1,2015-06-09,TRUE,TRUE,FALSE
010B,2006,2,1,1,PEGLARS,PEGLARS,382355,200596,2,2006-08-02,TRUE,TRUE,FALSE
010C,2016,2,1,1,LARCH,LARCH,380541,201242,2,2016-09-20,TRUE,TRUE,FALSE
010D,2022,2,2,1,WOODFARM,WOODFARM,383337,200429,1,2022-08-16,TRUE,TRUE,FALSE
010E,2013,3,1,1,YEW,YEW,381619,201268,3,2013-10-08,TRUE,TRUE,TRUE
010E,2014,3,2,2,WYCHELM,WYCHELM,382074,201085,2,2014-08-19,TRUE,TRUE,TRUE
010E,2015,1,1,1,YEW,TAXUS,381737,201220,1,2015-06-09,TRUE,TRUE,TRUE
010F,2010,1,1,1,INCHBROOK,INCHBROOK,384013,200739,1,2010-06-15,TRUE,TRUE,TRUE
010F,2011,3,1,1,INCHBROOK,INCHBROOK,384013,200739,3,2011-10-04,TRUE,TRUE,TRUE
010F,2018,1,1,1,INCHBROOK,INCHBROOK,384013,200739,1,2018-06-27,TRUE,TRUE,TRUE
010G,2003,1,1,1,LARCH,BOX,380621,201409,1,2003-05-14,TRUE,TRUE,FALSE
010H,2020,1,1,1,BEECH,MANSION,380901,201150,1,2020-07-21,TRUE,TRUE,FALSE
010K,2012,1,1,1,WYCHELM,WYCHELM,382074,201085,1,2012-06-13,TRUE,TRUE,FALSE
010L,2011,2,1,1,WEST,WEST,380190,201400,2,2011-09-06,TRUE,TRUE,FALSE
010L,2012,1,1,1,WEST,WEST,380190,201400,1,2012-09-19,TRUE,TRUE,FALSE
010M,2018,2,1,1,WOODRUSH,WOODRUSH,382713,200607,2,2018-11-27,TRUE,TRUE,FALSE
010M,2019,1,1,0,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
010N,2009,2,1,1,JUNCTION,JUNCTION,380841,200432,2,2009-12-15,TRUE,TRUE,TRUE
010N,2010,2,1,1,JUNCTION,JUNCTION,380841,200432,2,2010-11-02,TRUE,TRUE,TRUE
010N,2011,1,1,1,JUNCTION,JUNCTION,380841,200432,1,2011-07-06,TRUE,TRUE,TRUE
010N,2012,1,1,1,JUNCTION,JUNCTION,380841,200432,1,2012-05-29,TRUE,TRUE,TRUE
010N,2013,1,1,1,JUNCTION,JUNCTION,380841,200432,1,2013-07-17,TRUE,TRUE,TRUE
010P,2008,3,2,2,KENNEL,KENNEL,382464,200922,2,2008-11-04,TRUE,TRUE,TRUE
010P,2009,1,1,1,KENNEL,KENNEL,382464,200922,1,2009-05-19,TRUE,TRUE,TRUE
010P,2010,1,1,1,WYCHELM,WYCHELM,382074,201085,1,2010-05-25,TRUE,TRUE,TRUE
010P,2011,1,1,1,WOODRUSH,FORK,382786,200771,1,2011-05-17,TRUE,TRUE,TRUE
010P,2013,1,1,1,KENNEL,KENNEL,382464,200922,1,2013-07-31,TRUE,TRUE,TRUE
010P,2014,2,1,1,KENNEL,KENNEL,382464,200922,2,2014-08-20,TRUE,TRUE,TRUE
010P,2015,1,1,1,KENNEL,KENNEL,382464,200922,1,2015-06-09,TRUE,TRUE,TRUE
010Q,2024,3,3,3,HONEYWELL,HONEYWELL,381931,201706,1,2024-12-11,TRUE,TRUE,FALSE
010Q,2025,2,2,1,HONEYWELL,CHAIN,381946,201669,1,2025-09-09,TRUE,TRUE,FALSE
010Q,2026,1,1,1,HONEYWELL,HONEYWELL,381931,201706,1,2026-05-12,TRUE,TRUE,FALSE
010R,2004,1,1,1,HEDGE,HEDGE,381350,200278,1,2004-05-25,TRUE,TRUE,FALSE
010S,2021,3,2,2,CEDAR,CEDAR,381022,201589,2,2021-11-23,TRUE,TRUE,FALSE
010S,2022,4,3,2,CEDAR,CEDAR,381022,201589,2,2022-08-02,TRUE,TRUE,FALSE
010T,2017,2,1,1,KENNEL,KENNEL,382464,200922,2,2017-08-15,TRUE,TRUE,FALSE
010U,2026,1,1,1,WOODFARM,WOODFARM,383337,200429,1,2026-08-11,TRUE,TRUE,FALSE
010V,2015,2,1,1,JACKSMIREY,JACKSMIREY,380678,200030,2,2015-10-14,TRUE,TRUE,FALSE
010V,2016,3,2,1,ARTHURS,MEAD,380390,200637,2,2016-09-21,TRUE,TRUE,FALSE
010W,2005,1,1,1,HOLLYWOOD,HOLLYWOOD,381353,199891,1,2005-05-24,TRUE,TRUE,FALSE
010X,2025,2,2,2,PARKMILL,PYLON,381275,200279,1,2025-12-10,TRUE,TRUE,FALSE
010X,2026,1,1,1,PARKMILL,PYLON,381275,200279,1,2026-06-09,TRUE,TRUE,FALSE
010Y,2007,3,2,1,BEECH,CHESNUT,380834,201150,2,2007-12-11,TRUE,TRUE,TRUE
010Y,2008,3,2,1,BEECH,BEECH,380931,201164,2,2008-10-21,TRUE,TRUE,TRUE
010Y,2009,3,1,1,BEECH,BEECH,380931,201164,3,2009-11-04,TRUE,TRUE,TRUE
010Y,2012,2,2,2,BEECH,BEECH,380931,201164,1,2012-09-19,TRUE,TRUE,TRUE
010Y,2013,1,1,1,CEDAR,CEDAR,381022,201589,1,2013-06-19,TRUE,TRUE,TRUE
010Z,2019,3,1,1,PARKMILL,PARKMILL,383730,200924,3,2019-10-02,TRUE,TRUE,TRUE
010Z,2020,1,1,1,PARKMILL,PYLON,381275,200279,1,2020-09-01,TRUE,TRUE,TRUE
010Z,2021,3,3,3,NETTLE,NETTLE,383024,201142,1,2021-12-07,TRUE,TRUE,TRUE
011A,2014,3,1,1,WOODFARM,WOODFARM,383337,200429,3,2014-10-21,TRUE,TRUE,FALSE
011A,2015,1,1,1,WOODFARM,WOODFARM,383337,200429,1,2015-01-20,TRUE,TRUE,FALSE
011B,2006,3,3,1,BEECH,BEECH,380931,201164,1,2006-11-07,TRUE,TRUE,TRUE
011B,2007,2,1,1,BEECH,BEECH,380931,201164,2,2007-08-21,TRUE,TRUE,TRUE
011B,2008,1,1,1,BEECH,BEECH,380931,201164,1,2008-07-22,TRUE,TRUE,TRUE
011C,2016,5,3,3,BOXWOOD,CEDAR,381022,201589,2,2016-12-06,TRUE,TRUE,FALSE
011C,2017,1,1,1,BOXWOOD,BOXWOOD,381241,201774,1,2017-01-24,TRUE,TRUE,FALSE
011D,2022,1,1,1,WINDSOREDGE,WINDSOREDGE,383635,200531,1,2022-09-07,TRUE,TRUE,FALSE
011E,2013,3,1,1,YEW,YEW,381619,201268,3,2013-10-08,TRUE,TRUE,FALSE
011E,2014,1,1,1,YEW,YEW,381619,201268,1,2014-01-14,TRUE,TRUE,FALSE
011F,2010,2,1,1,WINDSOREDGE,WINDSOREDGE,383635,200531,2,2010-10-05,TRUE,TRUE,FALSE
011G,2003,3,1,1,WEST,WEST,380190,201400,3,2003-10-28,TRUE,TRUE,TRUE
011G,2004,1,1,1,WEST,WEST,380190,201400,1,2004-05-26,TRUE,TRUE,TRUE
011G,2005,1,1,1,WEST,WEST,380190,201400,1,2005-05-24,TRUE,TRUE,TRUE
011H,2020,1,1,1,BEECH,CHESNUT,380834,201150,1,2020-07-21,TRUE,TRUE,FALSE
011K,2012,1,1,1,YEW,YEW,381619,201268,1,2012-06-13,TRUE,TRUE,FALSE
011L,2011,2,1,1,WEST,WEST,380190,201400,2,2011-09-06,TRUE,TRUE,FALSE
011M,2018,2,1,1,WOODRUSH,WOODRUSH,382713,200607,2,2018-08-21,TRUE,TRUE,FALSE
011M,2019,2,2,1,COLLIERSWOOD,SCRUB,383045,200620,1,2019-09-11,TRUE,TRUE,FALSE
011N,2009,1,1,1,JUNCTION,JUNCTION,380841,200432,1,2009-06-02,TRUE,TRUE,FALSE
011P,2008,3,2,1,KENNEL,KENNEL,382464,200922,2,2008-11-04,TRUE,TRUE,FALSE
011P,2009,1,1,1,KENNEL,KENNEL,382464,200922,1,2009-01-13,TRUE,TRUE,FALSE
011Q,2024,1,1,1,PARKMILL,PARKMILL,383730,200924,1,2024-06-11,TRUE,TRUE,FALSE
011R,2004,3,1,1,ARTHURS,ARTHURS,380534,200550,3,2004-10-19,TRUE,TRUE,FALSE
011R,2005,2,2,1,ARTHURS,MEAD,380390,200637,1,2005-09-13,TRUE,TRUE,FALSE
011S,2021,3,3,2,CEDAR,CEDAR,381022,201589,1,2021-09-21,TRUE,TRUE,FALSE
011T,2017,3,1,1,YEW,YEW,381619,201268,3,2017-10-31,TRUE,TRUE,FALSE
011V,2015,2,1,1,JUNCTION,JUNCTION,380841,200432,2,2015-07-14,TRUE,TRUE,FALSE
011W,2005,2,1,1,HOLLYWOOD,HOLLYWOOD,381353,199891,2,2005-09-14,TRUE,TRUE,FALSE
011X,2025,3,3,2,NETTLE,PYLON,381275,200279,1,2025-12-10,TRUE,TRUE,FALSE
011X,2026,1,1,1,NETTLE,NETTLE,383024,201142,1,2026-06-09,TRUE,TRUE,FALSE
011Y,2007,4,2,1,WYCHELM,WYCHELM,382074,201085,3,2007-12-11,TRUE,TRUE,TRUE
011Y,2008,3,1,1,WYCHELM,WYCHELM,382074,201085,3,2008-11-04,TRUE,TRUE,TRUE
011Y,2009,4,2,1,WYCHELM,POPLAR,382132,201047,3,2009-12-01,TRUE,TRUE,TRUE
011Y,2010,3,2,2,WYCHELM,POPLAR,382132,201047,2,2010-09-21,TRUE,TRUE,TRUE
011Y,2011,4,2,1,WYCHELM,WYCHELM,382074,201085,3,2011-09-21,TRUE,TRUE,TRUE
011Y,2012,1,1,1,WYCHELM,WYCHELM,382074,201085,1,2012-06-13,TRUE,TRUE,TRUE
011Z,2019,1,1,1,JUNCTION,JUNCTION,380841,200432,1,2019-07-16,TRUE,TRUE,FALSE
011Z,2020,2,2,1,JUNCTION,JUNCTION,380841,200432,1,2020-09-08,TRUE,TRUE,FALSE
011Z,2022,1,1,1,JUNCTION,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
012A,2014,3,3,3,TOP,TOP,381795,200962,1,2014-10-22,TRUE,TRUE,FALSE
012B,2006,3,2,2,TOP,TOP,381795,200962,2,2006-08-01,TRUE,TRUE,TRUE
012B,2007,3,2,1,YEW,YEW,381619,201268,2,2007-10-09,TRUE,TRUE,TRUE
012B,2008,1,1,1,YEW,TAXUS,381737,201220,1,2008-05-20,TRUE,TRUE,TRUE
012B,2009,1,1,1,YEW,YEW,381619,201268,1,2009-10-28,TRUE,TRUE,TRUE
012C,2016,3,1,1,WEST,WEST,380190,201400,3,2016-12-06,TRUE,TRUE,FALSE
012C,2017,3,1,1,WEST,WEST,380190,201400,3,2017-10-10,TRUE,TRUE,FALSE
012D,2022,3,2,1,PARKMILL,PARKMILL,383730,200924,2,2022-12-06,TRUE,TRUE,TRUE
012D,2023,1,1,1,PARKMILL,PYLON,381275,200279,1,2023-07-18,TRUE,TRUE,TRUE
