mean,sd,median,q025,q975,P_gt_0,OR_median,OR_q025,OR_q975
0.6990646690876052,1.0289788206196129,0.6965543184538301,-1.351284378594148,2.756762806548003,0.7682933333333334,2.0068258982779694,0.25890751173982074,15.74877849837362
