"","ARTHURS","ASHTREE","ATCOMBECORNER","ATCOMBEWEST","BAMBOO","BANK","BEECH","BENCH","BEND","BOG","BOUNDARY","BOUNDARYCOURT","BOX","BOXER","BOXWOOD","BRACKEN","BRAMBLE","BREAKHEART","BUCKHOLT","BULLPEN","BUNGALOW","BUSH","CARPARK","CARTON","CEDAR","CHAIN","CHERRIES","CHESNUT","CLAY","COLEPARK","COLLIERSWOOD","COMPLEX","CORRAL","CULDESAC","DAM","DARKWOOD","DEN","DINGLE","DOLINE","EARTH","FERN","FIELDFARM","FOREST","FORK","FOX","GIANTBEECH","GROUNDSTUMP","GULLY","HEDGE","HOGARTHS","HOLLOWTREE","HOLLYWOOD","HONEYWELL","HOPPER","HUNTINGGATE","HURDLES","INCHBROOK","JACKSMIREY","JACOBS","JUNCTION","KENNEL","LARCH","LAURELS","LEBANON","LINSEED","LISTERS","MAID","MANSION","MEAD","MRSMACKS","NEEDLES","NETTLE","NEWFENCE","OAKPILE","OLDCOLEPARK","OLDOAK","OLDPONDDRAIN","OPEN","PARKMILL","PEGLARS","PEN","PONTINS","POPLAR","PRIORY","PYLON","QUARRY","RABBIT","RUSTYTRAP","SANDY","SAPLING","SCOTLANDBANK","SCRUB","SEPTICTANK","SINGLE","SPUR","STONEYTRACK","STREAM","STUMP","SYCAMORE","TAXUS","THICKET","THISTLEWOODBANK","TIP","TODDS","TOP","TOPOAK","TRACKSIDE","UTES","VINE","WALL","WASPNEST","WATERBUTT","WEST","WINDFALL","WINDSOREDGE","WOODFARM","WOODMANS","WOODRUSH","WYCHELM","XMASTREE","YEW"
"LARCH",692.035403718625,1069.86447739889,3165.69502637257,2839.39799957667,3215.99564676322,743.325635236671,397.723522060237,275.485026816341,1497.1923724091,1627.06023244378,172.568826848884,2569.2459983427,185.172892184574,193.289937658431,879.217834214025,628.160011462048,780.533151121719,911.111957994186,694.361577278006,823.481633067793,3460.77736932037,805.29497701153,764.037957172286,154.019479287524,593.102014833873,1468.45292740353,1301.93740248908,307.104216838519,713.684103788224,1528.74621831094,2449.36644869648,181.60396471443,310.697602179354,1885.69562761332,2600.55397944361,2927.50491032893,805.641359414969,2868.59129190619,1547.21071609526,919.54390868517,775.248347305559,1604.38461722867,1440.38085241369,2293.87575949527,616.50141930088,1886.05673297491,47.8852795752515,2427.53578758378,1258.4820221203,2401.06580501243,2390.47631236957,1576.24395320014,1465.39960420358,3218.22715170946,713.473895808389,2548.54801798985,3508.24642806061,1219.71841012588,221.352659798793,863.770802933278,1949.4432538548,0,649.26573912382,185.800968781113,2473.16093289539,2945.06791093177,2086.82198569979,371.569643539404,623.559139135976,890.564427764774,1917.81777027954,2485.01287723022,106.943910532578,1658.87311148261,1611.31157756655,2083.24578482713,991.971773791976,868.369736920858,3204.81590734944,1925.59393434857,2178.20660177128,1613.25819384251,1602.90548692055,3603.4723531616,1210.83648772243,2651.24668788101,525,744.529381555893,3287.50391634748,1197.10734689918,2887.79535286003,2580.09689740521,817.132180249928,1232.68203523861,585.027349788025,225.399645075142,3296.6907649945,2417.78431626975,710.070419043069,1196.20232402382,1275.69000936748,1009.04905728116,665.281895139196,842.107475326042,1284.8797609115,2094.20963611574,1742.07491228133,1041.60693162056,1442.49956672437,1789.36413286955,1335.15916654158,126.241831418908,384.922070034962,1645.445228502,3174.6428145541,2911.80098907875,2006.99427004663,2262.92045816905,1541.01849437312,2140.08060595857,1078.31349801438
"LAURELS",1033.71417713022,485.254572363826,2520.1747955251,2195.81989243198,2566.78982388508,1056.81266078714,315.039680040467,774.164065298823,866.725446724625,1088.86041345987,731.657023474797,1939.56721976837,561.413394923919,587.187363624252,421.43801442205,24.3515913237718,1049.71710474775,324.451845425481,1308.32717620632,339.699867530148,2838.24488020326,1019.38118483715,1371.2607337775,600.962561229899,280.69200202357,827.103379270089,662.462829145908,403.193501931765,1015.88828125931,879.577739600088,1868.10117499026,531.90412669954,902.499307478959,1294.96331994385,1986.48357657445,2316.15824157159,367.314579073578,2231.47350421196,947.785313243458,997.375054831431,145.230850717057,1687.73102122346,798.874833750569,1709.57070634706,322.769267434184,1240.928684494,604.047183587508,1808.97540060665,1092.30993770083,1947.877049508,1750.2745498921,1476.17241540411,828.131632048915,2638.49426757005,68.0661443009665,1927.25841547002,2899.62290651733,1418.77870015024,794.219742892356,985.162930687102,1355.68469785566,649.26573912382,0,490.016326258626,1831.02730727862,2295.83470659366,1485.44000215424,347.404663181138,1068.8779163216,1280.76890967887,1316.92406766677,1856.49158360602,569.72010671908,1010.27224053717,964.330337591844,1446.38342081206,347.070598005651,1009.4671861928,2586.50130485179,1399.90928277514,1839.69834483809,1038.00770710048,1001.20127846502,2971.00875124931,1082.17789665101,2025.41082252466,444.973032890758,106.254411673116,2669.18714218393,636.892455599845,2272.28959421989,2005.34136744845,191.08375127153,1403.73537392202,1208.18251932396,488.807733163051,2663.08467758725,1790.95979854379,328.161545583879,573.600906554374,1381.76445170659,951.652247409735,1049.16824198982,1229.026037153,730.924072664186,1445.7938995583,1101.40864351066,541.713023657361,797.99310773966,1286.67400688753,1444.54006521107,539.560005930758,990.933398367418,1099.65085368039,2590.23184290519,2348.15523336938,1362.58724491315,1706.63089155212,934.462412299179,1511.12176875327,447.93079822669
"LEBANON",818.012836085107,942.984623416522,3009.69051565107,2685.76264774086,3049.76884369947,863.391568177498,306.271121720609,304.555413677052,1319.618505478,1523.70633653601,243.528232449546,2389.61021926171,88.8650662521556,118.848643240047,693.427717934609,467.154150147465,889.378434638484,730.540211076707,820.109748753178,638.122245341753,3278.9745348203,899.16071978262,884.732728003209,116.378692207809,407.332787779231,1295.14169109021,1151.6948380539,248.887524797849,829.053074296212,1366.19215339571,2332.5286707777,53.9073278877742,414.797540976318,1763.00028360746,2467.81705156602,2744.18312071188,709.661891325721,2691.16517516112,1419.16207671992,979.122566382779,626.162918097199,1684.06413179546,1267.25096172779,2175.30227784554,431.045241245046,1730.78132645346,138.538803228554,2245.62597063714,1261.43767186492,2332.80282064301,2240.16271730426,1605.30775865564,1290.22866190455,3103.38138165453,557.057447665858,2411.62040960015,3379.24917696224,1323.05442064943,306.778421666192,933.296308789443,1825.60592680896,185.800968781113,490.016326258626,0,2321.04222279561,2780.78064578996,1959.79590774142,292.796857906638,776.309216742916,1036.28229744602,1790.57002097098,2343.51808185898,171.081851755234,1498.22361481856,1453.73484514887,1935.61282285482,823.486490478138,943.917369264916,3070.12068166709,1829.00902130088,2145.48129798421,1495.74329348321,1474.10990092327,3459.62497967627,1222.98855268559,2511.59809682998,350.766303968896,591.711078145407,3152.85331089158,1080.86816957481,2754.51774363499,2466.43751187821,670.457306619892,1328.83144153049,718.435104932937,219.255558652455,3117.74405620474,2277.34165201447,524.307161881277,1055.4136629777,1355.27598665364,1033.72433462698,802.342819498,985.803733001656,1172.1373639638,1933.66491409448,1591.21243082123,940.800191326511,1271.22185317906,1699.98882349267,1416.97282966188,149.642908285024,502.204141759106,1539.46614123208,3057.5658619235,2803.63781541054,1852.52260445048,2156.1644185915,1409.70918986861,1998.03428399014,932.880485378486
"LINSEED",2608.25957297198,1428.34344609411,698.176195526602,367.418018066616,840.614656070188,2597.33093771279,2089.88253258407,2596.82055598765,1142.44037043515,1088.38412336822,2562.08606412821,860.261588123055,2390.36900916992,2414.74553524797,1816.19079394209,1854.00107874834,2550.45035238877,1660.3885087533,3137.73692332547,1810.59023525479,1498.1805632166,2478.3028467078,3198.89183937188,2431.11846687898,2001.350793839,1106.99096653947,1171.24549091982,2187.78838099118,2561.60301373964,970.216470690948,665.8235501993,2362.09335124588,2732.32282133719,757.860805161476,424.859976933578,1238.22453537313,1733.12232690021,884.364743756783,987.920037249979,2317.32302452636,1698.28295640038,2669.83613729382,1129.14215225542,637.056512406866,2012.92051507256,592.220398162711,2430.14155966273,956.966561589275,1986.1626318104,1368.9601893408,90.785461391128,2219.80629785574,1131.95450438611,1108.26937158797,1764.13718287439,328.758269857961,1182.53456609099,2688.95109661742,2624.22026514544,2362.86372861407,705.148211371198,2473.16093289539,1831.02730727862,2321.04222279561,0,570.201718692604,587.793331027156,2121.12918041311,2720.76110674936,2827.95332351862,693.173859864897,225.375242651006,2382.50960123984,835.407086395609,870.867383704316,398.017587551103,1512.53198313292,2395.43336371522,844.517613789079,1012.31269872505,1750.88806038536,994.603941275119,935.436261858605,1154.7328695417,2048.76548194272,327.038224065628,2175.09769895515,1730.53431055267,920.715482654658,1342.5129422095,592.365596570226,747.773361386991,1656.03140066848,2640.46208077298,3039.01990779922,2280.32673097519,1237.52373714608,247.196278289136,1932.85928096176,1282.45272817364,2533.13442201554,2130.09037366962,2655.30883326215,2786.40269882155,1281.67117467781,425.428019763626,731.09506905737,1525.95216176655,1109.18438503253,1133.5559095166,2572.4356162983,2354.51098956875,2821.19301005798,1056.5249642105,1043.20276073254,993.03574960824,469.958508806895,816.335715254453,978.515712699597,383.157930884903,1395.51603358758
"LISTERS",3143.15828427396,1940.69291749107,345.253530032641,328.332148898033,278.512118228274,3136.12531637369,2577.72089257158,3037.30620780981,1502.34084015579,1655.37004926391,3015.38140207835,716.268106228387,2842.10661306011,2863.93610263916,2203.29412471417,2317.21772822495,3092.69219289602,2077.35408633194,3582.83532973538,2214.45726985192,999.072069472468,3023.21434900008,3639.37096213068,2884.94454019484,2426.57886745929,1499.58827682801,1658.38294733153,2675.41473420477,3099.12568315646,1416.35094521097,1152.47255932625,2816.82889079191,3182.05373933251,1327.08289115639,842.332475926222,914.768823255362,2249.36190952012,526.407636722721,1532.16317668844,2870.02508699837,2174.36634447832,3239.85570666349,1526.09829303358,1169.63797817957,2430.18373790954,1076.78456526828,2899.83620227074,895.05586417832,2552.73108650324,1872.62222565044,658.741223850459,2789.92652232993,1513.33836269355,1284.33212215532,2231.87320428379,780.966068405024,1149.67908565825,3250.84911984546,3075.51914316917,2912.25771524431,1275.24742697251,2945.06791093177,2295.83470659366,2780.78064578996,570.201718692604,0,1156.48303057157,2610.09444273574,3246.40062222764,3369.62935647231,1261.63069081249,729.120017555409,2861.76344235508,1287.52514538552,1339.32818980263,942.176204326983,1957.54872225444,2944.90492206455,862.781548249613,1578.00031685675,2291.01134872789,1554.0826876328,1482.84355209847,920.544404143548,2614.04705389937,694.875528422177,2589.11567914607,2202.26360819953,903.354304799617,1873.92876065234,807.63419937494,1187.06571005989,2135.59780857726,3203.46968145478,3490.61369962361,2767.38287918387,731.618069760445,782.743891704049,2341.82087273984,1783.86462490852,3098.57515642271,2687.21510117817,3186.83620539243,3326.29313200145,1822.46454012143,854.957893700035,1233.48692737297,2057.24573155469,1516.29152869757,1702.92248796004,3139.07072236355,2832.41028101509,3271.50729786745,1623.39921153116,1222.01882145898,1313.36590484145,964.305449533497,1346.67070956489,1517.6656417011,949.627295311166,1884.54901766974
"MAID",2108.56942024682,1018.03929197256,1225.89599885145,904.39869526664,1421.59417556488,2090.26625098335,1689.77927552684,2256.30893274835,1062.13793831122,534.109539326906,2202.82954401833,1317.97609993505,2039.42369310548,2066.94871731255,1599.09787067584,1509.76057704525,2037.15144257858,1410.22586843385,2776.30329755234,1568.08163052821,2066.91122208962,1960.45147861405,2842.98434747714,2075.37370128852,1711.42046265668,982.641338434324,850.652102801139,1784.28276906997,2057.46859028273,784.189390389847,401.06109260311,2007.40080701389,2373.59495280892,208.062490612796,520.277810405172,1740.34622992093,1294.11745989303,1427.97829115151,540.693073748869,1784.61452420404,1341.2173574779,2088.40034476151,992.312954667024,247.588368062799,1734.85907208626,499.89198833348,2048.78134509274,1348.09050141302,1420.24821774224,888.248276103027,503.190818676176,1634.78102509174,1020.22056438792,1158.71653133974,1417.77889672544,487.443330039503,1421.42639626539,2132.39419432712,2266.17761881102,1836.92841450068,143.265487818944,2086.82198569979,1485.44000215424,1959.79590774142,587.793331027156,1156.48303057157,0,1717.76191598254,2236.75479210395,2312.84781168152,169.248338248858,463.815696155272,1986.791634772,683.591983569146,669.764884119793,333.48613164568,1229.41368139451,1868.96013868675,1124.12855136768,426.645051535817,1195.35183105226,484.413046892835,485.70773104821,1549.70093889111,1486.54128768763,601.269490328588,1892.7073202162,1379.243995818,1206.32499766854,892.907610002289,806.062032352349,543.840050014708,1295.50646466932,2081.39784760146,2670.00468164384,1874.59248904929,1812.20970089005,395.885084336351,1673.09115113314,912.689432391983,1968.12525007937,1589.05569442987,2161.36114520457,2275.11604099659,811.27184100029,584.085610163442,504.599841458556,1064.07941432959,959.565005614523,546.547344701262,2003.90518737789,1961.97884800015,2459.21471205749,504.210273596245,1107.67368841189,892.471288053571,460.469325797061,350.720686586919,551.144264235781,244.468811916776,1039.75862583582
"MANSION",703.341311171184,703.597896528976,2817.07809618406,2488.36592968156,2884.23369372178,733.515507675196,33.1058907144937,590.338885725818,1211.64392459171,1255.91918529816,510.830696023643,2282.41297753058,381.419716323108,411.27241580247,710.616633635887,334.306745370176,737.585249310207,663.973644055244,1065.81142797401,634.89369188865,3182.55809059316,722.531660205973,1135.12025794627,401.400049825607,455.370179085104,1166.7844702429,954.027777373384,67,693.628863297945,1198.14565057843,2077.98845040101,346.623715287919,673.769248333582,1515.55402411131,2233.26868065623,2662.77242737715,434.504315283519,2570.22956173179,1179.41892472522,752.016622156718,439.738558691412,1463.41860040113,1138.60660458299,1922.72358907878,498.447590023264,1540.25517366442,338.155289770839,2154.89628520725,980.808340095046,2045.11246634507,2036.61901199022,1337.67895999003,1170.48536940878,2846.6741998339,397.16621205737,2183.47818857895,3139.02293715736,1141.98467590419,572.011363523488,720.502602354773,1579.54202223303,371.569643539404,347.404663181138,292.796857906638,2121.12918041311,2610.09444273574,1717.76191598254,0,724.07872500164,947.236506897829,1549.03098742407,2123.01507295638,269.141226867977,1323.29437390174,1270.88827203653,1727.45622231071,688.447528864764,738.38336926017,2838.0128611407,1555.96658061798,1852.8356645963,1242.2890162921,1235.3015826105,3242.01866126646,947.901366176882,2287.73534308495,513.973734737486,417.942579788181,2920.63178096795,826.434510412047,2520.53208668329,2208.53707236261,475.563875835833,1136.89093584213,956.569391105528,159.314155052211,3003.40639940718,2055.14014120692,563.453636069553,838.925503248054,1140.36879999411,770.602361792384,711.601011803665,895.11619357489,913.553501443676,1755.5198660226,1391.30478328798,670.296203181847,1134.74093959811,1421.89169770415,1203.50903611066,245.473012773299,753.671679181326,1274.04003076826,2803.19763841225,2540.45999771695,1659.4848598285,1891.61121798323,1174.79955737138,1779.16188133627,727.631775007112
"MEAD",168.240898713719,1306.9246343994,3417.28854503099,3085.22689603212,3524.32262995317,221.298441024784,755.254923850219,851.428211888706,1921.56004329815,1714.40281147693,753.314011551624,2982.0967455802,805.819458687863,816.66945577755,1420.20069004349,1057.48427884295,290.630349413133,1388.0522324466,950.294691135334,1349.34650849958,3884.39879518054,366.030053410919,1018.5165683483,777.570575574976,1142.68455839746,1867.12613392882,1600.74264015175,678.457810036851,226.823720099993,1866.82002346236,2541.93666325501,794.40669684992,779.939100186675,2028.83464087145,2754.76623327643,3374.08787674536,998.328603216396,3258.47111388148,1735.3722943507,568.662465791439,1137.83654362127,1095.72624318303,1839.38603887275,2399.74415302965,1178.08318891324,2170.42023580688,656.987823327039,2864.20180853235,1024.92975369047,2311.97426456265,2631.79045518445,1218.14818474601,1875.48447074349,3280.10243742478,1111.62628612317,2722.89276322076,3624.43554226034,671.857871874699,764.005890029651,495.404884917377,2093.4901480542,623.559139135976,1068.8779163216,776.309216742916,2720.76110674936,3246.40062222764,2236.75479210395,724.07872500164,0,269.163519073444,2077.51510223151,2681.97334065796,605.756551759863,1980.43682050198,1920.64390244522,2323.04218644432,1398.63433391291,475.90335153264,3352.30801090831,1965.427688825,1977.6475924694,1755.12962484256,1789.59883772872,3786.42483089259,954.666957634965,2834.75378119511,1125.95781448507,1125.09999555595,3433.11229061911,1378.27863656084,3036.26744540068,2655.05442505422,1164.04166592094,703.528961735052,850.767300735048,613.932406702888,3694.0655110596,2612.17859266935,1260.1150741103,1467.75270396617,790.855865502684,754.587304425406,102.342562016006,224.020088384948,1442.09916441277,2396.58507047006,2012.95330298544,1194.81923318969,1830.82850097982,1812.09547209853,838.257716934357,630.670278354704,788.776901284514,1741.0031591011,3246.73081729915,2954.33122719847,2282.25853049123,2323.1937069474,1742.57281053045,2352.12010747751,1381.52162487599
"MRSMACKS",247.632792658808,1449.35330406357,3518.41583670833,3187.22512540297,3648.13884055966,236.862829502647,975.900097346035,1120.20757005119,2109.43831386462,1780.44151827573,1022.45635603677,3152.96844259501,1071.04435015549,1083.13803367807,1655.71766916948,1272.50933198936,277.504954910719,1604.68875486806,1173.64262022133,1581.5185740294,4054.1806817161,352.404597018824,1237.44292797688,1044.3701451114,1385.65832729429,2046.8417134698,1752.05935972501,911.000548847255,276.669477897364,2024.65602016738,2588.03496885185,1057.83599863117,1043.54971132189,2107.31037106545,2823.12628127046,3556.09336210398,1148.00566200694,3417.89306444775,1840.80471533512,541.776706771341,1330.12217483959,889.474563998319,2019.78860279981,2454.14852851249,1423.5719159916,2301.37372019409,922.138818183033,3045.57991193795,989.19462190208,2283.96584913172,2737.71327936291,1097.55546556882,2059.10781650695,3302.63788508519,1315.4847015454,2800.07464186225,3666.71569664189,461.400043346335,1032.2344694884,480.15101790999,2170.62433414905,890.564427764774,1280.76890967887,1036.28229744602,2827.95332351862,3369.62935647231,2312.84781168152,947.236506897829,269.163519073444,0,2161.40000925326,2769.08107501388,865.207489565364,2129.55511785913,2066.58026701118,2433.53775397054,1593.19458949621,449.569794359007,3410.46184555699,2002.90514004034,1906.74513241807,1841.67125187966,1892.61010247753,3855.66907293663,914.439719172346,2914.11358735379,1383.08712668436,1323.28417205074,3489.66259113972,1496.64190773879,3098.39522979235,2691.72825522934,1350.22961010341,506.675438520558,1082.83424400967,858.236564124368,3853.79981317141,2699.32028481246,1500.96402355286,1614.49218022262,621.232645632858,745.021476200519,237.95167576632,52.1536192416212,1548.07913234434,2530.48157472051,2142.1531224448,1314.3644852171,2007.6140067254,1847.40926705481,655.045799925471,888.13174698352,1045.74662323146,1809.3802806486,3274.01038483387,2972.6055910598,2407.5117860563,2360.0313557239,1852.92660405101,2450.96919605286,1542.95722558987
"NEEDLES",1952.59109902714,848.825659367105,1362.46834825621,1034.63713445826,1533.77214735436,1936.16993055878,1520.91452751297,2087.27693418962,938.946217842108,395.830771921537,2033.58722458615,1335.6945758668,1870.29035179033,1897.85615893302,1441.38856662595,1341.25687323495,1884.7517077854,1249.88639483755,2607.08208539739,1407.50168738798,2130.47436032448,1809.33385531803,2673.73989011646,1906.17129345712,1545.62252830373,852.678720269247,688.274654480317,1615.61505316087,1902.534099563,649.801508154606,559.379120096558,1838.22659103822,2204.34706886189,67.8011799307357,686.186563552508,1767.38507405715,1126.7462003486,1480.78121273874,371.44582377515,1638.5762112273,1172.52078872829,1979.4910962164,859.218249340643,401.154583670684,1569.93534898734,431.463787588252,1879.66220369512,1341.6098538696,1293.25790158035,939.792530295916,603.327440118548,1534.42432201787,891.574450060117,1324.41572023289,1249.35583402008,646.024767327074,1590.45716698061,1998.94472159687,2096.93538288618,1688.36163187867,57.2712842531054,1917.81777027954,1316.92406766677,1790.57002097098,693.173859864897,1261.63069081249,169.248338248858,1549.03098742407,2077.51510223151,2161.40000925326,0,607.684128474654,1817.99724972289,565.742874458,539.725856338197,351.931811577186,1066.80316834925,1720.64900546276,1290.96862858863,387.439027461096,1180.55791895188,322.386414105806,316.532778713359,1710.9745760823,1356.55814471773,757.250288874161,1726.96265159383,1210.69442883,1373.35538008194,725.049653472092,972.950666786348,700.957202687867,1126.76971915294,1949.56661850782,2500.84785622796,1706.0949563257,1883.01699408157,537.921927420699,1510.0903946453,744.798630503574,1840.63032681742,1446.34608583147,2004.11102486863,2122.4820376154,645.111618249121,578.426313371029,387.156299186775,898.222689537511,824.963029474655,465.962444838637,1879.4161327391,1793.07222386607,2289.97292560414,364.1661708616,1274.4700859573,1049.58753803578,435.124120223184,457.403541744049,382.461762794662,312.409987036266,872.053324057652
"NETTLE",2559.40696255988,1420.15527320079,762.354248364892,445.899091723677,978.207033301233,2543.61357128004,2093.11562031341,2629.86026244742,1251.04276505641,995.884531459345,2586.72398991466,1085.38656708106,2417.78783188269,2443.6763288128,1891.69580006935,1880.27072518826,2492.4239206042,1721.68522093907,3163.59747755621,1876.70908773843,1697.77059698889,2416.98841536322,3227.43319063308,2456.65158294781,2051.2954443473,1199.92208080358,1195.29494268151,2190.0146118234,2509.76094479136,1036.25575993574,445.808254746365,2387.70622146025,2757.95467692999,663.256360693209,210.380607471316,1461.22209126471,1714.70959640401,1100.80379723182,952.648938486786,2244.87416128388,1717.37619641126,2544.94970480754,1218.63530229515,440.777721760073,2067.63463890505,658.775379017765,2444.09697025302,1177.2769427794,1883.81846259134,1159.10741521224,206.620424934226,2087.40077608494,1229.936990256,927.213567631536,1788.55751934345,112.16059914248,1067.95599160265,2596.20107079556,2649.68866095623,2295.5585376984,601.664358259653,2485.01287723022,1856.49158360602,2343.51808185898,225.375242651006,729.120017555409,463.815696155272,2123.01507295638,2681.97334065796,2769.08107501388,607.684128474654,0,2389.5024586721,905.63624044094,925.984881086079,421.217283596008,1558.97562521035,2327.78199151037,738.891060982605,863.52591159733,1562.5533590889,928.679169573648,897.044591979685,1119.0040214405,1950.3256138399,171.452617361182,2229.48962769509,1752.47624805588,820.600389958474,1314.34584489776,441.661635191466,522.42224301804,1673.12223103992,2545.20293886362,3061.11090945755,2282.00087642402,1433.36561979141,69.8569967862919,1993.83976286962,1289.36146987569,2431.5690407636,2050.8488486478,2610.21933944257,2730.12856840113,1242.11150868189,559.600750535594,765.685313950842,1493.87683561932,1193.6448382999,999.976499723869,2466.77704707985,2362.86690272643,2845.71959265139,965.29839945998,864.084486609961,778.677083263659,545.29716668987,618.826308425878,951.708463763983,345.485166107027,1410.63850791051
"NEWFENCE",648.908314016703,971.525089742926,3076.75835905259,2749.30463935883,3134.06716584058,695.735581956249,297.228868046157,368.419597741488,1429.5069079931,1522.50451559265,270.933571194121,2503.18237449851,218.44907873461,239.039745649128,840.907248155229,550.236312869298,725.068962237386,851.03818950738,799.160184193382,778.478644536894,3398.37622990745,740.508608997897,869.388865813222,207.424685126915,555.133317321164,1395.42287497375,1212.15510558674,203.179723397784,662.529999320785,1445.89072892802,2346.66593276504,197.496835417685,417.444607103745,1784.69521207404,2501.87329815081,2869.22707362105,701.439234716736,2798.8149277864,1448.07803657123,838.027445851268,687.852455109379,1533.82430545353,1367.22858366844,2191.62063323012,585.061535225142,1797.78224487839,90.4433524367601,2366.06529918344,1159.65253416702,2294.14646437406,2298.96715940006,1485.1006699884,1394.57556267131,3114.88121763896,631.078442033952,2451.29231223043,3408.10621900198,1161.79602340514,324.967690701707,786.458517660022,1848.67574225444,106.943910532578,569.72010671908,171.081851755234,2382.50960123984,2861.76344235508,1986.791634772,269.141226867977,605.756551759863,865.207489565364,1817.99724972289,2389.5024586721,0,1574.38019550552,1524.90589873605,1990.73102150944,916.118442124161,793.980478349436,3106.49545307892,1820.00686811891,2073.83147820646,1511.31366697982,1503.90990421634,3508.38538362022,1114.15618294744,2554.91878540199,520.271083186448,659.549088392972,3189.13985268756,1095.55693599192,2789.14485102513,2476.71980651829,728.093400601873,1170.45290379408,688.867186038064,118.532695911297,3228.98265712283,2321.90998964215,673.979970028784,1102.3815129074,1204.5455574614,915.295034401477,631.601931599326,814.768678828537,1182.38783823245,2008.95918325883,1651.60891254558,937.452932151796,1367.36900652311,1683.16517311879,1265.26558476867,30.886890422961,491.636044244114,1541.27382382236,3071.74217668085,2807.39167199734,1918.09410613765,2158.50411164769,1442.89881835145,2045.07065892599,987.008105336527
"OAKPILE",1892.19052951863,680.213201871296,1513.19033832496,1193.55980160191,1560.97405487727,1892.83940153411,1290.77496102148,1766.02831234383,378.609297297359,709.986619592229,1736.33406923898,1044.42567950046,1563.52326493724,1586.81977552588,987.410755460968,1032.20395271477,1857.82345770528,825.307821361218,2309.40035507055,976.951380571213,1934.91291793714,1796.4275660321,2369.00021105951,1605.35914984778,1166.29413099784,304.384625104488,379.722266926763,1388.30292083536,1853.74027306956,134.836938559135,1074.93627718112,1536.63788837839,1905.24985238157,598.347724989408,1076.87000143936,1470.6954137414,984.647144920453,1290.13642689446,443.112852442806,1672.46195771384,886.842714352438,2182.35881559381,318.698917475413,929.224407772418,1177.51348187611,247.987902930768,1614.11554728898,975.513198270531,1460.78369377537,1492.56859138868,762.307680664441,1790.94081420911,339.835254204151,1791.4558325563,945.402030884216,997.409143731899,1973.5807558851,2088.47528115609,1797.64985467137,1701.49346163892,622.974317287639,1658.87311148261,1010.27224053717,1498.22361481856,835.407086395609,1287.52514538552,683.591983569146,1323.29437390174,1980.43682050198,2129.55511785913,565.742874458,905.63624044094,1574.38019550552,0,67.8011799307357,485.898137473277,680.026470073041,1733.59799261536,1643.20570836399,898.614489088619,1658.01930024955,560.330259757583,434.006912387349,1989.10055050015,1504.0162898054,1076.57837615289,1339.69586100727,915.051911095759,1724.20010439624,659.025037460642,1345.23232194294,1216.22695250516,848.248194810929,2049.9085345449,2213.26026485816,1480.10979322481,1725.50108664121,849.372121040007,1098,515.247513337037,1968.18317236989,1516.0395773198,1929.68080261996,2082.86461393918,645.600495662759,435.543338830937,180.013888353093,827.923305626795,290.373896898464,904.179185781226,2019.51726905219,1545.12944441558,1994.52575816909,687.536180866142,1733.52617517014,1559.52460705178,368.024455709128,1019.57883461751,407.835751252879,582.601922413581,601.827217729474
"OLDCOLEPARK",1830.17485503435,617.456881085635,1555.95629758679,1233.01987007509,1614.22582063353,1829.99071035894,1238.5963830078,1726.1868380914,399.644842328786,652.418577295282,1693.38270925388,1111.70139875778,1521.07396269872,1545.00291261861,966.592468416757,986.765422985625,1794.17195385504,796.492310069595,2268.02667532814,950.844361607093,2000.97101428282,1732.08689158483,2328.60322940599,1562.34855266039,1132.08877743753,313.75308763421,320.814588196983,1336.39066144597,1791.07230451481,115.801554393713,1066.79191972943,1493.43396238334,1863.06038549479,565.742874458,1088.76627427561,1538.39981799271,923.506903060286,1354.92767334644,381.748608379913,1606.35363478905,837.086017085461,2114.61698659592,322.552321337175,917.139574983001,1145.5989699716,278.64852413031,1567.08710670467,1043.23774855016,1393.04702002481,1454.25788634616,794.07052583508,1724.12586547502,352.200227143595,1796.37885759102,898.479827263807,1013.15546684603,1992.45225789729,2021.51725196695,1755.15070577999,1636.05164955144,596.395841702472,1611.31157756655,964.330337591844,1453.73484514887,870.867383704316,1339.32818980263,669.764884119793,1270.88827203653,1920.64390244522,2066.58026701118,539.725856338197,925.984881086079,1524.90589873605,67.8011799307357,0,504.800950870737,641.810719760897,1668.21731198306,1664.85554928949,854.957893700035,1604.74826686306,503.397457284003,377.132602674444,2021.19420145616,1436.21516493874,1097.42425706743,1307.83791044609,866.787747952173,1746.43093192946,591.943409457357,1362.33219150103,1209.0595518832,797.211389783162,1982.73195364376,2170.48750284354,1428.51531318359,1789.93994312658,866.833317310773,1069.12347275701,453.476570508334,1900.60411448571,1448.91166052317,1868.48200419485,2020.17870496647,577.800138456197,484.641104323601,169.499262535269,762.167960491649,290,852.045186595171,1951.84656159238,1495.96925102089,1952.14753540812,631.256683132939,1739.68330451263,1555.00803856443,400.910214387212,996.759750391236,345.752801868618,593.248683100098,545.770098118246
