"","ARTHURS","ASHTREE","ATCOMBECORNER","ATCOMBEWEST","BAMBOO","BANK","BEECH","BENCH","BEND","BOG","BOUNDARY","BOUNDARYCOURT","BOX","BOXER","BOXWOOD","BRACKEN","BRAMBLE","BREAKHEART","BUCKHOLT","BULLPEN","BUNGALOW","BUSH","CARPARK","CARTON","CEDAR","CHAIN","CHERRIES","CHESNUT","CLAY","COLEPARK","COLLIERSWOOD","COMPLEX","CORRAL","CULDESAC","DAM","DARKWOOD","DEN","DINGLE","DOLINE","EARTH","FERN","FIELDFARM","FOREST","FORK","FOX","GIANTBEECH","GROUNDSTUMP","GULLY","HEDGE","HOGARTHS","HOLLOWTREE","HOLLYWOOD","HONEYWELL","HOPPER","HUNTINGGATE","HURDLES","INCHBROOK","JACKSMIREY","JACOBS","JUNCTION","KENNEL","LARCH","LAURELS","LEBANON","LINSEED","LISTERS","MAID","MANSION","MEAD","MRSMACKS","NEEDLES","NETTLE","NEWFENCE","OAKPILE","OLDCOLEPARK","OLDOAK","OLDPONDDRAIN","OPEN","PARKMILL","PEGLARS","PEN","PONTINS","POPLAR","PRIORY","PYLON","QUARRY","RABBIT","RUSTYTRAP","SANDY","SAPLING","SCOTLANDBANK","SCRUB","SEPTICTANK","SINGLE","SPUR","STONEYTRACK","STREAM","STUMP","SYCAMORE","TAXUS","THICKET","THISTLEWOODBANK","TIP","TODDS","TOP","TOPOAK","TRACKSIDE","UTES","VINE","WALL","WASPNEST","WATERBUTT","WEST","WINDFALL","WINDSOREDGE","WOODFARM","WOODMANS","WOODRUSH","WYCHELM","XMASTREE","YEW"
"CLAY",59.464274989274,1173.65966106022,3254.53836972312,2922.84005720464,3377.61469087284,41.1096095821889,719.886796656252,973.495249089588,1834.53100273612,1528.44038156547,869.508481844772,2876.30665958969,879.546474042162,897.027312850618,1404.04309050684,1009.3136281652,72.9451848993475,1340.33577882559,1153.98483525565,1327.46713706969,3777.5157180348,139.51702405083,1224.33042925511,861.058070051027,1143.72418003643,1770.89158335568,1475.83535667093,666.285224209572,0,1748.15617151329,2347.60665359425,860.026162392749,932.395838686553,1850.56234696375,2571.86313788273,3279.90640110354,871.436170927051,3141.57174038729,1573.69628581884,342.461676688064,1057.64691650853,911.243655670644,1743.92775079703,2209.18469123792,1184.27235043296,2028.42919521486,735.03333257751,2769.43044686087,800.689702693871,2092.10372591801,2471.68282754887,995.233640910515,1783.60786048952,3076.52807560731,1046.84000687784,2544.86148935458,3429.37457854927,507.684941671506,894.343334519803,269.453149916641,1914.5600016714,713.684103788224,1015.88828125931,829.053074296212,2561.60301373964,3099.12568315646,2057.46859028273,693.628863297945,226.823720099993,276.669477897364,1902.534099563,2509.76094479136,662.529999320785,1853.74027306956,1791.07230451481,2165.80054483325,1320.48665271558,249.104395786184,3164.6225683326,1766.23356326393,1751.37117710667,1581.10878816102,1626.36189084718,3604.81483574399,729.538210102802,2658.0910443399,1162.83274807687,1052.57636302551,3244.68380585844,1225.22038833836,2850.34822434032,2456.64914059782,1076.24997096399,525.960074530377,1049.29881349404,628.652527235833,3577.50821103181,2439.91229350565,1255.58153857087,1338.54734693996,591.543743099359,533.146321379038,125.399362039845,229.124420348421,1280.09726192973,2257.14443489999,1869.40899751766,1042.15162044685,1731.41560579775,1611.60075701149,645.03100700664,679.823506507387,957.548954362126,1556.38202251247,3045.00016420361,2748.85612573667,2135.88225330892,2124.39591413653,1584.3866321072,2186.96959283846,1266.2878819605
"COLEPARK",1784.50945640532,580.007758568797,1647.02458998037,1328.17619313102,1688.17919664946,1787.80088376754,1165.40336364711,1632.00765929575,296.947806861745,721.734023030645,1603.44161103546,1132.75328293499,1430.46845473782,1453.49922600599,855.467708332699,901.13705949761,1755.7064105368,690.774927165137,2175.77319590071,843.06642680159,2031.00098473634,1697.19916332763,2235.05726995977,1472.5369265319,1031.47709620718,203.924005453012,275.070899951267,1262.48722765817,1748.15617151329,0,1182.07148683995,1403.93197840921,1771.99209930519,671.438009052213,1202.5614329422,1550.0425800603,876.760514621866,1393.83822590715,445.818348657836,1582.86891434509,759.663741401418,2121.41580082736,209.442116108485,1031.72331562294,1042.71424656998,381.293849937289,1483.6239415701,1045.62182456182,1401.722511769,1551.67135695675,896.688351658479,1746.65966919718,243.501540036198,1911.82870571607,815.541537875294,1125.56563558062,2103.76139331437,2004.99625934813,1664.54438210581,1607.78885429648,705.87959313186,1528.74621831094,879.577739600088,1366.19215339571,970.216470690948,1416.35094521097,784.189390389847,1198.14565057843,1866.82002346236,2024.65602016738,649.801508154606,1036.25575993574,1445.89072892802,134.836938559135,115.801554393713,615.293425935951,546.07417078635,1639.49534918523,1774.68926857633,947.7578804737,1679.01548533657,576.639402052964,453.657359689006,2123.71184486031,1439.74720003201,1207.52722536595,1204.91078507913,786.374592671966,1855.95501023058,584.199452242126,1474.31780834391,1324.44139168179,722.584251143076,1968.8494101886,2080.18124210368,1353.83086092761,1829.82102949988,978.43650790432,963.537752244301,414.575686696651,1893.30874397178,1435.55738303977,1819.6277091757,1977.05235135542,588.622969310577,567.902280326466,285.271800218669,739.979729452098,175.641680702503,931.485372939371,1946.6907818141,1416.38201061719,1861.32479701959,704.006392016436,1854.95013410064,1670.64059569975,502.259892884152,1107.20007225433,408.765213784148,707.051624706428,485.309179801907
"COLLIERSWOOD",2402.07098146579,1390.37908499804,1104.01132240571,838.246383827571,1377.88243330119,2377.03029008887,2051.77094238124,2632.81598293538,1452.65859719344,834.693356868257,2573.99456098881,1516.0742066271,2414.60328004416,2442.82561800878,1999.18083224105,1892.44735725991,2318.45552038421,1808.89938913141,3142.7201593524,1966.61384109845,2137.65104729467,2238.2314446902,3210.9391149631,2448.76009441513,2103.3235604633,1377.53185081144,1247.61732915185,2143.48897827817,2347.60665359425,1182.07148683995,0,2381.7321427902,2743.5949045003,573.428286710727,318.636156140511,1903.96034622573,1646.25939632854,1546.57427884987,920.86318202,2048.28928620935,1722.99564712161,2240.17543955825,1388.67742834684,158.902485820707,2128.44215331308,865.864885533534,2413.62486728986,1589.25705913172,1637.9087276158,720.295078422725,620.000806451088,1776.03744329899,1414.2135623731,771.047339662099,1801.15990406182,372.022848760664,1082.50311777842,2352.22979319623,2637.22600472542,2107.88424729633,514.533769542875,2449.36644869648,1868.10117499026,2332.5286707777,665.8235501993,1152.47255932625,401.06109260311,2077.98845040101,2541.93666325501,2588.03496885185,559.379120096558,445.808254746365,2346.66593276504,1074.93627718112,1066.79191972943,645.657029699205,1626.18203163115,2138.61684272803,828.205892275586,586.409413294159,1154.38121952845,837.081835903754,868.724352139388,1287.02486378469,1710.16519669885,463.729446983907,2284.63585719913,1761.93756983612,904.991712669238,1253.18554093159,531.023539967862,142.800560222991,1677.11567877711,2297.25858361657,3034.3475410704,2231.60861263798,1871.72487294474,420.743389728229,2069.41634283679,1299.93538300948,2173.452783016,1846.20908891707,2459.22996078041,2554.8567474518,1164.48787026744,877.4884614626,898.966628969062,1410.96598116326,1356.73320885132,741.838257304111,2200.06954435536,2323.43732431069,2827.49305923109,811.676043751446,725.424703191172,491.492624563177,792.970365146138,239.426397876258,937.064565544979,531.060260234185,1427.3009493446
"COMPLEX",845.854006315511,991.621903751627,3049.13184365649,2726.154250955,3084.79237550925,893.150043385768,360.138862107382,252.63412279421,1348.24812256498,1575.03174571181,200,2415.54238215768,35,65,706.724840372829,508.520402737196,922.312311530102,757.406759938146,776.423853317246,656.190521114105,3302.17504078751,935.79912374398,839.72971842135,69.065186599328,423.709806353358,1327.09080322335,1194.35714926483,301.444853994889,860.026162392749,1403.93197840921,2381.7321427902,0,370.595466782852,1811.49772288016,2514.04634006615,2765.26978792305,762.46573693511,2719.06233838064,1466.94546592571,1022.81425488698,670.666832339277,1725.04202847351,1299.36176640688,2224.28820075097,442.377666705723,1771.08159044128,139.588681489582,2268.97553975357,1312.82177008153,2386.35894198672,2281.84245731383,1654.27476556949,1320.85124067777,3152.69947822497,599.543993381637,2456.91941259782,3426.03225320486,1358.3096112448,262.322320819255,975.089739459912,1873.86792490826,181.60396471443,531.90412669954,53.9073278877742,2362.09335124588,2816.82889079191,2007.40080701389,346.623715287919,794.40669684992,1057.83599863117,1838.22659103822,2387.70622146025,197.496835417685,1536.63788837839,1493.43396238334,1978.28739064879,859.378845445942,984.586207500389,3115.7434104881,1880.87745480667,2199.1789376947,1545.25661299345,1521.69970756388,3502.86125902811,1273.48223387686,2556.1958062715,343.402096673856,635.23224099537,3198.46744551199,1130.97922173663,2800.53887671641,2516.07631044847,715.453003348228,1365.83783810524,677.073851215656,264.864116104843,3144.14535287413,2321.82966644842,537.643004232362,1100.89418201751,1395.9272903701,1082.58948821795,826.522836950075,1008.04811393108,1222.61686557973,1971.76519900317,1633.13961436247,992.877132378423,1304.52481770183,1752.51248212388,1457.24740521299,182.463695019037,459.156835950419,1590.48734669597,3106.54872809039,2853.94901846547,1893.02139449083,2206.82056361635,1456.8575771159,2042.24312950246,977.394495585073
"CORRAL",896.050221806791,1355.93842043066,3418.26534955963,3096.01033590006,3448.31567580464,953.286945258352,696.51202430396,159.012578118839,1701.73147117869,1927.92530975658,171.292148097921,2759.48147303076,342,318.509026559688,1028.916420318,879.101814353719,1004.47249837912,1111.21645056218,405.833709787642,992.500377833681,3636.67664221058,1046.52233612093,469.945741548958,301.537725666292,764.49264221443,1687.15411269984,1564.94728345718,612.458978218133,932.395838686553,1771.99209930519,2743.5949045003,370.595466782852,0,2175.66564526813,2882.50065047694,3094,1107.45699690778,3067.69180329446,1832.90207048822,1189.6428035339,1040.61952701263,1843.07704668036,1659.7837208504,2586.90799991032,770.87288186834,2141.00373656843,336.380736666058,2605.93572445676,1557.62704136773,2711.42766822204,2652.29900275214,1859.51606607741,1678.48532909883,3513.95290235939,970.11339543375,2826.40726010955,3793.63361435972,1435.56330407266,108.295890965447,1127.10824679797,2238.6143035369,310.697602179354,902.499307478959,414.797540976318,2732.32282133719,3182.05373933251,2373.59495280892,673.769248333582,779.939100186675,1043.54971132189,2204.34706886189,2757.95467692999,417.444607103745,1905.24985238157,1863.06038549479,2348.88271312128,1226.29564135244,1126.12299505871,3484.91405919859,2229.51676378537,2486.09432644862,1906.51330968341,1888.02886630475,3873.42174311035,1506.29213634009,2926.22111262973,630.030158008329,1005.59882657052,3567.64698365744,1490.56532899434,3169.25432870257,2876.33047475425,1085.1082895269,1457.81343113582,308.561177078388,535.471754623902,3488.26676158805,2691.91716068678,866.178388093353,1470.19896612669,1519.49004603518,1300.34649228581,851.855034615632,1002.50286782632,1580.52681090831,2339.87713352646,2003.67861694434,1342.45819301757,1666.92351354224,2095.54503650005,1575.44057330005,433.472029086076,89.4538987411952,1945.11722011811,3468.95085004097,3211.19354757698,2263.03181594957,2562.72511206333,1824.0068530573,2412.47300503032,1347.3978625484
"CULDESAC",1901.34820587919,820.015853505284,1421.59523071794,1095.2556779127,1598.40545544615,1883.64991439492,1488.13977838105,2061.78272376116,965.064246565999,334.079331895884,2005.37378062046,1400.89007420283,1844.01870923264,1871.96501035676,1438.84676043003,1319.31383681064,1831.17230210595,1244.52440715319,2576.98467205376,1401.45995304896,2198.24384452681,1754.998575498,2644.32864825838,1878.98962211078,1530.91149319613,875.334221883276,682.50494503703,1581.81067135103,1850.56234696375,671.438009052213,573.428286710727,1811.49772288016,2175.66564526813,0,727.992445015743,1833.231300191,1089.1510455396,1548.36946495337,347.437764211089,1581.62353295593,1149.95043371443,1913.28461029717,879.821004523079,414.692657277652,1556.8924176063,485.454426285311,1848.48072751652,1403.56474734869,1229.86381359889,896.47810904673,668.428754617873,1467.29581202974,914.77866175376,1343.53935558286,1227.89616824877,694.525017547964,1624.11729871952,1937.50896772118,2068.69644945797,1632.63835554602,65.0307619515564,1885.69562761332,1294.96331994385,1763.00028360746,757.860805161476,1327.08289115639,208.062490612796,1515.55402411131,2028.83464087145,2107.31037106545,67.8011799307357,663.256360693209,1784.69521207404,598.347724989408,565.742874458,419.453215507999,1058.73131624601,1664.80569436796,1331.00601050484,326.974005082973,1119.49274227214,277.00180504827,295.665351368739,1757.69650395055,1293.93083277276,807.530185194337,1712.13696881996,1188.75565193188,1413.01733888866,689.302546056519,1013.05972183282,712.261188048317,1104.07834866915,1887.66231090203,2469.83663427361,1671.54090587099,1950.80547466937,593.87288202106,1500.38395086058,726.803962564872,1777.59078530465,1387.89192662829,1953.81063565536,2069.07829721352,605.458503945564,642.739449543903,423.760545591493,857.674180560427,844.810629667975,398.647714153738,1815.71418455659,1760.38774137972,2260.54882716565,302.909227327264,1295.76888371345,1058.73745565178,497.973894898116,443.356515684612,364.485939372152,378.783579369539,854.110063165164
"DAM",2623.9146327577,1530.70343306599,787.931469101216,522.18962073178,1060.18536115153,2603.77610404581,2204.6453229488,2760.35885348264,1435.68798838745,1043.52958750579,2711.31499461055,1281.32587580209,2545.27523069707,2572.12013716311,2054.04016513797,2010.62428116245,2548.93409094861,1876.64061556815,3286.79676889217,2033.4800220312,1836.00245097876,2470.94657975441,3352.41778422678,2582.55784059138,2196.58302825092,1377.65053623914,1333.13540197536,2300.02782591863,2571.86313788273,1202.5614329422,318.636156140511,2514.04634006615,2882.50065047694,727.992445015743,0,1641.02467988754,1812.8963015021,1268.86445296572,1053.85008421502,2289.54143880385,1844.17813673192,2532.10209114878,1394.43034964103,388.032215157453,2215.94878099653,835.610555222946,2561.46403449277,1381.77024139326,1901.7297389482,1033.45343388079,416.941242862828,2069.30374764074,1409.79750318973,725.827114401219,1918.43946998596,98.3869910099908,913.635594753182,2617.99312451351,2774.59366394433,2344.76032890357,662.978129352696,2600.55397944361,1986.48357657445,2467.81705156602,424.859976933578,842.332475926222,520.277810405172,2233.26868065623,2754.76623327643,2823.12628127046,686.186563552508,210.380607471316,2501.87329815081,1076.87000143936,1088.76627427561,593.177882257928,1706.10814428629,2376.40000841609,604.956196761385,851.754072488063,1472.84384779922,1004.6815415842,997.976452628017,1032.9811227704,1971.60898760378,147.648230602334,2376.66068255441,1880.95215250149,687.474363158365,1411.07228730494,287.271648444465,347.570136806947,1798.96914926299,2564.7241567077,3181.84160510859,2390.93705479672,1568.87634949348,239.006276068224,2146.63760332293,1413.49389811205,2445.24436406671,2090.64320246186,2677.81347371321,2786.8107219544,1331.00601050484,762.619826650212,922.05531287445,1584.005050497,1367.18396713829,1001.53931525427,2475.82733646755,2476.44907074626,2969.08403383939,1015.49446084161,664.386935452527,569.527874647062,730.600437996036,542.005535027088,1059.63814578374,495.552217228417,1538.55419144078
"DARKWOOD",3311.13303870442,2128.0143326585,1232.12418205309,1206.11939707477,937.601727814108,3320.41925063688,2629.98878324604,2936.29783911646,1452.75255979812,2099.42182516997,2946.3735336851,435.99311921176,2781.41978133471,2795.53715768544,2065.88019981799,2331.36011804268,3293.90178967133,2018.33248004386,3462.51599274285,2109.46936455593,551.290304649012,3239.78533239473,3505.41367031054,2826.17922290855,2341.97971810176,1509.51018545752,1824.34426575688,2719.22819932421,3279.90640110354,1550.0425800603,1903.96034622573,2765.26978792305,3094,1833.231300191,1641.02467988754,0,2413.52377241244,390.554733680185,1878.05271491511,3132.54561020267,2236.25691726152,3649.01973137992,1536.78430496931,1861.01719497698,2327.9727232079,1391.71153620282,2879.62844825509,510.545786389429,2928.01400269876,2596.18566362269,1289.40063595455,3241.72608343148,1499.02134741304,2191.30942589129,2266.50832780292,1553.90411544599,2056.81404118117,3554.80097895789,2997.7838481118,3155.68138442397,1806.25856399354,2927.50491032893,2316.15824157159,2744.18312071188,1238.22453537313,914.768823255362,1740.34622992093,2662.77242737715,3374.08787674536,3556.09336210398,1767.38507405715,1461.22209126471,2869.22707362105,1470.6954137414,1538.39981799271,1420.12182576003,1976.52447493068,3187.07593257519,1777.5404355457,2149.51366592539,2934.9577509736,1960.06453975373,1847.89420692852,1774.16571942984,2973.5500668393,1507.93169606584,2464.10429974058,2250.09799786587,1816.84479249054,2128.13462919995,1690.84387215378,1981.04543107926,2210.85503821485,3517.93689539764,3390.48816544167,2802.70048346233,495.613760906616,1483.83624433426,2231.80487498347,1963.68149148481,3438.61745473381,2984.15096803094,3339.45519508797,3506.73067115226,2115.50679507299,1192.82731357058,1532.09007568093,2289.90698501053,1548.4941071893,2230.01816136102,3490.19555326059,2838.3407124586,3179.72105694823,2069.72389462943,2127.58642597663,2179.38156365516,1340.3182457909,2036.20922304168,1848.7609364112,1495.87766879515,2017.37874480723
"DEN",908.088652059919,308.765283022557,2431.2739458975,2099.83927956403,2526.94479559804,911.184394071804,410.962285374218,1014.0700173065,982.043278068742,821.455415710433,941.99469212942,2005.80482599878,797.173130505538,826.941956850661,762.502459012428,383.60005213764,880.977865783244,607.586207875064,1500,683.18372345951,2906.43183302138,826.540985069706,1569.53623723697,824.701157996034,644.003105582574,909.472374511728,605.419689141343,498.62310415784,871.436170927051,876.760514621866,1646.25939632854,762.46573693511,1107.45699690778,1089.1510455396,1812.8963015021,2413.52377241244,0,2270.41361870475,762.714232199715,739.697911312449,286,1380.74907206197,883.563806411286,1492.08578841835,687.898248289673,1172.74720208577,772.567796377768,1903.73947797486,737.878716321321,1627.70175400778,1645.6539733492,1124.67639790297,926.374654230134,2413.64206128415,336.732831782112,1768.27175513268,2713.07519247071,1172.4849679207,1004.15387267092,750.744963353068,1153.75430660085,805.641359414969,367.314579073578,709.661891325721,1733.12232690021,2249.36190952012,1294.11745989303,434.504315283519,998.328603216396,1148.00566200694,1126.7462003486,1714.70959640401,701.439234716736,984.647144920453,923.506903060286,1335.35800443177,505.65007663403,780.773974976113,2417.71317570964,1122.1595252013,1482.28000053971,813.44944526381,818.625677584084,2831.71626403494,737.032563731074,1875.58124324168,792.699817080842,310.757139901885,2500.08159866833,402.004975093593,2099.68092814123,1775.49598704137,273.40263349134,1145.87477500816,1390.22767919503,585.498932535321,2706.38725979857,1645.74755050706,693.860216470148,470.057443298157,1097.90209035232,640.682448643632,945.064018995539,1100.29314275787,483.911148869294,1398.32185136327,1016.08710256552,236.019067026374,867.643359912355,990.580637807947,1158.15715686603,679.400471003664,1188.10816005951,839.871418730272,2370.92745565949,2106.16357389449,1286.04354514145,1457.28000054897,763.216876123687,1375.22252744783,396.275156930131
"DINGLE",3178.33179514034,1969.48978164397,853.862401092822,816.742921609976,593.150908285573,3181.03835248807,2537.1243564319,2913.95881920112,1371.61547089554,1842.45624100004,2910.06872771074,321,2739.4205591694,2757.10445939214,2045.65881808282,2249.63308119346,3147.39257163767,1961.65567824733,3453.85842211287,2075.54571137328,655.734702452143,3086.53916223333,3503.13488178802,2783.91989827294,2303.67402207864,1404.45363042003,1665.86223920227,2631.27212579771,3141.57174038729,1393.83822590715,1546.57427884987,2719.06233838064,3067.69180329446,1548.36946495337,1268.86445296572,390.554733680185,2270.41361870475,0,1651.11992296138,2959.82043374256,2132.1749459179,3423.56919018734,1432.68454308686,1519.47425118032,2297.26141307427,1155.41248045882,2821.27010404888,506.685306674666,2709.22590420216,2253.14469131479,947.1351540303,2997.16816345029,1404.24072010464,1800.84480175278,2174.67905678056,1186.17072970125,1673.75774830171,3369.47251064614,2965.89632320484,2990.80524273982,1512.4579332993,2868.59129190619,2231.47350421196,2691.16517516112,884.364743756783,526.407636722721,1427.97829115151,2570.22956173179,3258.47111388148,3417.89306444775,1480.78121273874,1100.80379723182,2798.8149277864,1290.13642689446,1354.92767334644,1128.92559542248,1884.51585294473,3023.02001316564,1388.47146171608,1849.81080113616,2619.87022579364,1713.42522451375,1612.96311179146,1411.99327193864,2761.2846647892,1131.06189043748,2445.96831541212,2152.28715556266,1429.72235066813,1942.96731830466,1302.80696958529,1613.46459521119,2100.56397188945,3328.18403938244,3372.32279000691,2719.51264016184,435.983944658516,1131.44907088211,2202.74192768922,1803.88580569835,3238.23547630496,2796.24390924683,3213.22392621492,3370.58110716832,1914.93185257335,933.514863298919,1309.56519501703,2116.80159674921,1435.48911524957,1946.58675635072,3285.91935384909,2768.19092549629,3155.92981544267,1811.30063766344,1737.20609024951,1795.78645723816,1078.72610054638,1697.88132683059,1626.44950736259,1186.82475538725,1878.30774901239
"DOLINE",1620.42216721446,477.611767024222,1682.41374221682,1350.39327604961,1810.34057569287,1609.5247745841,1150.86098204779,1716.35689761774,734.329626257854,275.960142049536,1662.14590213976,1443.56364598171,1499.11507230099,1526.78813199474,1106.4813599876,972.136821646007,1563.36975792677,908.636340897721,2235.7488678293,1063.83316361166,2306.30548713738,1492.31263480546,2302.32165433069,1534.81757873697,1184.73499146434,634.461188726308,354.189214968497,1246.18136721747,1573.69628581884,445.818348657836,920.86318202,1466.94546592571,1832.90207048822,347.437764211089,1053.85008421502,1878.05271491511,762.714232199715,1651.11992296138,0,1338.43191832831,802.902858383254,1775.3650328876,629.631638341022,762.1213814085,1211.68023834673,495.767082408665,1508.6875090621,1399.35306481245,1058.2891854309,1137.37680651577,898.109124772708,1364.32327547396,673.78705835004,1690.77644885419,880.596388818396,1006.00198806961,1961.49177923335,1729.37214040241,1725.49413212564,1380.10180783883,407.946074867745,1547.21071609526,947.785313243458,1419.16207671992,987.920037249979,1532.16317668844,540.693073748869,1179.41892472522,1735.3722943507,1840.80471533512,371.44582377515,952.648938486786,1448.07803657123,443.112852442806,381.748608379913,592.773143791113,720.017360901805,1412.74803132052,1658.64161288688,531.173229747132,1233.37301737958,135.074053763112,56.0089278597618,2069.00217496261,1110.38822039861,1112.87016313674,1365.79500658042,841.546790143008,1741.24122395491,361.697387328137,1341.11334345759,1059.31345691443,757.053498770067,1685.06676425594,2129.72204759213,1337.16865054487,2077.36202911288,883.450055181389,1158.06433327342,380.138132788596,1589.6729223334,1159.60726110179,1668.00029976016,1798.80905045533,293.86561554561,720.506072146516,346.216695149151,542.210291307718,593.727210088943,490.20505913342,1635.94040233744,1422.80005622716,1918.56717370021,259.478322794025,1642.48896495532,1404.73556230345,582.200137409809,774.758026741253,37.0540146272978,617.002431113525,507.19720030773
"EARTH",401.855695492798,1004.95422781339,3000.48596064038,2671.01516281731,3147.88071565617,357.561183575622,766.407854865802,1194.6635509632,1719.20912049698,1250.54947922903,1090.3893799923,2714.2358040524,1050.4027798897,1074.39378255833,1416.19243042745,999.044543551488,289.110705439975,1307.12661972741,1463.008202301,1334.91610223265,3607.31271170105,206.729291586848,1535.15634382951,1045.14353081287,1196.6357006207,1642.26703066219,1308.22398693802,755.438945249714,342.461676688064,1582.86891434509,2048.28928620935,1022.81425488698,1189.6428035339,1581.62353295593,2289.54143880385,3132.54561020267,739.697911312449,2959.82043374256,1338.43191832831,0,990.895049942223,711.632629943287,1617.34226433368,1916.64524625712,1241.88123425713,1818.30827969297,925.212408044769,2625.79683143993,459.930429521683,1755.23958478608,2226.60279349506,675.912716258542,1661.77284849645,2761.01883369165,1006.52372053519,2270.436081461,3125.6567309927,432.90645640831,1129.32280593283,73.3552997403732,1643.75788971491,919.54390868517,997.375054831431,979.122566382779,2317.32302452636,2870.02508699837,1784.61452420404,752.016622156718,568.662465791439,541.776706771341,1638.5762112273,2244.87416128388,838.027445851268,1672.46195771384,1606.35363478905,1928.44496939892,1239.27599831515,95.9009906101079,2872.56888516185,1462.46538420573,1409.00993608988,1323.70125028271,1387.18311696762,3320.73034135565,387.713811979919,2385.1960087171,1264.98853749747,999.050048796355,2951.2812471874,1017.01769896104,2562.05483938186,2150.48947916515,995.072861653859,409.499694749581,1353.79318952342,759.907889154995,3393.46622202137,2175.42731434539,1293.0943507726,1168.86483393077,389.486841883009,203.246156175215,467.851472157564,513.219251392619,1052.81384869311,2047.98168937127,1659.41736763239,844.767423614334,1598.67194883753,1306.90512279966,452.770361220785,844.037913840368,1231.52750679796,1280.44874946247,2732.23900857886,2431.19764725125,1916.89775418513,1819.04645350249,1355.06199120188,1936.29853070233,1124.84176664987
"FERN",1082.77467646782,341.32096331752,2390.46543585135,2064.26185354475,2447.37124278275,1098.72881094472,406.765288587903,916.284890195184,783.801633067959,946.04915305707,869.364135446132,1847.87580751521,701.365097506285,727.986950432492,478.600041788548,169.543504741408,1082.56454772914,323.878063474512,1446.22128320669,400.898989771738,2749.47304042065,1042.04510459001,1510.29003837011,739.497126431198,410.131686169211,731.333029474261,527.13660468611,503.190818676176,1057.64691650853,759.663741401418,1722.99564712161,670.666832339277,1040.61952701263,1149.95043371443,1844.17813673192,2236.25691726152,286,2132.1749459179,802.902858383254,990.895049942223,0,1657.67306788763,703.338467595794,1564.50759026602,447.615906777228,1110.8789312972,731.885920072247,1726.47733839747,1023.63323509937,1811.48364607578,1616.19336714392,1410.53925858162,738.047423950521,2493.48912169273,80.156097709407,1786.29476850827,2756.89045846947,1421.24487685972,932.378142171941,989.38870015783,1210.84309470715,775.248347305559,145.230850717057,626.162918097199,1698.28295640038,2174.36634447832,1341.2173574779,439.738558691412,1137.83654362127,1330.12217483959,1172.52078872829,1717.37619641126,687.852455109379,886.842714352438,837.086017085461,1310.27821473151,263.077935220725,1016.59234701034,2445.2372073073,1257.26130935458,1721.18854283893,892.896410565078,856.527874619384,2833.63459182725,1022.74385845137,1885.61846618026,583.168071828354,40.2243707222375,2527.95332235388,494.517947095957,2130.37649254774,1860.14031728792,45.8802789878178,1400.39458725032,1344.20720129004,594.226387835478,2566.11301387916,1651.29918549002,430.2859514323,430.685500104194,1364.56769711143,916.228137529076,1106.23776829396,1279.36898508601,588.457305163255,1321.12830565392,967.349471494144,415.202360301576,697.318435149968,1146.86442093213,1426.19073058269,658.88466365518,1128.35145234098,956.119239425711,2445.39178865064,2202.93281785896,1231.74672721303,1561.67762358305,790.098728008089,1371.89103065805,306.780051502701
"FIELDFARM",952.036238806066,1581.95448733521,3303.30516301476,2990.25433700881,3508.95112533646,893.573164323996,1477.00846307663,1874.28973213855,2313.20664878865,1591.21494462565,1769.34168548644,3216.61701170655,1750.57390589486,1772.71571324903,2109.16903068483,1692.49076806936,838.786027542185,1981.12215675864,2045.32344630379,2027.42990014452,4079.29528227609,800.456119971607,2112.57757254024,1740.79062497476,1903.94327646598,2224.50533827186,1860.8871540209,1466.55139698546,911.243655670644,2121.41580082736,2240.17543955825,1725.04202847351,1843.07704668036,1913.28461029717,2532.10209114878,3649.01973137992,1380.74907206197,3423.56919018734,1775.3650328876,711.632629943287,1657.67306788763,0,2202.97457997136,2144.19122281573,1949.64201842287,2270.19382432426,1617.00123685791,3157.85053477836,721.579517447661,1730.15519535098,2581.15419919074,464.225160886396,2250.86338990175,2840.89704142899,1686.91582481166,2540.11751696649,3251.86607965334,429.200419384697,1799.77693062224,751.032622460569,1964.69056087721,1604.38461722867,1687.73102122346,1684.06413179546,2669.83613729382,3239.85570666349,2088.40034476151,1463.41860040113,1095.72624318303,889.474563998319,1979.4910962164,2544.94970480754,1533.82430545353,2182.35881559381,2114.61698659592,2316.87569800367,1884.32958900507,740.456615879688,3055.58586853651,1685.18307610776,1262.02773345121,1711.53498357469,1811.08144488314,3520.39102941704,682.191322137712,2654.34153793365,1976.6195890965,1672.95965283087,3126.41200100051,1538.40046801865,2770.94063451385,2306.15914455182,1652.52685303447,392.230799402597,1946.47810159786,1465.89392522106,3844.38291537146,2480.14535864332,1995.99849699342,1729.65025366402,329.279516520539,741.464766526367,1004.9726364434,906.600794175695,1537.36983188822,2490.10923455177,2120.99622819089,1404.46609072629,2178.06909899571,1544.98996760497,269.258240356725,1543.51449620663,1868.39101903215,1623.13893428751,2827.88560589003,2513.03899691191,2345.91900968469,2001.03198375238,1802.62253397654,2291.87805085698,1722.22240143368
