tattoo,capture_date,primary_year,trap_season,has_live_capture,has_pm_record,sett,socg,where,comment,sex,age_fc,year_fc,modal_sett,differs_from_modal,culture_tested,culture_positive,culture_samples,ifn_tested,ifn_positive,dpp_tested,dpp_positive,hist_tested,hist_positive,tested_this_season,any_positive_test,Sett_Clean,SG_id,x,y,quarter_idx,previous_q,previous_year,previous_season,previous_sett,previous_SG,previous_x,previous_y,delta_q,distance_m,same_sett,same_SG,movement_type
039N,2010-01-26,2010,1,TRUE,FALSE,OLDOAK,OLDOAK,SETT,One whisker taken.,Female,Cub,2009,OLDOAK,FALSE,TRUE,FALSE,FAECES | OA | TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,OLDOAK,17,382624,201274,137,136,2009,4,OLDOAK,17,382624,201274,1,0,TRUE,TRUE,same sett
039N,2010-06-15,2010,2,TRUE,FALSE,OLDOAK,OLDOAK,SETT,,Female,Cub,2009,OLDOAK,FALSE,TRUE,FALSE,FAECES | OA | TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,OLDOAK,17,382624,201274,138,137,2010,1,OLDOAK,17,382624,201274,1,0,TRUE,TRUE,same sett
039N,2013-06-18,2013,2,TRUE,FALSE,OLDOAK,OLDOAK,SETT,Whiskers,Female,Cub,2009,OLDOAK,FALSE,TRUE,FALSE,FAECES | OA | TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,OLDOAK,17,382624,201274,150,138,2010,2,OLDOAK,17,382624,201274,12,0,TRUE,TRUE,same sett
039N,2013-08-13,2013,3,TRUE,FALSE,TOPOAK,OLDOAK,SETT,Whiskers,Female,Cub,2009,OLDOAK,TRUE,TRUE,FALSE,FAECES | OA | TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TOPOAK,17,382616,201525,151,150,2013,2,OLDOAK,17,382624,201274,1,251.127457678367,FALSE,TRUE,"different sett, same SG"
039N,2016-08-09,2016,3,TRUE,FALSE,NETTLE,NETTLE,SETT,Both bottom canines missing,Female,Cub,2009,OLDOAK,TRUE,TRUE,TRUE,FAECES | OA | TA | URINE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NETTLE,18,383024,201142,163,151,2013,3,TOPOAK,17,382616,201525,12,559.6007505355939,FALSE,FALSE,different SG
039P,2009-06-03,2009,2,TRUE,FALSE,MEAD,ARTHURS,SETT,Whiskers taken.,Male,Cub,2008,MEAD,FALSE,TRUE,FALSE,OA | TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,MEAD,4,380390,200637,134,131,2008,3,MEAD,4,380390,200637,3,0,TRUE,TRUE,same sett
039P,2009-11-04,2009,4,TRUE,FALSE,ARTHURS,ARTHURS,SETT,Old healed laceration on his nose.,Male,Cub,2008,MEAD,TRUE,TRUE,FALSE,OA | TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,ARTHURS,4,380534,200550,136,134,2009,2,MEAD,4,380390,200637,2,168.24089871371942,FALSE,TRUE,"different sett, same SG"
039V,2015-12-09,2015,4,TRUE,FALSE,WEST,WEST,SETT,,Male,Cub,2015,WEST,FALSE,TRUE,FALSE,FAECES | OA | TA | URINE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,WEST,1,380190,201400,160,159,2015,3,WEST,1,380190,201400,1,0,TRUE,TRUE,same sett
039V,2016-05-03,2016,2,TRUE,FALSE,WEST,WEST,SETT,,Male,Cub,2015,WEST,FALSE,TRUE,FALSE,FAECES | OA | TA | URINE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,WEST,1,380190,201400,162,160,2015,4,WEST,1,380190,201400,2,0,TRUE,TRUE,same sett
039V,2016-07-12,2016,3,TRUE,FALSE,WEST,WEST,SETT,Had collar removed and refitted on 12/07/2016 (info downloaded),Male,Cub,2015,WEST,FALSE,TRUE,FALSE,FAECES | OA | TA | URINE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,WEST,1,380190,201400,163,162,2016,2,WEST,1,380190,201400,1,0,TRUE,TRUE,same sett
039V,2017-06-13,2017,2,TRUE,FALSE,WEST,WEST,SETT,Misisng canine (not recent). * Body swab from LIMB - right shoulder,Male,Cub,2015,WEST,FALSE,TRUE,FALSE,FAECES | LIMB | OA | RUMP | TA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,WEST,1,380190,201400,166,163,2016,3,WEST,1,380190,201400,3,0,TRUE,TRUE,same sett
039V,2018-01-09,2018,1,TRUE,FALSE,WEST,WEST,SETT,One missing canine. Wound on neck (not sure if bite)? Lumps of scar tissue on neck both sides. Rectal swab taken.,Male,Cub,2015,WEST,FALSE,TRUE,FALSE,NECK | OA | RUMP | TA | URINE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,WEST,1,380190,201400,169,166,2017,2,WEST,1,380190,201400,3,0,TRUE,TRUE,same sett
039V,2018-05-22,2018,2,TRUE,FALSE,WEST,WEST,SETT,3 extremely large open wounds; 2 on neck/shoulders and 1 on the base of taill. Discharging. Sawbs taken. Anal swab taken. Missing bottom right canine.,Male,Cub,2015,WEST,FALSE,TRUE,FALSE,BODY | FAECES | OA | RUMP | TA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,WEST,1,380190,201400,170,169,2018,1,WEST,1,380190,201400,1,0,TRUE,TRUE,same sett
039V,2018-09-04,2018,3,TRUE,FALSE,WEST,WEST,SETT,Lost bottom right canine. Anal swab taken. Expected pre-scapular lymph node very swollen,Male,Cub,2015,WEST,FALSE,TRUE,TRUE,BODY | FAECES | OA | TA | URINE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,WEST,1,380190,201400,171,170,2018,2,WEST,1,380190,201400,1,0,TRUE,TRUE,same sett
039V,2019-01-09,2019,1,TRUE,FALSE,WEST,WEST,SETT,Anal swab taken. Swab taken neck,Male,Cub,2015,WEST,FALSE,TRUE,FALSE,BODY | OA | TA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,WEST,1,380190,201400,173,171,2018,3,WEST,1,380190,201400,2,0,TRUE,TRUE,same sett
039V,2019-05-21,2019,2,TRUE,FALSE,WEST,WEST,SETT,Anal swab taken. PAXgene blood tube taken. WB and Serum DPP OD values invalid.,Male,Cub,2015,WEST,FALSE,TRUE,FALSE,FAECES | OA | RUMP | TA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,WEST,1,380190,201400,174,173,2019,1,WEST,1,380190,201400,1,0,TRUE,TRUE,same sett
039W,2005-09-28,2005,3,TRUE,FALSE,TOP,TOP,SETT,,Female,Cub,2005,TAXUS,TRUE,TRUE,FALSE,OA | URINE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TOP,12,381795,200962,119,118,2005,2,TOP,12,381795,200962,1,0,TRUE,TRUE,same sett
039W,2006-01-10,2006,1,TRUE,FALSE,YEW,YEW,SETT,,Female,Cub,2005,TAXUS,TRUE,TRUE,FALSE,FAECES | OA | URINE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,YEW,11,381619,201268,121,119,2005,3,TOP,12,381795,200962,2,353.0042492662093,FALSE,FALSE,different SG
039W,2006-05-16,2006,2,TRUE,FALSE,TAXUS,YEW,SETT,'Other' sample is a swab.,Female,Cub,2005,TAXUS,FALSE,TRUE,FALSE,FAECES | OTHER | TA | URINE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TAXUS,11,381737,201220,122,121,2006,1,YEW,11,381619,201268,1,127.38916751435343,FALSE,TRUE,"different sett, same SG"
039W,2006-08-01,2006,3,TRUE,FALSE,YEW,YEW,SETT,,Female,Cub,2005,TAXUS,TRUE,TRUE,FALSE,FAECES | TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,YEW,11,381619,201268,123,122,2006,2,TAXUS,11,381737,201220,1,127.38916751435343,FALSE,TRUE,"different sett, same SG"
039W,2006-11-07,2006,4,TRUE,FALSE,TAXUS,YEW,SETT,,Female,Cub,2005,TAXUS,FALSE,TRUE,FALSE,FAECES | OA | TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TAXUS,11,381737,201220,124,123,2006,3,YEW,11,381619,201268,1,127.38916751435343,FALSE,TRUE,"different sett, same SG"
039W,2007-05-22,2007,2,TRUE,FALSE,TAXUS,YEW,SETT,,Female,Cub,2005,TAXUS,FALSE,TRUE,FALSE,FAECES | TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TAXUS,11,381737,201220,126,124,2006,4,TAXUS,11,381737,201220,2,0,TRUE,TRUE,same sett
039W,2007-08-22,2007,3,TRUE,FALSE,YEW,YEW,SETT,Two swabs taken from open (old) wound on neck.,Female,Cub,2005,TAXUS,TRUE,TRUE,FALSE,FAECES | NECK | OA | TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,YEW,11,381619,201268,127,126,2007,2,TAXUS,11,381737,201220,1,127.38916751435343,FALSE,TRUE,"different sett, same SG"
039W,2008-05-20,2008,2,TRUE,FALSE,TAXUS,YEW,SETT,,Female,Cub,2005,TAXUS,FALSE,TRUE,FALSE,FAECES | OA | TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TAXUS,11,381737,201220,130,127,2007,3,YEW,11,381619,201268,3,127.38916751435343,FALSE,TRUE,"different sett, same SG"
039W,2010-05-24,2010,2,TRUE,FALSE,YEW,YEW,SETT,One whisker taken from each side.,Female,Cub,2005,TAXUS,TRUE,TRUE,FALSE,OA | RUMP | TA | URINE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,YEW,11,381619,201268,138,130,2008,2,TAXUS,11,381737,201220,8,127.38916751435343,FALSE,TRUE,"different sett, same SG"
039W,2011-05-17,2011,2,TRUE,FALSE,TAXUS,YEW,SETT,,Female,Cub,2005,TAXUS,FALSE,TRUE,FALSE,OA | TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TAXUS,11,381737,201220,142,138,2010,2,YEW,11,381619,201268,4,127.38916751435343,FALSE,TRUE,"different sett, same SG"
039W,2011-07-12,2011,3,TRUE,FALSE,YEW,YEW,SETT,Whiskers taken for Andy.,Female,Cub,2005,TAXUS,TRUE,TRUE,FALSE,FAECES | OA | TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,YEW,11,381619,201268,143,142,2011,2,TAXUS,11,381737,201220,1,127.38916751435343,FALSE,TRUE,"different sett, same SG"
039Y,2007-09-11,2007,3,TRUE,FALSE,RABBIT,CEDAR,SETT,,Female,Cub,2007,RABBIT,FALSE,TRUE,FALSE,FAECES | OA | TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,RABBIT,6,380856,201662,127,126,2007,2,CEDAR,6,381022,201589,1,181.34221791960084,FALSE,TRUE,"different sett, same SG"
039Y,2007-11-06,2007,4,TRUE,FALSE,RABBIT,CEDAR,SETT,,Female,Cub,2007,RABBIT,FALSE,TRUE,FALSE,FAECES | OA | TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,RABBIT,6,380856,201662,128,127,2007,3,RABBIT,6,380856,201662,1,0,TRUE,TRUE,same sett
040A,2015-06-09,2015,2,TRUE,FALSE,WOODRUSH,WOODRUSH,SETT,,Female,Adult,2014,WOODRUSH,FALSE,TRUE,FALSE,FAECES | OA | TA | URINE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,WOODRUSH,16,382713,200607,158,155,2014,3,WOODRUSH,16,382713,200607,3,0,TRUE,TRUE,same sett
040B,2006-12-12,2006,4,TRUE,FALSE,OPEN,JUNCTION,SETT,,Male,Cub,2006,OPEN,FALSE,TRUE,FALSE,FAECES | OA | TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,OPEN,4,380812,200417,124,123,2006,3,THISTLEWOODBANK,4,381109,200408,1,297.1363323459452,FALSE,TRUE,"different sett, same SG"
040E,2013-10-22,2013,4,TRUE,FALSE,CEDAR,CEDAR,SETT,,Male,Cub,2013,CEDAR,FALSE,TRUE,FALSE,FAECES | OA | TA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,CEDAR,6,381022,201589,152,151,2013,3,CEDAR,6,381022,201589,1,0,TRUE,TRUE,same sett
040E,2014-01-28,2014,1,TRUE,FALSE,CEDAR,CEDAR,SETT,Whiskers.,Male,Cub,2013,CEDAR,FALSE,TRUE,FALSE,FAECES | OA | TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,CEDAR,6,381022,201589,153,152,2013,4,CEDAR,6,381022,201589,1,0,TRUE,TRUE,same sett
040L,2011-12-06,2011,4,TRUE,FALSE,BOX,LARCH,SETT,Energetics badger,Male,Cub,2011,BOX,FALSE,TRUE,FALSE,FAECES | OA | TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,BOX,2,380621,201409,144,141,2011,1,WINDSOREDGE,999,383635,200531,3,3139.280172268796,FALSE,FALSE,peripheral -> core
040L,2012-05-30,2012,2,TRUE,FALSE,BOX,LARCH,SETT,,Male,Cub,2011,BOX,FALSE,TRUE,FALSE,OA | TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,BOX,2,380621,201409,146,144,2011,4,BOX,2,380621,201409,2,0,TRUE,TRUE,same sett
040L,2012-09-18,2012,3,TRUE,FALSE,LARCH,LARCH,SETT,Whiskers. Heavy water for Energetics. TX fitted for Energetics.,Male,Cub,2011,BOX,TRUE,TRUE,FALSE,OA | TA | URINE | FAECES,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,LARCH,2,380541,201242,147,146,2012,2,BOX,2,380621,201409,1,185.17289218457435,FALSE,TRUE,"different sett, same SG"
040L,2013-01-29,2013,1,TRUE,FALSE,BOX,LARCH,SETT,Whiskers x 2,Male,Cub,2011,BOX,FALSE,TRUE,FALSE,FAECES | OA | TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,BOX,2,380621,201409,149,147,2012,3,LARCH,2,380541,201242,2,185.17289218457435,FALSE,TRUE,"different sett, same SG"
040L,2013-05-21,2013,2,TRUE,FALSE,BOX,LARCH,SETT,,Male,Cub,2011,BOX,FALSE,TRUE,FALSE,FAECES | OA | TA | URINE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,BOX,2,380621,201409,150,149,2013,1,BOX,2,380621,201409,1,0,TRUE,TRUE,same sett
040L,2013-09-24,2013,3,TRUE,FALSE,LARCH,LARCH,SETT,Large abcess weeping on neck. NON UKAS 22/01/14.,Male,Cub,2011,BOX,TRUE,TRUE,TRUE,FAECES | OA | TA | URINE | L SUBM,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,LARCH,2,380541,201242,151,150,2013,2,BOX,2,380621,201409,1,185.17289218457435,FALSE,TRUE,"different sett, same SG"
040L,2013-12-10,2013,4,TRUE,FALSE,BOX,LARCH,SETT,Open abcess on neck.,Male,Cub,2011,BOX,FALSE,TRUE,TRUE,FAECES | OA | R SUBM | TA,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,BOX,2,380621,201409,152,151,2013,3,LARCH,2,380541,201242,1,185.17289218457435,FALSE,TRUE,"different sett, same SG"
040M,2018-12-11,2018,4,TRUE,FALSE,OLDOAK,OLDOAK,SETT,Anal swab takem. Hair taken for trace elements. Collar 27 present.,Female,Adult,2018,OLDOAK,FALSE,TRUE,FALSE,OA | TA | URINE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,OLDOAK,17,382624,201274,172,171,2018,3,OLDOAK,17,382624,201274,1,0,TRUE,TRUE,same sett
040M,2019-10-02,2019,4,TRUE,FALSE,XMASTREE,OLDOAK,SETT,2.5ml PAXgene sample. 4ml Phage sample. Collar 27 removed and collar 83 fitted. Anal swab.,Female,Adult,2018,OLDOAK,TRUE,TRUE,FALSE,OA | TA | URINE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,XMASTREE,19,382680,201174,176,172,2018,4,OLDOAK,17,382624,201274,4,114.61239025515522,FALSE,FALSE,different SG
040N,2010-01-26,2010,1,TRUE,FALSE,OLDOAK,OLDOAK,SETT,,Male,Cub,2009,OLDOAK,FALSE,TRUE,FALSE,FAECES | OA | TA | URINE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,OLDOAK,17,382624,201274,137,136,2009,4,OLDOAK,17,382624,201274,1,0,TRUE,TRUE,same sett
040N,2010-06-15,2010,2,TRUE,FALSE,OLDOAK,OLDOAK,SETT,,Male,Cub,2009,OLDOAK,FALSE,TRUE,FALSE,FAECES | OA | TA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,OLDOAK,17,382624,201274,138,137,2010,1,OLDOAK,17,382624,201274,1,0,TRUE,TRUE,same sett
040P,2008-12-09,2008,4,TRUE,FALSE,HEDGE,HEDGE,SETT,,Male,Cub,2008,HEDGE,FALSE,TRUE,FALSE,OA | TA | URINE | FAECES,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,HEDGE,999,381350,200278,132,131,2008,3,HEDGE,999,381350,200278,1,0,TRUE,TRUE,same sett
040R,2004-09-21,2004,3,TRUE,FALSE,MAID,KENNEL,SETT,,Female,Cub,2004,KENNEL,TRUE,TRUE,FALSE,FAECES | OA | URINE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,MAID,15,382606,200941,115,114,2004,2,KENNEL,15,382464,200922,1,143.26548781894402,FALSE,TRUE,"different sett, same SG"
040R,2004-11-09,2004,4,TRUE,FALSE,KENNEL,KENNEL,SETT,,Female,Cub,2004,KENNEL,FALSE,TRUE,FALSE,OA | URINE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,KENNEL,15,382464,200922,116,115,2004,3,MAID,15,382606,200941,1,143.26548781894402,FALSE,TRUE,"different sett, same SG"
040R,2005-01-19,2005,1,TRUE,FALSE,KENNEL,KENNEL,SETT,,Female,Cub,2004,KENNEL,FALSE,TRUE,FALSE,OA | URINE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,KENNEL,15,382464,200922,117,116,2004,4,KENNEL,15,382464,200922,1,0,TRUE,TRUE,same sett
040R,2005-06-08,2005,2,TRUE,FALSE,CULDESAC,KENNEL,SETT,,Female,Cub,2004,KENNEL,TRUE,TRUE,FALSE,OA | URINE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,CULDESAC,15,382399,200920,118,117,2005,1,KENNEL,15,382464,200922,1,65.03076195155643,FALSE,TRUE,"different sett, same SG"
040R,2005-08-02,2005,3,TRUE,FALSE,CULDESAC,KENNEL,SETT,,Female,Cub,2004,KENNEL,TRUE,TRUE,FALSE,OA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,CULDESAC,15,382399,200920,119,118,2005,2,CULDESAC,15,382399,200920,1,0,TRUE,TRUE,same sett
040R,2006-08-01,2006,3,TRUE,FALSE,WYCHELM,WYCHELM,SETT,,Female,Cub,2004,KENNEL,TRUE,TRUE,FALSE,FAECES | NECK | TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,WYCHELM,15,382074,201085,123,119,2005,3,CULDESAC,15,382399,200920,4,364.4859393721519,FALSE,TRUE,"different sett, same SG"
040R,2007-05-22,2007,2,TRUE,FALSE,WYCHELM,WYCHELM,SETT,,Female,Cub,2004,KENNEL,TRUE,TRUE,FALSE,FAECES | TA | URINE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,WYCHELM,15,382074,201085,126,123,2006,3,WYCHELM,15,382074,201085,3,0,TRUE,TRUE,same sett
040R,2007-08-21,2007,3,TRUE,FALSE,NEEDLES,KENNEL,SETT,,Female,Cub,2004,KENNEL,TRUE,TRUE,FALSE,FAECES | OA | TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NEEDLES,15,382440,200974,127,126,2007,2,WYCHELM,15,382074,201085,1,382.4617627946616,FALSE,TRUE,"different sett, same SG"
040R,2007-10-09,2007,4,TRUE,FALSE,POPLAR,WYCHELM,SETT,,Female,Cub,2004,KENNEL,TRUE,TRUE,FALSE,FAECES | OA | TA | URINE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,POPLAR,15,382132,201047,128,127,2007,3,NEEDLES,15,382440,200974,1,316.53277871335854,FALSE,TRUE,"different sett, same SG"
040R,2008-05-20,2008,2,TRUE,FALSE,POPLAR,WYCHELM,SETT,,Female,Cub,2004,KENNEL,TRUE,TRUE,FALSE,FAECES | OA | TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,POPLAR,15,382132,201047,130,128,2007,4,POPLAR,15,382132,201047,2,0,TRUE,TRUE,same sett
040R,2008-08-05,2008,3,TRUE,FALSE,TAXUS,YEW,SETT,,Female,Cub,2004,KENNEL,TRUE,TRUE,FALSE,OA | TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TAXUS,11,381737,201220,131,130,2008,2,POPLAR,15,382132,201047,1,431.223839786253,FALSE,FALSE,different SG
040R,2009-06-11,2009,2,TRUE,FALSE,POPLAR,WYCHELM,SETT,No samples taken. Collar fitted. Aerial cut back to TX.,Female,Cub,2004,KENNEL,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,POPLAR,15,382132,201047,134,131,2008,3,TAXUS,11,381737,201220,3,431.223839786253,FALSE,FALSE,different SG
040R,2009-10-28,2009,4,TRUE,FALSE,WYCHELM,WYCHELM,SETT,,Female,Cub,2004,KENNEL,TRUE,TRUE,FALSE,OA | RUMP | TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,WYCHELM,15,382074,201085,136,134,2009,2,POPLAR,15,382132,201047,2,69.33974329343886,FALSE,TRUE,"different sett, same SG"
040V,2015-12-09,2015,4,TRUE,FALSE,WEST,WEST,SETT,SWAB FROM EYELID,Male,Cub,2015,WEST,FALSE,TRUE,FALSE,FAECES | OA | TA | URINE | OTHER,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,WEST,1,380190,201400,160,159,2015,3,WEST,1,380190,201400,1,0,TRUE,TRUE,same sett
040V,2016-05-03,2016,2,TRUE,FALSE,WEST,WEST,SETT,,Male,Cub,2015,WEST,FALSE,TRUE,FALSE,FAECES | OA | TA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,WEST,1,380190,201400,162,160,2015,4,WEST,1,380190,201400,2,0,TRUE,TRUE,same sett
040V,2016-07-12,2016,3,TRUE,FALSE,WEST,WEST,SETT,Wound on snout sample taken,Male,Cub,2015,WEST,FALSE,TRUE,FALSE,FAECES | HEAD | OA | TA | URINE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,WEST,1,380190,201400,163,162,2016,2,WEST,1,380190,201400,1,0,TRUE,TRUE,same sett
040W,2005-08-02,2005,3,TRUE,FALSE,YEW,YEW,SETT,,Male,Cub,2005,TOP,TRUE,TRUE,FALSE,FAECES | OA | URINE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,YEW,11,381619,201268,119,118,2005,2,TOP,12,381795,200962,1,353.0042492662093,FALSE,FALSE,different SG
040W,2005-11-18,2005,4,TRUE,TRUE,TOP,TOP,SETT,"Badger caught in leg cuff 10.11.05, released 11.11.05.  Re-captured to assess injuries due to capture in leg cuff. All pads completely shed along with claws and terminal section of digital bones. What remains is pustulant/rotten. Euthanased due to injuries. | EUTHANASIA.  BADGER CAUGHT 10.11.05 IN LEG CUFF WHILST THESE WERE BEING TRIALLED - RELEASED 11.11.05. RE-CAPTURED 18.11.05 TO ASSESS INJURIES DUE TO CAPTURE IN LEG CUFF. ALL PADS COMPLETELY SHED ALONG WITH CLAWS AND TERMINAL SECTION OF DIGITAL BONES. WHAT REMAINS IS PUSTULANT/ROTTEN. EUTHANASED WITH SODIUM PENTABARBITONE AT WOODCHESTER PARK SAMPLING FACILITY DUE TO INJURIES.",Male,Cub,2005,TOP,FALSE,TRUE,FALSE,OA | URINE | KIDNEYS | LIVER | LUNG | LYMPH NODE | SPLEEN,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TOP,12,381795,200962,120,119,2005,3,YEW,11,381619,201268,1,353.0042492662093,FALSE,FALSE,different SG
040Y,2007-09-11,2007,3,TRUE,FALSE,RABBIT,CEDAR,SETT,,Female,Cub,2007,RABBIT,FALSE,TRUE,FALSE,FAECES | OA | TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,RABBIT,6,380856,201662,127,126,2007,2,CEDAR,6,381022,201589,1,181.34221791960084,FALSE,TRUE,"different sett, same SG"
040Y,2008-06-03,2008,2,TRUE,FALSE,RABBIT,CEDAR,SETT,,Female,Cub,2007,RABBIT,FALSE,TRUE,FALSE,OA | TA,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,RABBIT,6,380856,201662,130,127,2007,3,RABBIT,6,380856,201662,3,0,TRUE,TRUE,same sett
040Y,2009-05-05,2009,2,TRUE,FALSE,RABBIT,CEDAR,SETT,Whiskers taken.,Female,Cub,2007,RABBIT,FALSE,TRUE,FALSE,FAECES | OA | TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,RABBIT,6,380856,201662,134,130,2008,2,RABBIT,6,380856,201662,4,0,TRUE,TRUE,same sett
040Z,2019-11-19,2019,4,TRUE,FALSE,WOODFARM,WOODFARM,SETT,Anal Swab taken after enema. 4ml phage tube taken.,Female,Cub,2019,WOODFARM,FALSE,TRUE,FALSE,OA | TA | URINE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,WOODFARM,22,383337,200429,176,175,2019,3,WOODFARM,22,383337,200429,1,0,TRUE,TRUE,same sett
041B,2006-10-24,2006,4,TRUE,FALSE,BOX,LARCH,SETT,Lost top left canine. Swab taken.,Male,Cub,2006,BOX,FALSE,TRUE,FALSE,FAECES | HEAD | TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,BOX,2,380621,201409,124,123,2006,3,BOX,2,380621,201409,1,0,TRUE,TRUE,same sett
041E,2014-01-28,2014,1,TRUE,FALSE,BREAKHEART,BREAKHEART,SETT,Whiskers x 2.,Male,Cub,2013,BOXWOOD,TRUE,TRUE,FALSE,FAECES | OA | TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,BREAKHEART,7,381370,201620,153,151,2013,3,BOXWOOD,7,381241,201774,2,200.89051744669283,FALSE,TRUE,"different sett, same SG"
