tattoo,capture_date,primary_year,trap_season,has_live_capture,has_pm_record,sett,socg,where,comment,sex,age_fc,year_fc,modal_sett,differs_from_modal,culture_tested,culture_positive,culture_samples,ifn_tested,ifn_positive,dpp_tested,dpp_positive,hist_tested,hist_positive,tested_this_season,any_positive_test,Sett_Clean,SG_id,x,y,quarter_idx,previous_q,previous_year,previous_season,previous_sett,previous_SG,previous_x,previous_y,delta_q,distance_m,same_sett,same_SG,movement_type
001B,2006-05-24,2006,2,TRUE,FALSE,SCOTLANDBANK,PARKMILL,SETT,,Male,Adult,2006,PARKMILL,TRUE,TRUE,FALSE,TA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,SCOTLANDBANK,20,383412,200931,122,121,2006,1,PARKMILL,20,383730,200924,1,318.0770346944274,FALSE,TRUE,"different sett, same SG"
001B,2009-05-05,2009,2,TRUE,FALSE,PARKMILL,PARKMILL,SETT,Two whiskers collected & fur clipped.,Male,Adult,2006,PARKMILL,FALSE,TRUE,FALSE,FAECES | OA | TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,PARKMILL,20,383730,200924,134,122,2006,2,SCOTLANDBANK,20,383412,200931,12,318.0770346944274,FALSE,TRUE,"different sett, same SG"
001E,2015-07-15,2015,3,TRUE,FALSE,WEST,WEST,SETT,,Female,Cub,2013,WEST,FALSE,TRUE,FALSE,OA | TA | URINE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,WEST,1,380190,201400,159,150,2013,2,WEST,1,380190,201400,9,0,TRUE,TRUE,same sett
001F,2010-05-24,2010,2,TRUE,FALSE,COLLIERSWOOD,COLLIERSWOOD,SETT,,Male,Adult,2010,COLLIERSWOOD,FALSE,TRUE,FALSE,FAECES | OA | TA,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,COLLIERSWOOD,21,382931,200706,138,137,2010,1,COLLIERSWOOD,21,382931,200706,1,0,TRUE,TRUE,same sett
001F,2010-09-21,2010,3,TRUE,FALSE,COLLIERSWOOD,COLLIERSWOOD,SETT,Whiskers for Andy.,Male,Adult,2010,COLLIERSWOOD,FALSE,TRUE,FALSE,FAECES | OA | TA,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,COLLIERSWOOD,21,382931,200706,139,138,2010,2,COLLIERSWOOD,21,382931,200706,1,0,TRUE,TRUE,same sett
001K,2012-06-27,2012,2,TRUE,FALSE,BOXWOOD,BREAKHEART,SETT,Whiskers x 2,Male,Adult,2012,BOXWOOD,FALSE,TRUE,FALSE,OA | TA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,BOXWOOD,7,381241,201774,146,145,2012,1,BOXWOOD,7,381241,201774,1,0,TRUE,TRUE,same sett
001K,2013-08-13,2013,3,TRUE,FALSE,BOXWOOD,BREAKHEART,SETT,,Male,Adult,2012,BOXWOOD,FALSE,TRUE,FALSE,FAECES | OA | TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,BOXWOOD,7,381241,201774,151,146,2012,2,BOXWOOD,7,381241,201774,5,0,TRUE,TRUE,same sett
001K,2014-06-03,2014,2,TRUE,FALSE,YEW,YEW,SETT,Whiskers x 2.,Male,Adult,2012,BOXWOOD,TRUE,TRUE,FALSE,FAECES | OA | TA | URINE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,YEW,11,381619,201268,154,151,2013,3,BOXWOOD,7,381241,201774,3,631.6011399609725,FALSE,FALSE,different SG
001L,2012-06-26,2012,2,TRUE,FALSE,INCHBROOK,INCHBROOK,SETT,2 x whiskers,Female,Adult,2011,INCHBROOK,FALSE,TRUE,FALSE,FAECES | OA | TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,INCHBROOK,999,384013,200739,146,141,2011,1,INCHBROOK,999,384013,200739,5,0,TRUE,TRUE,same sett
001L,2013-08-13,2013,3,TRUE,FALSE,INCHBROOK,INCHBROOK,SETT,Whiskers.,Female,Adult,2011,INCHBROOK,FALSE,TRUE,FALSE,FAECES | OA | TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,INCHBROOK,999,384013,200739,151,146,2012,2,INCHBROOK,999,384013,200739,5,0,TRUE,TRUE,same sett
001L,2014-09-10,2014,3,TRUE,FALSE,INCHBROOK,INCHBROOK,SETT,2 x whiskers.,Female,Adult,2011,INCHBROOK,FALSE,TRUE,FALSE,OA | TA | URINE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,INCHBROOK,999,384013,200739,155,151,2013,3,INCHBROOK,999,384013,200739,4,0,TRUE,TRUE,same sett
001P,2008-06-03,2008,2,TRUE,FALSE,OLDOAK,OLDOAK,SETT,Very little urine.,Female,Adult,2008,OLDOAK,FALSE,TRUE,FALSE,OA | TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,OLDOAK,17,382624,201274,130,129,2008,1,OLDOAK,17,382624,201274,1,0,TRUE,TRUE,same sett
001P,2008-08-20,2008,3,TRUE,FALSE,TRACKSIDE,TRACKSIDE,SETT,,Female,Adult,2008,OLDOAK,TRUE,TRUE,FALSE,OA | TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRACKSIDE,14,382281,201327,131,130,2008,2,OLDOAK,17,382624,201274,1,347.0705980056507,FALSE,FALSE,different SG
001P,2011-10-04,2011,4,TRUE,FALSE,NETTLE,NETTLE,SETT,,Female,Adult,2008,OLDOAK,TRUE,TRUE,FALSE,FAECES | OA | TA | URINE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,NETTLE,18,383024,201142,144,131,2008,3,TRACKSIDE,14,382281,201327,13,765.6853139508423,FALSE,FALSE,different SG
001P,2012-08-14,2012,3,TRUE,FALSE,SCOTLANDBANK,SCOTLANDBANK,SETT,Whiskers x 2.,Female,Adult,2008,OLDOAK,TRUE,TRUE,FALSE,FAECES | OA | TA,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,SCOTLANDBANK,20,383412,200931,147,144,2011,4,NETTLE,18,383024,201142,3,441.6616351914665,FALSE,FALSE,different SG
001P,2012-10-16,2012,4,TRUE,FALSE,NETTLE,NETTLE,SETT,,Female,Adult,2008,OLDOAK,TRUE,TRUE,FALSE,FAECES | OA | TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NETTLE,18,383024,201142,148,147,2012,3,SCOTLANDBANK,20,383412,200931,1,441.6616351914665,FALSE,FALSE,different SG
001P,2013-06-05,2013,2,TRUE,FALSE,TAXUS,YEW,SETT,Abscess on neck healed.,Female,Adult,2008,OLDOAK,TRUE,TRUE,FALSE,NECK | OA | TA | URINE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TAXUS,11,381737,201220,150,148,2012,4,NETTLE,18,383024,201142,2,1289.36146987569,FALSE,FALSE,different SG
001P,2013-10-23,2013,4,TRUE,FALSE,OLDOAK,OLDOAK,SETT,1 swab of rump taken. Whiskers taken. Red blood sample is 2 x 4ml and Green blood sample is 3 x 4ml.,Female,Adult,2008,OLDOAK,FALSE,TRUE,FALSE,OA | RUMP | TA,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,OLDOAK,17,382624,201274,152,150,2013,2,TAXUS,11,381737,201220,2,888.6422227195825,FALSE,FALSE,different SG
001P,2014-06-24,2014,2,TRUE,FALSE,OLDOAK,OLDOAK,NA,R. Hind foot - ruptured achillis tendon. Very swollen. Collared. Doubly labelled water.  Green blood sample is 6 +2 ml.,Female,Adult,2008,OLDOAK,FALSE,TRUE,TRUE,FAECES | OA | TA | URINE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,OLDOAK,17,382624,201274,154,152,2013,4,OLDOAK,17,382624,201274,2,0,TRUE,TRUE,same sett
001W,2005-06-07,2005,2,TRUE,FALSE,FORK,WOODRUSH,SETT,,Female,Adult,2005,FORK,FALSE,TRUE,FALSE,FAECES | OA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FORK,16,382786,200771,118,117,2005,1,FORK,16,382786,200771,1,0,TRUE,TRUE,same sett
001Z,2019-09-10,2019,3,TRUE,FALSE,KENNEL,KENNEL,SETT,Anal swab taken.,Female,Cub,2019,KENNEL,FALSE,TRUE,FALSE,FAECES | OA | TA | URINE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,KENNEL,15,382464,200922,175,174,2019,2,KENNEL,15,382464,200922,1,0,TRUE,TRUE,same sett
001Z,2019-11-19,2019,4,TRUE,FALSE,KENNEL,KENNEL,SETT,Anal Swab taken. 4ml Phage tube taken.,Female,Cub,2019,KENNEL,FALSE,TRUE,FALSE,OA | TA | URINE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,KENNEL,15,382464,200922,176,175,2019,3,KENNEL,15,382464,200922,1,0,TRUE,TRUE,same sett
002A,2014-09-23,2014,3,TRUE,FALSE,CEDAR,CEDAR,SETT,"Whiskers x 2.  Faeces sample 559 reported as non-UKAS due to late arrival at FERA, York.",Female,Cub,2014,CEDAR,FALSE,TRUE,FALSE,FAECES | OA | TA | URINE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,CEDAR,6,381022,201589,155,154,2014,2,CEDAR,6,381022,201589,1,0,TRUE,TRUE,same sett
002A,2014-11-05,2014,4,TRUE,FALSE,BOXWOOD,BREAKHEART,SETT,,Female,Cub,2014,CEDAR,TRUE,TRUE,FALSE,OA | TA | URINE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,BOXWOOD,7,381241,201774,156,155,2014,3,CEDAR,6,381022,201589,1,286.6810073932349,FALSE,FALSE,different SG
002A,2015-05-20,2015,2,TRUE,FALSE,CEDAR,CEDAR,SETT,,Female,Cub,2014,CEDAR,FALSE,TRUE,FALSE,OA | TA | URINE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,CEDAR,6,381022,201589,158,156,2014,4,BOXWOOD,7,381241,201774,2,286.6810073932349,FALSE,FALSE,different SG
002A,2015-07-14,2015,3,TRUE,FALSE,CEDAR,CEDAR,SETT,,Female,Cub,2014,CEDAR,FALSE,TRUE,FALSE,FAECES | OA | TA,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,CEDAR,6,381022,201589,159,158,2015,2,CEDAR,6,381022,201589,1,0,TRUE,TRUE,same sett
002A,2015-11-25,2015,4,TRUE,FALSE,BOXWOOD,BOXWOOD,SETT,,Female,Cub,2014,CEDAR,TRUE,TRUE,FALSE,FAECES | OA | TA | URINE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,BOXWOOD,7,381241,201774,160,159,2015,3,CEDAR,6,381022,201589,1,286.6810073932349,FALSE,FALSE,different SG
002A,2017-09-05,2017,3,TRUE,FALSE,BOXWOOD,BOXWOOD,SETT,badger was waking up so no toothware recorded. Fecal swab taken,Female,Cub,2014,CEDAR,TRUE,TRUE,FALSE,FAECES | OA | TA | URINE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,BOXWOOD,7,381241,201774,167,160,2015,4,BOXWOOD,7,381241,201774,7,0,TRUE,TRUE,same sett
002A,2018-06-26,2018,2,TRUE,FALSE,BULLPEN,BOXWOOD,SETT,Rectal swab. Culture results returned and additional teat swab present - added this to culture details .,Female,Cub,2014,CEDAR,TRUE,TRUE,FALSE,BODY | FAECES | OA | TA | URINE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,BULLPEN,7,381230,201693,170,167,2017,3,BOXWOOD,7,381241,201774,3,81.74350127074322,FALSE,TRUE,"different sett, same SG"
002B,2006-07-18,2006,3,TRUE,FALSE,HEDGE,HEDGE,SETT,Tick sample taken.,Female,Cub,2006,HEDGE,FALSE,TRUE,FALSE,TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,HEDGE,999,381350,200278,123,122,2006,2,HEDGE,999,381350,200278,1,0,TRUE,TRUE,same sett
002B,2006-12-12,2006,4,TRUE,FALSE,HEDGE,HEDGE,SETT,,Female,Cub,2006,HEDGE,FALSE,TRUE,FALSE,TA | URINE | OA,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,HEDGE,999,381350,200278,124,123,2006,3,HEDGE,999,381350,200278,1,0,TRUE,TRUE,same sett
002B,2007-05-08,2007,2,TRUE,FALSE,HEDGE,HEDGE,SETT,2/3 ticks. Score = 1.,Female,Cub,2006,HEDGE,FALSE,TRUE,FALSE,OA | TA | URINE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,HEDGE,999,381350,200278,126,124,2006,4,HEDGE,999,381350,200278,2,0,TRUE,TRUE,same sett
002B,2008-05-07,2008,2,TRUE,FALSE,HEDGE,HEDGE,SETT,,Female,Cub,2006,HEDGE,FALSE,TRUE,FALSE,OA | TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,HEDGE,999,381350,200278,130,126,2007,2,HEDGE,999,381350,200278,4,0,TRUE,TRUE,same sett
002C,2016-06-28,2016,2,TRUE,FALSE,PARKMILL,PARKMILL,SETT,,Female,Adult,2016,PARKMILL,FALSE,TRUE,FALSE,FAECES | OA | TA | URINE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,PARKMILL,20,383730,200924,162,161,2016,1,PARKMILL,20,383730,200924,1,0,TRUE,TRUE,same sett
002C,2016-08-09,2016,3,TRUE,FALSE,PARKMILL,PARKMILL,SETT,Rectal Swab,Female,Adult,2016,PARKMILL,FALSE,TRUE,FALSE,FAECES | OA | TA | URINE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,PARKMILL,20,383730,200924,163,162,2016,2,PARKMILL,20,383730,200924,1,0,TRUE,TRUE,same sett
002C,2016-10-18,2016,4,TRUE,FALSE,PARKMILL,PARKMILL,SETT,Enlarged lymph node on neck (subml). Anal swab. Large lump on forehead. Sampe 515 was tissue & puss in saline. Sample stomached on high for 1 min then sloped out. 21.10.16 (Fera),Female,Adult,2016,PARKMILL,FALSE,TRUE,TRUE,FAECES | L SUBM | OA | TA | URINE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,PARKMILL,20,383730,200924,164,163,2016,3,PARKMILL,20,383730,200924,1,0,TRUE,TRUE,same sett
002E,2013-09-24,2013,3,TRUE,FALSE,CHESNUT,BEECH,SETT,Whiskers. No faeces. NON-UKAS 22/01/14.,Female,Cub,2013,BEECH,TRUE,TRUE,TRUE,FAECES | NECK | OA | TA | R SUBM | URINE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,CHESNUT,3,380834,201150,151,150,2013,2,BEECH,3,380931,201164,1,98.00510190801293,FALSE,TRUE,"different sett, same SG"
002E,2014-08-12,2014,3,TRUE,FALSE,CHESNUT,BEECH,SETT,No ticks.,Female,Cub,2013,BEECH,TRUE,TRUE,TRUE,BODY | FAECES | NECK | OA | TA | URINE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CHESNUT,3,380834,201150,155,151,2013,3,CHESNUT,3,380834,201150,4,0,TRUE,TRUE,same sett
002F,2010-06-16,2010,2,TRUE,FALSE,INCHBROOK,INCHBROOK,SETT,One whisker taken from each side.,Female,Adult,2010,INCHBROOK,FALSE,TRUE,FALSE,OA | TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,INCHBROOK,999,384013,200739,138,137,2010,1,INCHBROOK,999,384013,200739,1,0,TRUE,TRUE,same sett
002F,2010-11-30,2010,4,TRUE,FALSE,INCHBROOK,INCHBROOK,SETT,No urine or faeces samples taken due to respiratory arrest under anaesthetic. Antisedan given & artificially ventilated. Recovered,Female,Adult,2010,INCHBROOK,FALSE,TRUE,FALSE,OA | TA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,INCHBROOK,999,384013,200739,140,138,2010,2,INCHBROOK,999,384013,200739,2,0,TRUE,TRUE,same sett
002F,2012-06-27,2012,2,TRUE,FALSE,INCHBROOK,INCHBROOK,SETT,Whiskers x 2,Female,Adult,2010,INCHBROOK,FALSE,TRUE,TRUE,OA | TA | URINE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,INCHBROOK,999,384013,200739,146,140,2010,4,INCHBROOK,999,384013,200739,6,0,TRUE,TRUE,same sett
002G,2005-02-01,2005,1,TRUE,FALSE,OLDOAK,OLDOAK,SETT,,Male,Adult,2003,OLDOAK,FALSE,TRUE,FALSE,NECK | OA | RUMP,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,OLDOAK,17,382624,201274,117,109,2003,1,OLDOAK,17,382624,201274,8,0,TRUE,TRUE,same sett
002G,2005-08-16,2005,3,TRUE,FALSE,OLDOAK,OLDOAK,SETT,,Male,Adult,2003,OLDOAK,FALSE,TRUE,FALSE,FAECES | OA | URINE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,OLDOAK,17,382624,201274,119,117,2005,1,OLDOAK,17,382624,201274,2,0,TRUE,TRUE,same sett
002G,2005-10-11,2005,4,TRUE,FALSE,OLDOAK,OLDOAK,SETT,,Male,Adult,2003,OLDOAK,FALSE,TRUE,FALSE,FAECES | OA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,OLDOAK,17,382624,201274,120,119,2005,3,OLDOAK,17,382624,201274,1,0,TRUE,TRUE,same sett
002G,2007-06-06,2007,2,TRUE,FALSE,NETTLE,NETTLE,SETT,,Male,Adult,2003,OLDOAK,TRUE,TRUE,FALSE,TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NETTLE,18,383024,201142,126,120,2005,4,OLDOAK,17,382624,201274,6,421.2172835960082,FALSE,FALSE,different SG
002G,2007-09-11,2007,3,TRUE,FALSE,NETTLE,NETTLE,SETT,Lost its lower right canine.,Male,Adult,2003,OLDOAK,TRUE,TRUE,FALSE,FAECES | OA | TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NETTLE,18,383024,201142,127,126,2007,2,NETTLE,18,383024,201142,1,0,TRUE,TRUE,same sett
002K,2012-06-26,2012,2,TRUE,FALSE,BOXWOOD,BREAKHEART,SETT,2 x whiskers,Male,Adult,2012,BOXWOOD,FALSE,TRUE,FALSE,FAECES | OA | TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,BOXWOOD,7,381241,201774,146,145,2012,1,BOXWOOD,7,381241,201774,1,0,TRUE,TRUE,same sett
002K,2013-06-18,2013,2,TRUE,FALSE,BOXWOOD,BREAKHEART,SETT,Ear punch SAL 140,Male,Adult,2012,BOXWOOD,FALSE,TRUE,FALSE,FAECES | OA | TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,BOXWOOD,7,381241,201774,150,146,2012,2,BOXWOOD,7,381241,201774,4,0,TRUE,TRUE,same sett
002K,2014-01-28,2014,1,TRUE,FALSE,BULLPEN,BREAKHEART,SETT,Whiskers x 2.,Male,Adult,2012,BOXWOOD,TRUE,TRUE,FALSE,FAECES | OA | TA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,BULLPEN,7,381230,201693,153,150,2013,2,BOXWOOD,7,381241,201774,3,81.74350127074322,FALSE,TRUE,"different sett, same SG"
002K,2014-11-04,2014,4,TRUE,FALSE,BOXWOOD,BREAKHEART,SETT,Whiskers x 2.,Male,Adult,2012,BOXWOOD,FALSE,TRUE,FALSE,FAECES | OA | TA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,BOXWOOD,7,381241,201774,156,153,2014,1,BULLPEN,7,381230,201693,3,81.74350127074322,FALSE,TRUE,"different sett, same SG"
002K,2015-01-27,2015,1,TRUE,FALSE,BREAKHEART,BREAKHEART,SETT,,Male,Adult,2012,BOXWOOD,TRUE,TRUE,FALSE,FAECES | OA | TA,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,BREAKHEART,7,381370,201620,157,156,2014,4,BOXWOOD,7,381241,201774,1,200.89051744669283,FALSE,TRUE,"different sett, same SG"
002K,2015-06-23,2015,2,TRUE,FALSE,BOXWOOD,BOXWOOD,SETT,,Male,Adult,2012,BOXWOOD,FALSE,TRUE,FALSE,FAECES | OA | TA,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,BOXWOOD,7,381241,201774,158,157,2015,1,BREAKHEART,7,381370,201620,1,200.89051744669283,FALSE,TRUE,"different sett, same SG"
002K,2015-09-08,2015,3,TRUE,FALSE,BOXWOOD,BOXWOOD,SETT,,Male,Adult,2012,BOXWOOD,FALSE,TRUE,FALSE,FAECES | OA | TA,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,BOXWOOD,7,381241,201774,159,158,2015,2,BOXWOOD,7,381241,201774,1,0,TRUE,TRUE,same sett
002K,2016-06-28,2016,2,TRUE,FALSE,BOXWOOD,BOXWOOD,SETT,,Male,Adult,2012,BOXWOOD,FALSE,TRUE,FALSE,FAECES | OA | TA | URINE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,BOXWOOD,7,381241,201774,162,159,2015,3,BOXWOOD,7,381241,201774,3,0,TRUE,TRUE,same sett
002K,2016-10-19,2016,4,TRUE,FALSE,BREAKHEART,BREAKHEART,SETT,Faecal swab taken,Male,Adult,2012,BOXWOOD,TRUE,TRUE,FALSE,OA | TA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,BREAKHEART,7,381370,201620,164,162,2016,2,BOXWOOD,7,381241,201774,2,200.89051744669283,FALSE,TRUE,"different sett, same SG"
002N,2009-10-27,2009,4,TRUE,FALSE,YEW,YEW,SETT,,Male,Cub,2009,TOP,TRUE,TRUE,FALSE,OA | TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,YEW,11,381619,201268,136,134,2009,2,TOP,12,381795,200962,2,353.0042492662093,FALSE,FALSE,different SG
002N,2010-05-24,2010,2,TRUE,FALSE,TOP,TOP,SETT,,Male,Cub,2009,TOP,FALSE,TRUE,FALSE,OA | TA,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TOP,12,381795,200962,138,136,2009,4,YEW,11,381619,201268,2,353.0042492662093,FALSE,FALSE,different SG
002N,2010-09-21,2010,3,TRUE,FALSE,TOP,TOP,SETT,,Male,Cub,2009,TOP,FALSE,TRUE,FALSE,OA | TA,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TOP,12,381795,200962,139,138,2010,2,TOP,12,381795,200962,1,0,TRUE,TRUE,same sett
002N,2011-01-11,2011,1,TRUE,FALSE,TOP,TOP,SETT,,Male,Cub,2009,TOP,FALSE,TRUE,FALSE,OA | TA,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TOP,12,381795,200962,141,139,2010,3,TOP,12,381795,200962,2,0,TRUE,TRUE,same sett
002N,2011-05-17,2011,2,TRUE,FALSE,WYCHELM,WYCHELM,SETT,,Male,Cub,2009,TOP,TRUE,TRUE,FALSE,FAECES | OA | TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,WYCHELM,15,382074,201085,142,141,2011,1,TOP,12,381795,200962,1,304.9098227345259,FALSE,FALSE,different SG
002N,2011-09-20,2011,3,TRUE,FALSE,POPLAR,WYCHELM,SETT,Whiskers x 2. Proteomics sample.,Male,Cub,2009,TOP,TRUE,TRUE,FALSE,FAECES | OA | TA | URINE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,POPLAR,15,382132,201047,143,142,2011,2,WYCHELM,15,382074,201085,1,69.33974329343886,FALSE,TRUE,"different sett, same SG"
002P,2008-07-23,2008,3,TRUE,FALSE,ARTHURS,ARTHURS,SETT,,Female,Cub,2008,MEAD,TRUE,TRUE,FALSE,OA | TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,ARTHURS,4,380534,200550,131,130,2008,2,MEAD,4,380390,200637,1,168.24089871371942,FALSE,TRUE,"different sett, same SG"
002P,2008-10-21,2008,4,TRUE,FALSE,MEAD,ARTHURS,SETT,,Female,Cub,2008,MEAD,FALSE,TRUE,FALSE,OA | TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,MEAD,4,380390,200637,132,131,2008,3,ARTHURS,4,380534,200550,1,168.24089871371942,FALSE,TRUE,"different sett, same SG"
002P,2009-06-02,2009,2,TRUE,FALSE,MEAD,ARTHURS,SETT,Whiskers collected.,Female,Cub,2008,MEAD,FALSE,TRUE,FALSE,FAECES | OA | TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,MEAD,4,380390,200637,134,132,2008,4,MEAD,4,380390,200637,2,0,TRUE,TRUE,same sett
002P,2009-07-21,2009,3,TRUE,FALSE,MEAD,ARTHURS,SETT,,Female,Cub,2008,MEAD,FALSE,TRUE,FALSE,FAECES | OA | TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,MEAD,4,380390,200637,135,134,2009,2,MEAD,4,380390,200637,1,0,TRUE,TRUE,same sett
002P,2010-05-11,2010,2,TRUE,FALSE,ARTHURS,ARTHURS,SETT,Whiskers,Female,Cub,2008,MEAD,TRUE,TRUE,FALSE,FAECES | OA | TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,ARTHURS,4,380534,200550,138,135,2009,3,MEAD,4,380390,200637,3,168.24089871371942,FALSE,TRUE,"different sett, same SG"
002P,2012-05-30,2012,2,TRUE,FALSE,MEAD,ARTHURS,SETT,Whiskers. Cut on face and nose.,Female,Cub,2008,MEAD,FALSE,TRUE,FALSE,OA | TA | URINE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,MEAD,4,380390,200637,146,138,2010,2,ARTHURS,4,380534,200550,8,168.24089871371942,FALSE,TRUE,"different sett, same SG"
002T,2017-07-11,2017,3,TRUE,FALSE,HOLLOWTREE,NETTLE,SETT,Anal swab. Ticks collected. Right ear biopsy,Male,Adult,2017,NETTLE,TRUE,TRUE,FALSE,OA | TA | URINE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,HOLLOWTREE,18,382930,201326,167,165,2017,1,NETTLE,18,383024,201142,2,206.6204249342257,FALSE,TRUE,"different sett, same SG"
002T,2019-10-02,2019,4,TRUE,FALSE,NETTLE,NETTLE,SETT,2.5ml PAXgene sample and 2ml phage sample taken. Anal swab.,Male,Adult,2017,NETTLE,FALSE,TRUE,FALSE,OA | TA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NETTLE,18,383024,201142,176,167,2017,3,HOLLOWTREE,18,382930,201326,9,206.6204249342257,FALSE,TRUE,"different sett, same SG"
