zone,n_cells,area_km2,median_nearest_det_m,mean_nearest_det_m,p90_nearest_det_m,p95_nearest_det_m,mean_n_det_within_100m,mean_n_det_within_200m,mean_n_det_within_300m,mean_n_det_within_500m
1,1999,4.9975,140.31020398743564,158.61816092636838,298.68332280041346,341.5770623307558,0.45372686343171587,1.7318659329664832,3.7578789394697347,9.647823911955978
2,18414,46.035,1359.9025189881893,1380.6317466307269,2430.3007811270463,2715.7633088000766,0.016020419246225697,0.06777451938742261,0.16237645269903334,0.5356793743890518
