tattoo,date,pm,sample,afno,result,lesions,abscesses,Spoligo,SpolPrime,Sampler1,Sampler2
043B,12/12/2006,No,TA,59061002,NEGATIVE,,,,,GW,
043B,12/12/2006,No,URINE,59061003,NEGATIVE,,,,,GW,
043B,08/05/2007,Yes,KIDNEYS,,,NVL,,,,,
043B,08/05/2007,Yes,LIVER,,,NVL,,,,,
043B,08/05/2007,Yes,LUNG,,,VL,,,,,
043B,08/05/2007,Yes,LYMPH NODE,59070131,M.BOVIS,,,17,,,
043B,08/05/2007,Yes,OTHER,59070133,M.BOVIS,,,17,,,
043B,08/05/2007,Yes,SPLEEN,,,NVL,,,,,
043E,13/08/2013,No,FAECES,59130521,NEGATIVE,,,,,JJ,
043E,13/08/2013,No,OA,59130519,NEGATIVE,,,,,JJ,
043E,13/08/2013,No,TA,59130520,NEGATIVE,,,,,JJ,
043G,05/08/2003,No,FAECES,59030770,NEGATIVE,,,,,GW,
043G,05/08/2003,No,OA,59030768,NEGATIVE,,,,,GW,
043G,05/08/2003,No,URINE,59030769,NEGATIVE,,,,,GW,
043G,29/10/2003,No,OA,59031427,NEGATIVE,,,,,PS,
043G,29/10/2003,No,URINE,59031428,NEGATIVE,,,,,PS,
043K,17/07/2012,No,FAECES,59120454,NEGATIVE,,,,,CH,
043K,17/07/2012,No,OA,59120451,NEGATIVE,,,,,CH,
043K,17/07/2012,No,TA,59120452,NEGATIVE,,,,,CH,
043K,17/07/2012,No,URINE,59120453,NEGATIVE,,,,,CH,
043M,21/08/2018,No,FAECES,59180303,NEGATIVE,,,,,TG,
043M,21/08/2018,No,OA,59180300,NEGATIVE,,,,,TG,
043M,21/08/2018,No,TA,59180301,NEGATIVE,,,,,TG,
043M,21/08/2018,No,URINE,59180302,NEGATIVE,,,,,TG,
043M,25/09/2018,No,OA,59180609,NEGATIVE,,,,,RD,
043M,25/09/2018,No,TA,59180610,NEGATIVE,,,,,RD,
043M,25/09/2018,No,URINE,59180611,NEGATIVE,,,,,RD,
043M,27/11/2018,No,OA,59180789,NEGATIVE,,,,,TG,
043M,27/11/2018,No,TA,59180790,NEGATIVE,,,,,TG,
043M,27/11/2018,No,URINE,59180791,NEGATIVE,,,,,TG,
043N,14/10/2009,No,OA,59090671,NEGATIVE,,,,,JJ,
043N,14/10/2009,No,TA,59090672,NEGATIVE,,,,,JJ,
043N,14/10/2009,No,URINE,59090673,NEGATIVE,,,,,RD,
043P,23/07/2008,No,OA,59080652,NEGATIVE,,,,,AT,
043P,23/07/2008,No,TA,59080653,NEGATIVE,,,,,AT,
043P,23/07/2008,No,URINE,59080654,NEGATIVE,,,,,AT,
043P,22/10/2008,No,OA,59081109,NEGATIVE,,,,,SC,
043P,22/10/2008,No,TA,59081110,NEGATIVE,,,,,SC,
043P,22/10/2008,No,URINE,59081111,NEGATIVE,,,,,SC,
043P,10/12/2008,No,OA,59081356,NEGATIVE,,,,,SC,
043P,10/12/2008,No,TA,59081357,NEGATIVE,,,,,SC,
043P,10/12/2008,No,URINE,59081358,NEGATIVE,,,,,SC,
043P,02/06/2009,No,FAECES,59090368,NEGATIVE,,,,,GW,
043P,02/06/2009,No,OA,59090365,NEGATIVE,,,,,GW,
043P,02/06/2009,No,TA,59090366,NEGATIVE,,,,,GW,
043P,02/06/2009,No,URINE,59090367,NEGATIVE,,,,,GW,
043P,21/07/2009,No,FAECES,59090536,NEGATIVE,,,,,AT,
043P,21/07/2009,No,OA,59090533,NEGATIVE,,,,,AT,
043P,21/07/2009,No,TA,59090534,NEGATIVE,,,,,AT,
043P,21/07/2009,No,URINE,59090535,NEGATIVE,,,,,AT,
043P,11/05/2010,No,FAECES,59100103,NEGATIVE,,,,,RD,
043P,11/05/2010,No,OA,59100100,NEGATIVE,,,,,RD,
043P,11/05/2010,No,TA,59100101,NEGATIVE,,,,,RD,
043P,11/05/2010,No,URINE,59100102,NEGATIVE,,,,,RD,
043P,07/09/2010,No,FAECES,59100592,NEGATIVE,,,,,FR,
043P,07/09/2010,No,OA,59100589,NEGATIVE,,,,,FR,
043P,07/09/2010,No,TA,59100590,NEGATIVE,,,,,FR,
043P,07/09/2010,No,URINE,59100591,NEGATIVE,,,,,FR,
043P,06/07/2011,No,OA,59110436,NEGATIVE,,,,,AG,
043P,06/07/2011,No,TA,59110437,NEGATIVE,,,,,AG,
043P,06/07/2011,No,URINE,59110438,NEGATIVE,,,,,KP,
043P,18/09/2012,No,FAECES,59120766,NEGATIVE,,,,,CH,
043P,18/09/2012,No,OA,59120763,NEGATIVE,,,,,CH,
043P,18/09/2012,No,TA,59120764,NEGATIVE,,,,,CH,
043P,18/09/2012,No,URINE,59120765,NEGATIVE,,,,,CH,
043R,09/06/2004,No,OA,59040350,NEGATIVE,,,,,CH,
043R,09/06/2004,No,URINE,59040351,NEGATIVE,,,,,CH,
043R,21/09/2004,No,FAECES,59040873,NEGATIVE,,,,,GW,
043R,21/09/2004,No,OA,59040871,NEGATIVE,,,,,GW,
043R,21/09/2004,No,URINE,59040872,NEGATIVE,,,,,GW,
043V,25/08/2015,No,OA,59150456,NEGATIVE,,,,,PS,
043V,25/08/2015,No,TA,59150457,NEGATIVE,,,,,PS,
043V,25/08/2015,No,URINE,59150458,NEGATIVE,,,,,PS,
043V,12/01/2016,No,FAECES,59160737,NEGATIVE,,,,,SC,
043V,12/01/2016,No,OA,59160734,NEGATIVE,,,,,SC,
043V,12/01/2016,No,TA,59160735,NEGATIVE,,,,,SC,
043V,12/01/2016,No,URINE,59160736,NEGATIVE,,,,,SC,
043V,10/05/2016,No,OA,59160110,NEGATIVE,,,,,JJ,
043V,10/05/2016,No,TA,59160111,NEGATIVE,,,,,JJ,
043V,26/07/2016,No,FAECES,59160304,NEGATIVE,,,,,PS,
043V,26/07/2016,No,OA,59160302,NEGATIVE,,,,,PS,
043V,26/07/2016,No,TA,59160303,NEGATIVE,,,,,PS,
043V,04/10/2016,No,FAECES,59160489,NEGATIVE,,,,,RD,
043V,04/10/2016,No,OA,59160486,NEGATIVE,,,,,RD,
043V,04/10/2016,No,TA,59160487,NEGATIVE,,,,,RD,
043V,04/10/2016,No,URINE,59160488,NEGATIVE,,,,,RD,
043V,10/01/2017,No,FAECES,59170622,NEGATIVE,,,,,PS,
043V,10/01/2017,No,OA,59170620,NEGATIVE,,,,,PS,
043V,10/01/2017,No,TA,59170621,NEGATIVE,,,,,PS,
043V,25/01/2017,No,OA,59170708,NEGATIVE,,,,,RD,
043V,25/01/2017,No,TA,59170709,NEGATIVE,,,,,RD,
043V,25/01/2017,No,URINE,59170710,NEGATIVE,,,,,RD,
043V,27/06/2017,No,OA,59170135,NEGATIVE,,,,,PS,
043V,27/06/2017,No,TA,59170136,NEGATIVE,,,,,PS,
043V,15/08/2017,No,FAECES,59170319,NEGATIVE,,,,,PS,
043V,15/08/2017,No,OA,59170317,NEGATIVE,,,,,PS,
043V,15/08/2017,No,TA,59170318,NEGATIVE,,,,,PS,
043V,31/10/2017,No,FAECES,59170434,NEGATIVE,,,,,RD,
043V,31/10/2017,No,OA,59170432,NEGATIVE,,,,,RD,
043V,31/10/2017,No,TA,59170433,NEGATIVE,,,,,RD,
043V,16/01/2018,No,FAECES,59180511,NEGATIVE,,,,,PS,
043V,16/01/2018,No,OA,59180509,NEGATIVE,,,,,PS,
043V,16/01/2018,No,TA,59180510,NEGATIVE,,,17,,PS,
043V,05/06/2018,No,FAECES,59180092,NEGATIVE,,,,,IV,
043V,05/06/2018,No,OA,59180089,NEGATIVE,,,,,IV,
043V,05/06/2018,No,TA,59180090,NEGATIVE,,,,,IV,
043V,05/06/2018,No,URINE,59180091,NEGATIVE,,,,,IV,
043V,21/08/2018,No,FAECES,59180355,NEGATIVE,,,,,RD,
043V,21/08/2018,No,OA,59180352,NEGATIVE,,,,,RD,
043V,21/08/2018,No,TA,59180353,NEGATIVE,,,,,RD,
043V,21/08/2018,No,URINE,59180354,NEGATIVE,,,,,RD,
043V,25/09/2018,No,FAECES,59180563,NEGATIVE,,,,,FS,
043V,25/09/2018,No,OA,59180560,NEGATIVE,,,,,FS,
043V,25/09/2018,No,TA,59180561,NEGATIVE,,,,,FS,
043V,25/09/2018,No,URINE,59180562,NEGATIVE,,,,,FS,
043V,27/11/2018,No,OA,59180781,NEGATIVE,,,,,TG,
043V,27/11/2018,No,TA,59180782,NEGATIVE,,,,,TG,
043W,07/06/2005,No,FAECES,59050378,NEGATIVE,,,,,SB,
043W,07/06/2005,No,OA,59050376,NEGATIVE,,,,,SB,
043W,07/06/2005,No,URINE,59050377,NEGATIVE,,,,,SB,
043W,02/08/2005,No,FAECES,59050733,NEGATIVE,,,,,CH,
043W,02/08/2005,No,OA,59050732,NEGATIVE,,,,,CH,
043W,27/09/2005,No,FAECES,59051038,NEGATIVE,,,,,SB,
043W,27/09/2005,No,OA,59051036,NEGATIVE,,,,,SB,
043W,27/09/2005,No,URINE,59051037,NEGATIVE,,,,,SB,
043W,10/01/2006,No,FAECES,59061196,NEGATIVE,,,,,SB,
043W,10/01/2006,No,OA,59061195,NEGATIVE,,,,,SB,
043W,10/10/2007,No,OA,59070826,NEGATIVE,,,,,JM,
043W,10/10/2007,No,TA,59070827,NEGATIVE,,,,,JM,
043W,10/10/2007,No,URINE,59070828,NEGATIVE,,,,,JM,
043W,22/07/2008,No,FAECES,59080685,NEGATIVE,,,,,RD,
043W,22/07/2008,No,OA,59080682,NEGATIVE,,,,,RD,
043W,22/07/2008,No,TA,59080683,NEGATIVE,,,,,RD,
043W,22/07/2008,No,URINE,59080684,NEGATIVE,,,,,RD,
043W,22/10/2008,No,OA,59081132,NEGATIVE,,,,,SC,
043W,22/10/2008,No,TA,59081133,NEGATIVE,,,,,SC,
043W,02/06/2009,No,FAECES,59090398,NEGATIVE,,,,,GW,
043W,02/06/2009,No,OA,59090395,NEGATIVE,,,,,GW,
043W,02/06/2009,No,TA,59090396,NEGATIVE,,,,,GW,
043W,02/06/2009,No,URINE,59090397,NEGATIVE,,,,,GW,
043W,21/07/2009,No,OA,59090556,NEGATIVE,,,,,PS,
043W,21/07/2009,No,TA,59090557,NEGATIVE,,,,,PS,
043W,21/07/2009,No,URINE,59090558,NEGATIVE,,,,,PS,
043W,11/05/2010,No,FAECES,59100115,NEGATIVE,,,,,RD,
043W,11/05/2010,No,OA,59100112,NEGATIVE,,,,,RD,
043W,11/05/2010,No,TA,59100113,NEGATIVE,,,,,RD,
043W,11/05/2010,No,URINE,59100114,NEGATIVE,,,,,RD,
043W,03/05/2011,No,FAECES,59110089,NEGATIVE,,,,,AT,
043W,03/05/2011,No,OA,59110087,NEGATIVE,,,,,AT,
043W,03/05/2011,No,TA,59110088,NEGATIVE,,,,,AT,
043W,06/07/2011,No,OA,59110444,NEGATIVE,,,,,KP,
043W,06/07/2011,No,TA,59110445,NEGATIVE,,,,,KP,
043W,06/09/2011,No,FAECES,59110738,NEGATIVE,,,,,RD,
043W,06/09/2011,No,OA,59110735,NEGATIVE,,,,,RD,
043W,06/09/2011,No,RUMP,59110739,,,,,,RD,
043W,06/09/2011,No,TA,59110736,NEGATIVE,,,,,RD,
043W,06/09/2011,No,URINE,59110737,NEGATIVE,,,,,RD,
043W,06/12/2011,No,FAECES,59110949,NEGATIVE,,,,,RD,
043W,06/12/2011,No,OA,59110947,NEGATIVE,,,,,RD,
043W,06/12/2011,No,RUMP,59110950,NEGATIVE,,,,,RD,
043W,06/12/2011,No,TA,59110948,NEGATIVE,,,,,RD,
043W,17/07/2012,No,FAECES,59120533,NEGATIVE,,,,,AT,
043W,17/07/2012,No,OA,59120531,NEGATIVE,,,,,AT,
043W,17/07/2012,No,TA,59120532,NEGATIVE,,,,,AT,
043W,18/09/2012,No,FAECES,59120769,NEGATIVE,,,,,JJ,
043W,18/09/2012,No,OA,59120767,NEGATIVE,,,,,JJ,
043W,18/09/2012,No,RUMP,59120770,NEGATIVE,,,,,JJ,
043W,18/09/2012,No,TA,59120768,NEGATIVE,,,,,JJ,
043W,22/05/2013,No,OA,59130043,NEGATIVE,,,,,SC,
043W,22/05/2013,No,RUMP,59130045,NEGATIVE,,,,,SC,
043W,22/05/2013,No,TA,59130044,NEGATIVE,,,,,SC,
043Y,31/07/2007,No,FAECES,59070446,NEGATIVE,,,,,SB,
043Y,31/07/2007,No,TA,59070444,NEGATIVE,,,,,SB,
043Y,31/07/2007,No,URINE,59070445,NEGATIVE,,,,,SB,
043Y,24/10/2007,No,OA,59070953,NEGATIVE,,,,,SB,
043Y,24/10/2007,No,TA,59070954,NEGATIVE,,,,,SB,
043Y,24/10/2007,No,URINE,59070955,NEGATIVE,,,,,SB,
043Y,23/01/2008,No,FAECES,59080083,NEGATIVE,,,,,AT,
043Y,23/01/2008,No,HEAD,59080084,NEGATIVE,,,,,AT,
043Y,23/01/2008,No,OA,59080080,NEGATIVE,,,,,AT,
043Y,23/01/2008,No,TA,59080081,NEGATIVE,,,,,AT,
043Y,23/01/2008,No,URINE,59080082,NEGATIVE,,,,,AT,
043Y,06/05/2008,No,FAECES,59080206,NEGATIVE,,,,,CH,
043Y,06/05/2008,No,OA,59080203,NEGATIVE,,,,,CH,
043Y,06/05/2008,No,TA,59080204,NEGATIVE,,,,,CH,
043Y,06/05/2008,No,URINE,59080205,NEGATIVE,,,,,CH,
043Y,23/07/2008,No,OA,59080710,NEGATIVE,,,,,AT,
043Y,23/07/2008,No,TA,59080711,NEGATIVE,,,,,AT,
043Y,23/07/2008,No,URINE,59080712,NEGATIVE,,,,,AT,
043Y,12/05/2010,No,OA,59100120,NEGATIVE,,,,,CH,
043Y,12/05/2010,No,TA,59100121,NEGATIVE,,,,,CH,
043Y,12/05/2010,No,URINE,59100122,NEGATIVE,,,,,CH,
043Y,27/08/2010,Yes,KIDNEYS,,,NVL,,,,,
043Y,27/08/2010,Yes,LIVER,,,NVL,,,,,
043Y,27/08/2010,Yes,LUNG,,,NVL,,,,,
043Y,27/08/2010,Yes,LYMPH NODE,,,NVL,,,,,
043Y,27/08/2010,Yes,POOLED,59100523,NEGATIVE,,,,,,
043Y,27/08/2010,Yes,SPLEEN,,,NVL,,,,,
043Z,10/09/2019,No,OA,1610323919,NEGATIVE,,,,,RD,
043Z,10/09/2019,No,TA,2610323919,NEGATIVE,,,,,RD,
043Z,10/09/2019,No,URINE,3610323919,NEGATIVE,,,,,RD,
044A,09/09/2014,No,FAECES,59140537,NEGATIVE,,,,,FS,
044A,09/09/2014,No,OA,59140534,NEGATIVE,,,,,FS,
044A,09/09/2014,No,TA,59140535,NEGATIVE,,,,,FS,
044A,09/09/2014,No,URINE,59140536,NEGATIVE,,,,,FS,
044A,04/11/2014,No,FAECES,59140704,NEGATIVE,,,,,SC,
044A,04/11/2014,No,OA,59140701,NEGATIVE,,,,,SC,
044A,04/11/2014,No,TA,59140702,NEGATIVE,,,,,SC,
044A,04/11/2014,No,URINE,59140703,NEGATIVE,,,,,SC,
044A,27/01/2015,No,FAECES,59150857,NEGATIVE,,,,,JJ,
044A,27/01/2015,No,OA,59150854,NEGATIVE,,,,,JJ,
044A,27/01/2015,No,TA,59150855,NEGATIVE,,,,,JJ,
044A,27/01/2015,No,URINE,59150856,NEGATIVE,,,,,JJ,
044B,18/07/2006,No,FAECES,59060395,NEGATIVE,,,,,CH,
044B,18/07/2006,No,TA,59060393,NEGATIVE,,,,,CH,
044B,18/07/2006,No,URINE,59060394,NEGATIVE,,,,,CH,
044B,24/10/2006,No,FAECES,59060780,NEGATIVE,,,,,CH,
044B,24/10/2006,No,TA,59060778,NEGATIVE,,,,,CH,
044B,24/10/2006,No,URINE,59060779,NEGATIVE,,,,,CH,
044E,14/08/2013,No,OA,59130522,NEGATIVE,,,,,JM,
044E,14/08/2013,No,TA,59130523,NEGATIVE,,,,,JM,
044E,14/08/2013,No,URINE,59130524,NEGATIVE,,,,,JM,
044E,20/05/2014,No,FAECES,59140059,NEGATIVE,,,,,JJ,
044E,20/05/2014,No,OA,59140056,NEGATIVE,,,,,JJ,
044E,20/05/2014,No,TA,59140057,NEGATIVE,,,,,JJ,
044E,20/05/2014,No,URINE,59140058,NEGATIVE,,,,,JJ,
044E,23/06/2015,No,FAECES,59150265,NEGATIVE,,,,,SC,
044E,23/06/2015,No,OA,59150263,NEGATIVE,,,,,SC,
044E,23/06/2015,No,TA,59150264,NEGATIVE,,,,,SC,
044E,08/09/2015,No,FAECES,59150521,NEGATIVE,,,,,JJ,
044E,08/09/2015,No,OA,59150518,NEGATIVE,,,,,JJ,
044E,08/09/2015,No,TA,59150519,NEGATIVE,,,,,JJ,
044E,08/09/2015,No,URINE,59150520,NEGATIVE,,,,,JJ,
044G,05/08/2003,No,OA,59030771,NEGATIVE,,,,,GW,
044G,05/08/2003,No,URINE,59030772,NEGATIVE,,,,,GW,
044G,28/10/2003,No,FAECES,59031431,NEGATIVE,,,,,ADL,
044G,28/10/2003,No,OA,59031429,NEGATIVE,,,,,ADL,
044G,28/10/2003,No,URINE,59031430,NEGATIVE,,,,,ADL,
044G,14/09/2005,No,OA,59050924,NEGATIVE,,,,,PS,
044G,14/09/2005,No,URINE,59050925,NEGATIVE,,,,,PS,
044G,09/05/2006,No,TA,59060023,NEGATIVE,,,,,GW,
044G,09/05/2006,No,URINE,59060024,NEGATIVE,,,,,GW,
044G,03/06/2009,No,OA,59090264,NEGATIVE,,,,,RD,
044G,03/06/2009,No,TA,59090265,NEGATIVE,,,,,RD,
044G,03/06/2009,No,URINE,59090266,NEGATIVE,,,,,RD,
044K,17/07/2012,No,OA,59120455,NEGATIVE,,,,,CH,
044K,17/07/2012,No,TA,59120456,NEGATIVE,,,,,CH,
044K,17/07/2012,No,URINE,59120457,M.BOVIS,,,17,,CH,
044M,21/08/2018,No,BODY,59180309,NEGATIVE,,,,,TG,
044M,21/08/2018,No,FAECES,59180307,NEGATIVE,,,,,TG,
044M,21/08/2018,No,HEAD,59180308,NEGATIVE,,,,,TG,
044M,21/08/2018,No,OA,59180304,NEGATIVE,,,,,TG,
044M,21/08/2018,No,TA,59180305,NEGATIVE,,,,,TG,
044M,21/08/2018,No,URINE,59180306,NEGATIVE,,,,,TG,
044M,20/08/2019,No,FAECES,4610291419,NEGATIVE,,,,,PS,
044M,20/08/2019,No,OA,1610291419,NEGATIVE,,,,,PS,
044M,20/08/2019,No,TA,2610291419,NEGATIVE,,,,,PS,
044M,20/08/2019,No,URINE,3610291419,NEGATIVE,,,,,PS,
044N,14/10/2009,No,OA,59090674,NEGATIVE,,,,,JJ,
044N,14/10/2009,No,TA,59090675,NEGATIVE,,,,,JJ,
044N,14/10/2009,No,URINE,59090676,NEGATIVE,,,,,RD,
044N,27/01/2010,No,OA,59101170,NEGATIVE,,,,,AT,
044N,27/01/2010,No,TA,59101171,NEGATIVE,,,,,AT,
044N,27/01/2010,No,URINE,59101172,NEGATIVE,,,,,AT,
044P,23/07/2008,No,FAECES,59080657,NEGATIVE,,,,,GW,
044P,23/07/2008,No,OA,59080655,NEGATIVE,,,,,GW,
044P,23/07/2008,No,TA,59080656,NEGATIVE,,,,,GW,
044P,21/10/2008,No,FAECES,59081115,NEGATIVE,,,,,GW,
044P,21/10/2008,No,OA,59081112,NEGATIVE,,,,,GW,
044P,21/10/2008,No,TA,59081113,NEGATIVE,,,,,GW,
044P,21/10/2008,No,URINE,59081114,NEGATIVE,,,,,GW,
044P,09/12/2008,No,FAECES,59081361,NEGATIVE,,,,,SC,
044P,09/12/2008,No,OA,59081359,NEGATIVE,,,,,SC,
044P,09/12/2008,No,TA,59081360,NEGATIVE,,,,,SC,
044P,02/06/2009,No,FAECES,59090372,NEGATIVE,,,,,CH,
044P,02/06/2009,No,OA,59090369,NEGATIVE,,,,,CH,
044P,02/06/2009,No,TA,59090370,NEGATIVE,,,,,CH,
044P,02/06/2009,No,URINE,59090371,NEGATIVE,,,,,CH,
044P,21/07/2009,No,FAECES,59090539,NEGATIVE,,,,,AT,
044P,21/07/2009,No,OA,59090537,NEGATIVE,,,,,AT,
044P,21/07/2009,No,TA,59090538,NEGATIVE,,,,,AT,
044P,04/11/2009,No,OA,59090857,NEGATIVE,,,,,AT,
044P,04/11/2009,No,TA,59090858,NEGATIVE,,,,,AT,
044P,04/11/2009,No,URINE,59090859,NEGATIVE,,,,,AT,
044P,15/12/2009,No,OA,59091061,NEGATIVE,,,,,RD,
044P,15/12/2009,No,TA,59091062,NEGATIVE,,,,,RD,
044P,12/05/2010,No,HEAD,59100107,NEGATIVE,,,,,CH,
044P,12/05/2010,No,OA,59100104,NEGATIVE,,,,,CH,
044P,12/05/2010,No,TA,59100105,NEGATIVE,,,,,CH,
044P,12/05/2010,No,URINE,59100106,NEGATIVE,,,,,CH,
044P,07/09/2010,No,FAECES,59100595,NEGATIVE,,,,,RD,
044P,07/09/2010,No,OA,59100593,NEGATIVE,,,,,RD,
044P,07/09/2010,No,TA,59100594,NEGATIVE,,,,,RD,
044P,03/05/2011,No,FAECES,59110079,NEGATIVE,,,,,AT,
044P,03/05/2011,No,OA,59110076,NEGATIVE,,,,,AT,
044P,03/05/2011,No,TA,59110077,NEGATIVE,,,,,AT,
044P,03/05/2011,No,URINE,59110078,NEGATIVE,,,,,AT,
044P,06/07/2011,No,OA,59110439,NEGATIVE,,,,,SC,
044P,06/07/2011,No,TA,59110440,NEGATIVE,,,,,SC,
044R,09/06/2004,No,FAECES,59040354,NEGATIVE,,,,,CH,
044R,09/06/2004,No,OA,59040352,NEGATIVE,,,,,CH,
044R,09/06/2004,No,URINE,59040353,NEGATIVE,,,,,CH,
044R,22/09/2004,No,OA,59040874,NEGATIVE,,,,,SB,
044R,22/09/2004,No,URINE,59040875,NEGATIVE,,,,,SB,
044R,19/01/2005,No,OA,59050028,NEGATIVE,,,,,SB,
044R,02/08/2005,No,FAECES,59050716,NEGATIVE,,,,,CH,
044R,02/08/2005,No,OA,59050714,NEGATIVE,,,,,CH,
044R,02/08/2005,No,URINE,59050715,NEGATIVE,,,,,CH,
044R,27/09/2005,No,FAECES,59051025,NEGATIVE,,,,,GW,
044R,27/09/2005,No,OA,59051023,NEGATIVE,,,,,GW,
044R,27/09/2005,No,URINE,59051024,NEGATIVE,,,,,GW,
044R,22/05/2007,No,FAECES,59070185,NEGATIVE,,,,,GW,
044R,22/05/2007,No,RUMP,59070186,NEGATIVE,,,,,GW,
044R,22/05/2007,No,TA,59070183,NEGATIVE,,,,,GW,
044R,22/05/2007,No,URINE,59070184,M.BOVIS,,,17,,GW,
044V,25/08/2015,No,OA,59150459,NEGATIVE,,,,,PS,
044V,25/08/2015,No,TA,59150460,NEGATIVE,,,,,PS,
044V,25/08/2015,No,URINE,59150461,NEGATIVE,,,,,PS,
044W,07/06/2005,No,FAECES,59050381,NEGATIVE,,,,,RD,
044W,07/06/2005,No,OA,59050379,NEGATIVE,,,,,RD,
044W,07/06/2005,No,URINE,59050380,NEGATIVE,,,,,RD,
044W,02/08/2005,No,FAECES,59050735,NEGATIVE,,,,,GW,
044W,02/08/2005,No,OA,59050734,NEGATIVE,,,,,GW,
044W,27/09/2005,No,FAECES,59051041,NEGATIVE,,,,,SB,
044W,27/09/2005,No,OA,59051039,NEGATIVE,,,,,SB,
044W,27/09/2005,No,URINE,59051040,NEGATIVE,,,,,SB,
044W,25/10/2005,No,FAECES,59051133,NEGATIVE,,,,,SB,
044W,25/10/2005,No,OA,59051131,NEGATIVE,,,,,SB,
044W,25/10/2005,No,URINE,59051132,NEGATIVE,,,,,SB,
044Y,31/07/2007,No,FAECES,59070449,NEGATIVE,,,,,SB,
044Y,31/07/2007,No,TA,59070447,NEGATIVE,,,,,SB,
044Y,31/07/2007,No,URINE,59070448,NEGATIVE,,,,,SB,
044Y,23/10/2007,No,OA,59070956,NEGATIVE,,,,,GW,
044Y,23/10/2007,No,TA,59070957,NEGATIVE,,,,,GW,
044Y,23/10/2007,No,URINE,59070958,NEGATIVE,,,,,GW,
044Y,06/05/2008,No,FAECES,59080210,NEGATIVE,,,,,GW,
044Y,06/05/2008,No,OA,59080207,NEGATIVE,,,,,GW,
044Y,06/05/2008,No,TA,59080208,NEGATIVE,,,,,GW,
044Y,06/05/2008,No,URINE,59080209,NEGATIVE,,,,,GW,
044Y,02/06/2009,No,FAECES,59090413,NEGATIVE,,,,,AT,
044Y,02/06/2009,No,L SUBM,59090414,M.BOVIS,,,17,,AT,
044Y,02/06/2009,No,OA,59090410,NEGATIVE,,,,,AT,
044Y,02/06/2009,No,R SUBM,59090415,NEGATIVE,,,,,AT,
044Y,02/06/2009,No,TA,59090411,NEGATIVE,,,,,AT,
044Y,02/06/2009,No,URINE,59090412,NEGATIVE,,,,,AT,
044Y,12/05/2010,No,FAECES,59100126,NEGATIVE,,,,,RD,
044Y,12/05/2010,No,OA,59100123,NEGATIVE,,,,,RD,
044Y,12/05/2010,No,OTHER,59100127,NEGATIVE,,,,,RD,
044Y,12/05/2010,No,OTHER 1,59100128,NEGATIVE,,,,,RD,
044Y,12/05/2010,No,TA,59100124,NEGATIVE,,,,,RD,
044Y,12/05/2010,No,URINE,59100125,NEGATIVE,,,,,RD,
044Z,10/09/2019,No,OA,1610324019,NEGATIVE,,,,,PS,
044Z,10/09/2019,No,TA,2610324019,NEGATIVE,,,,,PS,
044Z,10/09/2019,No,URINE,3610324019,NEGATIVE,,,,,PS,
045A,09/09/2014,No,FAECES,59140541,NEGATIVE,,,,,RD,
045A,09/09/2014,No,OA,59140538,NEGATIVE,,,,,RD,
045A,09/09/2014,No,TA,59140539,NEGATIVE,,,,,RD,
045A,09/09/2014,No,URINE,59140540,NEGATIVE,,,,,RD,
045A,05/11/2014,No,OA,59140705,NEGATIVE,,,,,TG,
045A,05/11/2014,No,TA,59140706,NEGATIVE,,,,,TG,
045A,23/06/2015,No,FAECES,59150221,NEGATIVE,,,,,SC,
045A,23/06/2015,No,OA,59150218,NEGATIVE,,,,,SC,
045A,23/06/2015,No,TA,59150219,NEGATIVE,,,,,SC,
045A,23/06/2015,No,URINE,59150220,NEGATIVE,,,,,SC,
045A,08/09/2015,No,FAECES,59150503,NEGATIVE,,,,,PS,
045A,08/09/2015,No,OA,59150500,NEGATIVE,,,,,PS,
045A,08/09/2015,No,TA,59150501,NEGATIVE,,,,,PS,
045A,08/09/2015,No,URINE,59150502,NEGATIVE,,,,,PS,
045A,26/01/2016,No,OA,59160755,NEGATIVE,,,,,RD,
045A,26/01/2016,No,TA,59160756,NEGATIVE,,,,,RD,
045A,26/01/2016,No,URINE,59160757,NEGATIVE,,,,,RD,
045A,28/06/2016,No,FAECES,59160139,NEGATIVE,,,,,SC,
045A,28/06/2016,No,OA,59160136,NEGATIVE,,,,,SC,
045A,28/06/2016,No,TA,59160137,NEGATIVE,,,,,SC,
045A,28/06/2016,No,URINE,59160138,NEGATIVE,,,,,SC,
045A,09/08/2016,No,FAECES,59160325,NEGATIVE,,,,,RD,
045A,09/08/2016,No,OA,59160322,NEGATIVE,,,,,RD,
045A,09/08/2016,No,TA,59160323,NEGATIVE,,,,,RD,
045A,09/08/2016,No,URINE,59160324,NEGATIVE,,,,,RD,
045A,19/10/2016,No,OA,59160499,NEGATIVE,,,,,PS,
045A,19/10/2016,No,TA,59160500,NEGATIVE,,,,,PS,
045A,19/10/2016,No,URINE,59160501,NEGATIVE,,,,,PS,
045A,11/07/2017,No,OA,59170143,NEGATIVE,,,,,TG,
045A,11/07/2017,No,TA,59170144,NEGATIVE,,,,,TG,
045A,11/07/2017,No,URINE,59170145,NEGATIVE,,,,,TG,
045A,26/06/2018,No,FAECES,59180166,NEGATIVE,,,,,TG,
045A,26/06/2018,No,OA,59180163,NEGATIVE,,,,,TG,
045A,26/06/2018,No,TA,59180164,NEGATIVE,,,,,TG,
045A,26/06/2018,No,URINE,59180165,NEGATIVE,,,,,TG,
