tattoo,date,year,quarter,Diagnostic model: fixed prevalence,Diagnostic model: annual prevalence,Diagnostic model: adjusted annual,All tests (fixed),All tests (inferred),Culture only (fixed)
E007,1988-05-25,1988,2,0.107280137099415,0.107280137099415,0.0304041412798923,0.026303293939640073,0.005971037401117932,0.07927779652827172
E008,1988-02-23,1988,1,0.107280137099415,0.107280137099415,0.0304041412798923,9.758518555372245e-4,1.2810789576122093e-6,0.039471636215962315
E008,1988-06-08,1988,2,0.107280137099415,0.107280137099415,0.0304041412798923,0.0017948348121647989,4.779880503039712e-6,0.05305695303033982
E008,1989-06-20,1989,2,0.107280137099415,0.107280137099415,0.0553616290696165,0.004805222403340387,4.008800973895027e-5,0.10951794412089305
E008,1990-06-19,1990,2,0.107280137099415,0.107280137099415,0.0528457603016671,0.008950535437244746,1.5275926834324257e-4,0.15632318601764303
E008,1991-07-02,1991,3,0.107280137099415,0.107280137099415,0.0404473043515461,0.015841788892380665,5.716730678536712e-4,0.19951922358598612
E008,1992-06-17,1992,2,0.107280137099415,0.107280137099415,0.0328406976078873,0.022383372821255135,0.0014942658792956125,0.23405090333005393
E008,1993-06-22,1993,2,0.107280137099415,0.107280137099415,0.0203243807015668,0.036482495707284936,0.006122191057238802,0.2755209807000644
E009,1988-02-23,1988,1,0.107280137099415,0.107280137099415,0.0304041412798923,0.024745475130226006,0.006041834071780153,0.06490026972128138
E010,1988-02-24,1988,1,0.107280137099415,0.107280137099415,0.0304041412798923,0.01445711523431784,0.0016362345875494853,0.05935649239243774
E010,1989-02-21,1989,1,0.107280137099415,0.107280137099415,0.0553616290696165,0.04084780009579208,0.014007382224717408,0.1380351224139806
E011,1988-03-21,1988,1,0.107280137099415,0.107280137099415,0.0304041412798923,0.008423646160706172,3.9378821779858397e-4,0.05413739670957425
E011,1988-07-06,1988,3,0.107280137099415,0.107280137099415,0.0304041412798923,0.018854738891657837,0.0021708309329596274,0.0795563227658572
E011,1989-10-03,1989,4,0.107280137099415,0.107280137099415,0.0553616290696165,0.04595991293514933,0.014138630306328209,0.16416611583253304
E012,1988-05-10,1988,2,0.107280137099415,0.107280137099415,0.0304041412798923,0.008194974757437823,4.229981958541864e-4,0.05376695088328484
E012,1988-10-04,1988,4,0.107280137099415,0.107280137099415,0.0304041412798923,0.012569983083192928,0.0016809240938779613,0.06885696200288646
E012,1989-01-25,1989,1,0.107280137099415,0.107280137099415,0.0553616290696165,0.019423494772632995,0.004827207601437968,0.11210846515416675
E013,1988-05-10,1988,2,0.107280137099415,0.107280137099415,0.0304041412798923,0.024745475130226006,0.006041834071780153,0.06490026972128138
E014,1988-05-10,1988,2,0.930260701583751,0.930260701583751,0.776819937592408,0.9963192913255868,0.9999999979833545,0.9988298304890648
E014,1988-07-19,1988,3,0.883136066814477,0.930260701583751,0.776819937592408,0.9999791432765058,1,0.9999853641322196
E014,1988-10-04,1988,4,0.810649670192884,0.930260701583751,0.776819937592408,0.9999971451604286,1,0.9999990635227112
E014,1989-05-24,1989,2,0.708065097240208,0.930260701583751,0.866760537303834,0.9999999865706732,1,0.9999999989553663
E014,1989-08-01,1989,3,0.578781491213371,0.930260701583751,0.866760537303834,0.9999999999310619,1,0.9999999999873013
E014,1989-10-18,1989,4,0.437710624048519,0.930260701583751,0.866760537303834,0.9999999999967888,1,0.9999999999995375
E014,1990-01-23,1990,1,0.306041700265453,0.930260701583751,0.860979074712746,0.9999999999999172,1,0.999999999999998
E014,1990-05-22,1990,2,0.19989953226728,0.930260701583751,0.860979074712746,0.9999999999999993,1,1
E014,1990-07-31,1990,3,0.123992420806389,0.930260701583751,0.860979074712746,1,1,1
E014,1990-10-16,1990,4,0.07423489588093,0.930260701583751,0.860979074712746,1,1,1
E014,1991-01-29,1991,1,0.0434543272381169,0.930260701583751,0.823909549459026,1,1,1
E014,1991-06-04,1991,2,0.0250906310895991,0.930260701583751,0.823909549459026,1,1,1
E014,1991-10-29,1991,4,0.0143707993102847,0.930260701583751,0.823909549459026,1,1,1
E014,1993-05-26,1993,2,0.00819246861906362,0.930260701583751,0.697227460397136,1,1,1
E014,1993-08-04,1993,3,0.00465778919081238,0.930260701583751,0.697227460397136,1,1,1
E014,1993-10-12,1993,4,0.00264409825940427,0.930260701583751,0.697227460397136,1,1,1
E014,1995-06-20,1995,2,0.00149966985928517,0.930260701583751,0.77200617456155,1,1,1
E014,1995-09-20,1995,3,8.5015496873912e-4,0.930260701583751,0.77200617456155,1,1,1
E014,1996-06-25,1996,2,4.8181264630293e-4,0.930260701583751,0.823262368024656,1,1,1
E014,1996-07-31,1996,3,2.7301652210042e-4,0.930260701583751,0.823262368024656,1,1,1
E014,1996-09-03,1996,3,1.5468932758942e-4,0.930260701583751,0.823262368024656,1,1,1
E014,1996-12-04,1996,4,9.9424199663678e-4,0.99989501971416,0.99969943344037,1,1,1
E014,1997-05-21,1997,2,0.415420121578289,0.999999852960598,0.999999622299871,1,1,1
E015,1988-05-10,1988,2,0.577081615828524,0.577081615828524,0.262567432090514,0.3541452712837574,0.3590038206690779,0.04873169290517183
E015,1988-07-19,1988,3,0.435996212851397,0.107280137099415,0.0304041412798923,0.36686251081118254,0.3669794076419687,0.05498954893852541
E015,1988-10-04,1988,4,0.304563668157858,0.107280137099415,0.0304041412798923,0.37380588018445043,0.3866238375442579,0.0632246170806484
E015,1989-01-25,1989,1,0.738027701826318,0.577081615828524,0.399564111877951,0.41984748047185344,0.5123469430940071,0.10673774210334093
E016,1988-05-10,1988,2,0.107280137099415,0.107280137099415,0.0304041412798923,1.882625519084074e-5,6.758352174218471e-11,0.021213646869290937
E016,1988-07-19,1988,3,0.107280137099415,0.107280137099415,0.0304041412798923,2.6502554465714358e-5,1.9001953880039155e-10,0.023937786749035104
E016,1988-10-04,1988,4,0.107280137099415,0.107280137099415,0.0304041412798923,3.0693666944979617e-5,4.915880331056686e-10,0.027522637122517714
E016,1989-01-24,1989,1,0.107280137099415,0.107280137099415,0.0553616290696165,5.848500500525842e-5,2.4216072715668955e-9,0.04646456204613846
E016,1989-05-24,1989,2,0.107280137099415,0.107280137099415,0.0553616290696165,1.3904221885541773e-4,1.1557905155187776e-8,0.05559881256037385
E016,1989-10-18,1989,4,0.107280137099415,0.107280137099415,0.0553616290696165,2.2761823890914056e-4,4.9170585489502326e-8,0.0636710498991897
E016,1990-05-22,1990,2,0.107280137099415,0.107280137099415,0.0528457603016671,5.206608453144376e-4,2.2998912507160227e-7,0.08995556685061862
E016,1991-08-13,1991,3,0.107280137099415,0.107280137099415,0.0404473043515461,0.0012677392920112465,1.5018641321320392e-6,0.12248250914939876
E016,1992-05-20,1992,2,0.107280137099415,0.107280137099415,0.0328406976078873,0.0019769101841191415,4.302971997134264e-6,0.14848512461472124
E016,1992-07-28,1992,3,0.107280137099415,0.107280137099415,0.0328406976078873,0.002313900591524673,7.741650714403296e-6,0.15128438209822045
E016,1993-08-03,1993,3,0.107280137099415,0.107280137099415,0.0203243807015668,0.00498889167488909,6.634708088414723e-5,0.18593990119651596
E016,1993-10-13,1993,4,0.107280137099415,0.107280137099415,0.0203243807015668,0.005301583620683325,1.0255037769856292e-4,0.1900358232274886
E016,1994-01-25,1994,1,0.107280137099415,0.107280137099415,0.0229275745481719,0.00807420773332237,4.621580292099115e-4,0.21769209234113912
E016,1994-06-07,1994,2,0.107280137099415,0.107280137099415,0.0229275745481719,0.01615994930549674,0.002376300063414345,0.23109028139128188
E017,1988-05-10,1988,2,0.107280137099415,0.107280137099415,0.0304041412798923,0.024745475130226006,0.006041834071780153,0.06490026972128138
E018,1988-05-10,1988,2,0.107280137099415,0.107280137099415,0.0304041412798923,0.024745475130226006,0.006041834071780153,0.06490026972128138
E019,1988-05-10,1988,2,0.107280137099415,0.107280137099415,0.0304041412798923,0.024745475130226006,0.006041834071780153,0.06490026972128138
E020,1988-05-11,1988,2,0.107280137099415,0.107280137099415,0.0304041412798923,0.01861868123778213,6.499129717097967e-5,0.037353143920594814
E020,1990-01-24,1990,1,0.107280137099415,0.107280137099415,0.0528457603016671,0.06727088761644913,7.892374613937864e-4,0.11514575654621687
E020,1990-05-22,1990,2,0.107280137099415,0.107280137099415,0.0528457603016671,0.08586043337525302,0.0012320140924005959,0.1244144502160185
E020,1991-06-04,1991,2,0.107280137099415,0.107280137099415,0.0404473043515461,0.14921381702933828,0.005905287687376619,0.15918669442360725
E020,1991-10-30,1991,4,0.107280137099415,0.107280137099415,0.0404473043515461,0.17870067586943078,0.012639753825426656,0.1663723756048887
E020,1993-08-03,1993,3,0.107280137099415,0.107280137099415,0.0203243807015668,0.48263432122604644,0.1301907156949911,0.23497627788591458
E020,1994-06-08,1994,2,0.577081615828524,0.577081615828524,0.210388261974371,0.7411140434306781,0.3616107563556633,0.2766550294109091
E020,1994-08-02,1994,3,0.89772572264006,0.89772572264006,0.63153676904745,0.7522236160611635,0.377048479842813,0.28125718752827317
E021,1988-05-11,1988,2,0.107280137099415,0.107280137099415,0.0304041412798923,0.024745475130226006,0.006041834071780153,0.06490026972128138
E022,1988-05-11,1988,2,0.107280137099415,0.107280137099415,0.0304041412798923,3.08977828700965e-5,2.734223051425863e-10,0.02171172888122977
E022,1988-07-19,1988,3,0.107280137099415,0.107280137099415,0.0304041412798923,4.3496179409218965e-5,7.687610675148377e-10,0.024499829714055982
E022,1988-10-04,1988,4,0.107280137099415,0.107280137099415,0.0304041412798923,5.0374662785535435e-5,1.988815168659143e-9,0.028168849938084595
E022,1989-01-24,1989,1,0.107280137099415,0.107280137099415,0.0553616290696165,9.598600292468905e-5,9.797084041694476e-9,0.04755551838619613
E022,1989-08-01,1989,3,0.107280137099415,0.107280137099415,0.0553616290696165,2.910954985834838e-4,7.089748834860357e-8,0.06030947041141754
E022,1989-10-17,1989,4,0.107280137099415,0.107280137099415,0.0553616290696165,3.254423468489414e-4,1.3039291144834933e-7,0.06479142697389553
E022,1990-01-22,1990,1,0.107280137099415,0.107280137099415,0.0528457603016671,5.069064463738753e-4,4.571585822344977e-7,0.0835145105879978
E022,1990-02-06,1990,1,0.107280137099415,0.107280137099415,0.0528457603016671,5.069064463738753e-4,4.571585822344977e-7,0.0835145105879978
E022,1990-05-22,1990,2,0.107280137099415,0.107280137099415,0.0528457603016671,0.0014400039918561751,7.898035873393336e-6,0.0935913339946635
E022,1990-07-31,1990,3,0.107280137099415,0.107280137099415,0.0528457603016671,0.0022254696063751618,2.879612407564696e-5,0.0976738319506837
E022,1990-10-16,1990,4,0.107280137099415,0.107280137099415,0.0528457603016671,0.0026547108996169896,8.643417121674433e-5,0.1030603035877012
E022,1991-06-04,1991,2,0.107280137099415,0.107280137099415,0.0404473043515461,0.009357785524512522,8.988360409091796e-4,0.1386295918900129
E022,1991-08-13,1991,3,0.107280137099415,0.107280137099415,0.0404473043515461,0.012878828565774747,0.0021644088432667967,0.14302434539597403
E023,1988-05-11,1988,2,0.107280137099415,0.107280137099415,0.0304041412798923,3.030590174433396e-4,4.9577403994289255e-8,0.03089540224964628
E023,1988-07-19,1988,3,0.107280137099415,0.107280137099415,0.0304041412798923,4.2662962095752296e-4,1.393930827969161e-7,0.034862819916564966
E023,1988-10-04,1988,4,0.107280137099415,0.107280137099415,0.0304041412798923,4.940968053277102e-4,3.6061539688638793e-7,0.04008377013676828
E023,1989-08-02,1989,3,0.107280137099415,0.107280137099415,0.0553616290696165,0.0020256451886476175,4.661999700054527e-6,0.08402078432416711
E023,1990-08-01,1990,3,0.107280137099415,0.107280137099415,0.0528457603016671,0.0041801311418586794,1.8450142112253742e-5,0.12428342755584681
E023,1990-10-16,1990,4,0.107280137099415,0.107280137099415,0.0528457603016671,0.004425829071997842,2.6505188230715368e-5,0.12883214468469797
E023,1991-10-30,1991,4,0.107280137099415,0.107280137099415,0.0404473043515461,0.009758104642849815,2.07852518212804e-4,0.16619222189370794
E023,1992-05-19,1992,2,0.160440064176026,0.160440064176026,0.051230889530024,0.015601365622144123,6.291656130454567e-4,0.195892226681339
E023,1995-08-09,1995,3,0.107280137099415,0.107280137099415,0.0296022346798986,0.050698076197381634,0.005254086842558444,0.3412069167072221
E023,1996-09-03,1996,3,0.107280137099415,0.107280137099415,0.0402747785821037,0.08473674826798452,0.016376127109213816,0.406338177778467
E024,1988-05-11,1988,2,0.107280137099415,0.107280137099415,0.0304041412798923,0.03572597247330152,4.7012220359421956e-4,0.24561200661814397
E024,1988-07-19,1988,3,0.107280137099415,0.107280137099415,0.0304041412798923,0.05029303606672304,0.001321807476200775,0.2771521499181177
E024,1988-10-04,1988,4,0.107280137099415,0.107280137099415,0.0304041412798923,0.058246373974284574,0.0034195680163842603,0.31865761567240347
E024,1989-01-25,1989,1,0.107280137099415,0.107280137099415,0.0553616290696165,0.11098509277274136,0.016845102436237925,0.5379675824294881
E024,1989-05-23,1989,2,0.107280137099415,0.107280137099415,0.0553616290696165,0.2638558987488995,0.08039870815282286,0.6437241084797944
E024,1989-10-18,1989,4,0.107280137099415,0.107280137099415,0.0553616290696165,0.4319437325828667,0.37257847873695465,0.7371846258015263
