zone,n,median_nn_m,mean_nn_m,p10_nn_m,p90_nn_m
1,73,90.78546139112804,105.07853791194816,37.6281976129091,177.90110804036635
2,22,268.39197002838637,228.1499633284037,63.53303561525122,382.12081840294377
