tattoo,primary,origin_year,origin_SG,origin_zone,origin_sett,origin_x,origin_y,n_loc_obs,entry_group,next_primary,next_year,dest_x,dest_y,dest_SG,dest_zone,dest_sett,observed_category,observed_distance_m
P052,8,1983,4,1,ARTHURS,380534,200550,2,1,9,1984,380534,200550,4,1,ARTHURS,same_SG,0
P052,9,1984,4,1,ARTHURS,380534,200550,3,1,10,1985,380534,200550,4,1,ARTHURS,same_SG,0
P052,12,1987,4,1,ARTHURS,380534,200550,2,1,13,1988,380534,200550,4,1,ARTHURS,same_SG,0
P052,13,1988,4,1,ARTHURS,380534,200550,1,1,14,1989,380625,200466,4,1,BRAMBLE,same_SG,123.84264209067892
P052,14,1989,4,1,BRAMBLE,380625,200466,1,1,15,1990,380534,200550,4,1,ARTHURS,same_SG,123.84264209067892
P053,8,1983,1,1,WEST,380190,201400,2,1,9,1984,380190,201400,1,1,WEST,same_SG,0
P053,9,1984,1,1,WEST,380190,201400,1,1,10,1985,380190,201400,1,1,WEST,same_SG,0
P054,8,1983,2,1,LARCH,380541,201242,2,1,9,1984,380621,201409,2,1,BOX,same_SG,185.17289218457435
P054,9,1984,2,1,BOX,380621,201409,1,1,10,1985,380541,201242,2,1,LARCH,same_SG,185.17289218457435
P054,12,1987,2,1,LARCH,380541,201242,2,1,13,1988,380621,201409,2,1,BOX,same_SG,185.17289218457435
P054,13,1988,2,1,BOX,380621,201409,1,1,14,1989,380541,201242,2,1,LARCH,same_SG,185.17289218457435
P054,14,1989,2,1,LARCH,380541,201242,2,1,15,1990,380621,201409,2,1,BOX,same_SG,185.17289218457435
P054,15,1990,2,1,BOX,380621,201409,1,1,16,1991,380621,201409,2,1,BOX,same_SG,0
P054,16,1991,2,1,BOX,380621,201409,2,1,17,1992,380621,201409,2,1,BOX,same_SG,0
P058,9,1984,21,1,COLLIERSWOOD,382931,200706,2,2,10,1985,382931,200706,21,1,COLLIERSWOOD,same_SG,0
P059,8,1983,16,1,PEGLARS,382355,200596,2,1,9,1984,382355,200596,16,1,PEGLARS,same_SG,0
P059,9,1984,16,1,PEGLARS,382355,200596,3,1,10,1985,382355,200596,16,1,PEGLARS,same_SG,0
P059,10,1985,16,1,PEGLARS,382355,200596,1,1,11,1986,382355,200596,16,1,PEGLARS,same_SG,0
Q002,24,1999,4,1,ARTHURS,380534,200550,1,2,25,2000,380534,200550,4,1,ARTHURS,same_SG,0
Q007,24,1999,16,1,FORK,382786,200771,1,2,25,2000,383337,200429,22,1,WOODFARM,nonneighbour_SG,648.5098303032885
Q007,25,2000,22,1,WOODFARM,383337,200429,1,2,26,2001,383337,200429,22,1,WOODFARM,same_SG,0
Q007,26,2001,22,1,WOODFARM,383337,200429,1,2,27,2002,382931,200706,21,1,COLLIERSWOOD,neighbour_SG,491.49262456317695
Q012,24,1999,4,1,MEAD,380390,200637,2,1,25,2000,380534,200550,4,1,ARTHURS,same_SG,168.24089871371942
Q014,24,1999,4,1,ARTHURS,380534,200550,1,1,25,2000,380841,200432,4,1,JUNCTION,same_SG,328.89664029904594
Q015,24,1999,1,1,WEST,380190,201400,1,1,25,2000,380190,201400,1,1,WEST,same_SG,0
Q015,25,2000,1,1,WEST,380190,201400,2,1,26,2001,380621,201409,2,1,BOX,neighbour_SG,431.0939572761372
Q015,26,2001,2,1,BOX,380621,201409,2,1,27,2002,380621,201409,2,1,BOX,same_SG,0
Q015,27,2002,2,1,BOX,380621,201409,2,1,28,2003,380190,201400,1,1,WEST,neighbour_SG,431.0939572761372
Q015,28,2003,1,1,WEST,380190,201400,1,1,29,2004,380541,201242,2,1,LARCH,neighbour_SG,384.92207003496173
Q016,24,1999,1,1,WEST,380190,201400,2,1,25,2000,380190,201400,1,1,WEST,same_SG,0
Q026,24,1999,4,1,ARTHURS,380534,200550,1,1,25,2000,380841,200432,4,1,JUNCTION,same_SG,328.89664029904594
Q026,25,2000,4,1,JUNCTION,380841,200432,1,1,26,2001,380534,200550,4,1,ARTHURS,same_SG,328.89664029904594
Q026,26,2001,4,1,ARTHURS,380534,200550,1,1,27,2002,381109,200408,4,1,THISTLEWOODBANK,same_SG,592.2744296354521
Q027,24,1999,4,1,ARTHURS,380534,200550,2,1,25,2000,380534,200550,4,1,ARTHURS,same_SG,0
Q028,24,1999,4,1,JUNCTION,380841,200432,2,1,25,2000,380841,200432,4,1,JUNCTION,same_SG,0
Q028,25,2000,4,1,JUNCTION,380841,200432,3,1,26,2001,380841,200432,4,1,JUNCTION,same_SG,0
Q028,26,2001,4,1,JUNCTION,380841,200432,1,1,27,2002,380841,200432,4,1,JUNCTION,same_SG,0
Q028,27,2002,4,1,JUNCTION,380841,200432,1,1,28,2003,380841,200432,4,1,JUNCTION,same_SG,0
Q028,28,2003,4,1,JUNCTION,380841,200432,1,1,29,2004,381109,200408,4,1,THISTLEWOODBANK,same_SG,269.0724809414742
Q028,29,2004,4,1,THISTLEWOODBANK,381109,200408,1,1,30,2005,380841,200432,4,1,JUNCTION,same_SG,269.0724809414742
Q028,30,2005,4,1,JUNCTION,380841,200432,1,1,31,2006,381109,200408,4,1,THISTLEWOODBANK,same_SG,269.0724809414742
Q028,35,2010,4,1,JUNCTION,380841,200432,2,1,36,2011,380841,200432,4,1,JUNCTION,same_SG,0
Q029,24,1999,16,1,WOODRUSH,382713,200607,2,1,25,2000,382786,200771,16,1,FORK,same_SG,179.51323071016242
Q029,25,2000,16,1,FORK,382786,200771,2,1,26,2001,382786,200771,16,1,FORK,same_SG,0
Q031,24,1999,15,1,KENNEL,382464,200922,3,1,25,2000,382464,200922,15,1,KENNEL,same_SG,0
Q031,25,2000,15,1,KENNEL,382464,200922,1,1,26,2001,382464,200922,15,1,KENNEL,same_SG,0
Q032,24,1999,15,1,BOG,382099,200773,2,1,25,2000,382099,200773,15,1,BOG,same_SG,0
Q032,25,2000,15,1,BOG,382099,200773,2,1,26,2001,382099,200773,15,1,BOG,same_SG,0
Q032,26,2001,15,1,BOG,382099,200773,2,1,27,2002,382355,200596,16,1,PEGLARS,neighbour_SG,311.231425148554
Q033,24,1999,16,1,WOODRUSH,382713,200607,3,1,25,2000,382786,200771,16,1,FORK,same_SG,179.51323071016242
Q033,25,2000,16,1,FORK,382786,200771,2,1,26,2001,382713,200607,16,1,WOODRUSH,same_SG,179.51323071016242
Q033,26,2001,16,1,WOODRUSH,382713,200607,2,1,27,2002,382713,200607,16,1,WOODRUSH,same_SG,0
Q033,27,2002,16,1,WOODRUSH,382713,200607,2,1,28,2003,382786,200771,16,1,FORK,same_SG,179.51323071016242
Q033,28,2003,16,1,FORK,382786,200771,1,1,29,2004,382786,200771,16,1,FORK,same_SG,0
Q033,29,2004,16,1,FORK,382786,200771,2,1,30,2005,382713,200607,16,1,WOODRUSH,same_SG,179.51323071016242
Q033,30,2005,16,1,WOODRUSH,382713,200607,2,1,31,2006,382786,200771,16,1,FORK,same_SG,179.51323071016242
Q036,24,1999,20,1,PARKMILL,383730,200924,2,1,25,2000,383730,200924,20,1,PARKMILL,same_SG,0
Q036,25,2000,20,1,PARKMILL,383730,200924,3,1,26,2001,383730,200924,20,1,PARKMILL,same_SG,0
Q036,26,2001,20,1,PARKMILL,383730,200924,1,1,27,2002,383730,200924,20,1,PARKMILL,same_SG,0
Q036,27,2002,20,1,PARKMILL,383730,200924,2,1,28,2003,383730,200924,20,1,PARKMILL,same_SG,0
Q036,30,2005,20,1,PARKMILL,383730,200924,2,1,31,2006,383412,200931,20,1,SCOTLANDBANK,same_SG,318.0770346944274
Q036,31,2006,20,1,SCOTLANDBANK,383412,200931,2,1,32,2007,383730,200924,20,1,PARKMILL,same_SG,318.0770346944274
Q038,24,1999,3,1,BEECH,380931,201164,2,1,25,2000,380834,201150,3,1,CHESNUT,same_SG,98.00510190801293
Q039,24,1999,15,1,KENNEL,382464,200922,3,1,25,2000,382464,200922,15,1,KENNEL,same_SG,0
Q039,25,2000,15,1,KENNEL,382464,200922,3,1,26,2001,382399,200920,15,1,CULDESAC,same_SG,65.03076195155643
Q039,26,2001,15,1,CULDESAC,382399,200920,1,1,27,2002,382464,200922,15,1,KENNEL,same_SG,65.03076195155643
Q041,24,1999,12,1,TOP,381795,200962,2,1,25,2000,381795,200962,12,1,TOP,same_SG,0
Q046,24,1999,3,1,CHESNUT,380834,201150,2,1,25,2000,380931,201164,3,1,BEECH,same_SG,98.00510190801293
Q046,25,2000,3,1,BEECH,380931,201164,2,1,26,2001,380931,201164,3,1,BEECH,same_SG,0
Q048,24,1999,21,1,COLLIERSWOOD,382931,200706,2,1,25,2000,382931,200706,21,1,COLLIERSWOOD,same_SG,0
Q048,25,2000,21,1,COLLIERSWOOD,382931,200706,3,1,26,2001,382931,200706,21,1,COLLIERSWOOD,same_SG,0
Q049,24,1999,10,1,SEPTICTANK,381357,201285,2,1,25,2000,381180,201357,9,1,LAURELS,neighbour_SG,191.08375127153016
Q049,25,2000,9,1,LAURELS,381180,201357,1,1,26,2001,380834,201150,3,1,CHESNUT,neighbour_SG,403.1935019317648
Q052,24,1999,10,1,SEPTICTANK,381357,201285,2,1,25,2000,381357,201285,10,1,SEPTICTANK,same_SG,0
Q052,25,2000,10,1,SEPTICTANK,381357,201285,2,1,26,2001,381619,201268,11,1,YEW,neighbour_SG,262.5509474368737
Q053,24,1999,10,1,SEPTICTANK,381357,201285,3,1,25,2000,381180,201357,9,1,LAURELS,neighbour_SG,191.08375127153016
Q054,24,1999,16,1,PEGLARS,382355,200596,2,1,25,2000,382355,200596,16,1,PEGLARS,same_SG,0
Q058,24,1999,15,1,BOG,382099,200773,2,1,25,2000,382099,200773,15,1,BOG,same_SG,0
Q059,24,1999,3,1,CHESNUT,380834,201150,2,1,25,2000,380931,201164,3,1,BEECH,same_SG,98.00510190801293
Q059,25,2000,3,1,BEECH,380931,201164,2,1,26,2001,380834,201150,3,1,CHESNUT,same_SG,98.00510190801293
Q064,24,1999,20,1,PARKMILL,383730,200924,2,1,25,2000,383730,200924,20,1,PARKMILL,same_SG,0
Q065,24,1999,20,1,PARKMILL,383730,200924,1,1,25,2000,383730,200924,20,1,PARKMILL,same_SG,0
Q065,25,2000,20,1,PARKMILL,383730,200924,2,1,26,2001,383730,200924,20,1,PARKMILL,same_SG,0
Q065,26,2001,20,1,PARKMILL,383730,200924,1,1,27,2002,383730,200924,20,1,PARKMILL,same_SG,0
Q066,24,1999,20,1,PARKMILL,383730,200924,1,1,25,2000,383730,200924,20,1,PARKMILL,same_SG,0
Q066,25,2000,20,1,PARKMILL,383730,200924,1,1,26,2001,380625,200466,4,1,BRAMBLE,nonneighbour_SG,3138.5966609298493
Q066,32,2007,19,1,DAM,383126,200958,1,1,33,2008,383730,200924,20,1,PARKMILL,neighbour_SG,604.9561967613854
Q067,24,1999,22,1,WOODFARM,383337,200429,2,1,25,2000,383337,200429,22,1,WOODFARM,same_SG,0
Q067,25,2000,22,1,WOODFARM,383337,200429,3,1,26,2001,383635,200531,999,2,WINDSOREDGE,peripheral,314.97301471713416
Q069,24,1999,22,1,WOODFARM,383337,200429,2,1,25,2000,383337,200429,22,1,WOODFARM,same_SG,0
Q070,24,1999,22,1,WOODFARM,383337,200429,2,1,25,2000,383337,200429,22,1,WOODFARM,same_SG,0
Q070,25,2000,22,1,WOODFARM,383337,200429,2,1,26,2001,383635,200531,999,2,WINDSOREDGE,peripheral,314.97301471713416
Q072,24,1999,18,1,NETTLE,383024,201142,1,2,25,2000,383024,201142,18,1,NETTLE,same_SG,0
Q072,25,2000,18,1,NETTLE,383024,201142,2,2,26,2001,383024,201142,18,1,NETTLE,same_SG,0
Q072,26,2001,18,1,NETTLE,383024,201142,1,2,27,2002,383024,201142,18,1,NETTLE,same_SG,0
Q072,27,2002,18,1,NETTLE,383024,201142,1,2,28,2003,382624,201274,17,1,OLDOAK,neighbour_SG,421.2172835960082
Q072,30,2005,17,1,OLDOAK,382624,201274,1,2,31,2006,382624,201274,17,1,OLDOAK,same_SG,0
Q073,24,1999,7,1,BULLPEN,381230,201693,1,1,25,2000,381370,201620,7,1,BREAKHEART,same_SG,157.88920165736477
Q074,24,1999,6,1,CEDAR,381022,201589,1,1,25,2000,380856,201662,6,1,RABBIT,same_SG,181.34221791960084
Q074,25,2000,6,1,RABBIT,380856,201662,2,1,26,2001,381022,201589,6,1,CEDAR,same_SG,181.34221791960084
Q074,26,2001,6,1,CEDAR,381022,201589,2,1,27,2002,381022,201589,6,1,CEDAR,same_SG,0
Q074,27,2002,6,1,CEDAR,381022,201589,1,1,28,2003,381022,201589,6,1,CEDAR,same_SG,0
Q074,28,2003,6,1,CEDAR,381022,201589,1,1,29,2004,380856,201662,6,1,RABBIT,same_SG,181.34221791960084
Q074,29,2004,6,1,RABBIT,380856,201662,1,1,30,2005,380856,201662,6,1,RABBIT,same_SG,0
Q074,30,2005,6,1,RABBIT,380856,201662,2,1,31,2006,381022,201589,6,1,CEDAR,same_SG,181.34221791960084
Q074,31,2006,6,1,CEDAR,381022,201589,1,1,32,2007,381016,201635,6,1,FOX,same_SG,46.389654018972806
Q074,32,2007,6,1,FOX,381016,201635,1,1,33,2008,380856,201662,6,1,RABBIT,same_SG,162.2621335986927
Q075,24,1999,4,1,TIP,380475,200580,1,1,25,2000,380625,200466,4,1,BRAMBLE,same_SG,188.403821617291
Q077,24,1999,4,1,TIP,380475,200580,1,1,25,2000,380534,200550,4,1,ARTHURS,same_SG,66.18912297349165
Q077,25,2000,4,1,ARTHURS,380534,200550,1,1,26,2001,380534,200550,4,1,ARTHURS,same_SG,0
Q077,26,2001,4,1,ARTHURS,380534,200550,1,1,27,2002,380678,200030,5,1,JACKSMIREY,neighbour_SG,539.570199325352
Q077,27,2002,5,1,JACKSMIREY,380678,200030,1,1,28,2003,380678,200030,5,1,JACKSMIREY,same_SG,0
Q077,28,2003,5,1,JACKSMIREY,380678,200030,1,1,29,2004,380678,200030,5,1,JACKSMIREY,same_SG,0
Q078,24,1999,1,1,CORRAL,380279,201409,1,1,25,2000,380190,201400,1,1,WEST,same_SG,89.45389874119518
Q078,25,2000,1,1,WEST,380190,201400,3,1,26,2001,380190,201400,1,1,WEST,same_SG,0
Q078,26,2001,1,1,WEST,380190,201400,2,1,27,2002,380190,201400,1,1,WEST,same_SG,0
Q079,24,1999,2,1,JACOBS,380387,201401,1,1,25,2000,380190,201400,1,1,WEST,neighbour_SG,197.00253805471644
Q080,24,1999,1,1,CORRAL,380279,201409,1,1,25,2000,380190,201400,1,1,WEST,same_SG,89.45389874119518
Q081,24,1999,4,1,OPEN,380812,200417,2,1,25,2000,380841,200432,4,1,JUNCTION,same_SG,32.64965543462902
Q081,25,2000,4,1,JUNCTION,380841,200432,2,1,26,2001,380841,200432,4,1,JUNCTION,same_SG,0
Q081,26,2001,4,1,JUNCTION,380841,200432,1,1,27,2002,380841,200432,4,1,JUNCTION,same_SG,0
Q081,27,2002,4,1,JUNCTION,380841,200432,2,1,28,2003,380841,200432,4,1,JUNCTION,same_SG,0
Q081,28,2003,4,1,JUNCTION,380841,200432,1,1,29,2004,380906,200398,4,1,EARTH,same_SG,73.35529974037323
Q081,29,2004,4,1,EARTH,380906,200398,1,1,30,2005,380841,200432,4,1,JUNCTION,same_SG,73.35529974037323
Q081,30,2005,4,1,JUNCTION,380841,200432,1,1,31,2006,380841,200432,4,1,JUNCTION,same_SG,0
Q081,31,2006,4,1,JUNCTION,380841,200432,1,1,32,2007,381109,200408,4,1,THISTLEWOODBANK,same_SG,269.0724809414742
Q081,32,2007,4,1,THISTLEWOODBANK,381109,200408,1,1,33,2008,381109,200408,4,1,THISTLEWOODBANK,same_SG,0
Q081,33,2008,4,1,THISTLEWOODBANK,381109,200408,1,1,34,2009,380841,200432,4,1,JUNCTION,same_SG,269.0724809414742
Q081,34,2009,4,1,JUNCTION,380841,200432,3,1,35,2010,380841,200432,4,1,JUNCTION,same_SG,0
Q082,24,1999,5,1,JACKSMIREY,380678,200030,1,1,25,2000,380678,200030,5,1,JACKSMIREY,same_SG,0
Q083,24,1999,5,1,JACKSMIREY,380678,200030,2,1,25,2000,380678,200030,5,1,JACKSMIREY,same_SG,0
Q083,25,2000,5,1,JACKSMIREY,380678,200030,3,1,26,2001,380678,200030,5,1,JACKSMIREY,same_SG,0
Q084,24,1999,1,1,WEST,380190,201400,1,1,25,2000,380190,201400,1,1,WEST,same_SG,0
Q084,25,2000,1,1,WEST,380190,201400,2,1,26,2001,380190,201400,1,1,WEST,same_SG,0
Q084,26,2001,1,1,WEST,380190,201400,1,1,27,2002,380190,201400,1,1,WEST,same_SG,0
Q085,24,1999,3,1,BEECH,380931,201164,1,1,25,2000,380834,201150,3,1,CHESNUT,same_SG,98.00510190801293
Q086,24,1999,21,1,COLLIERSWOOD,382931,200706,2,1,25,2000,382931,200706,21,1,COLLIERSWOOD,same_SG,0
Q086,25,2000,21,1,COLLIERSWOOD,382931,200706,3,1,26,2001,382931,200706,21,1,COLLIERSWOOD,same_SG,0
Q088,24,1999,8,1,FOREST,381920,201658,1,2,25,2000,382049,201493,14,1,COLEPARK,neighbour_SG,209.44211610848473
Q093,24,1999,22,1,WOODFARM,383337,200429,2,1,25,2000,383337,200429,22,1,WOODFARM,same_SG,0
Q093,25,2000,22,1,WOODFARM,383337,200429,3,1,26,2001,383337,200429,22,1,WOODFARM,same_SG,0
Q094,24,1999,20,1,PARKMILL,383730,200924,2,1,25,2000,383730,200924,20,1,PARKMILL,same_SG,0
Q094,25,2000,20,1,PARKMILL,383730,200924,1,1,26,2001,383730,200924,20,1,PARKMILL,same_SG,0
Q094,26,2001,20,1,PARKMILL,383730,200924,3,1,27,2002,383730,200924,20,1,PARKMILL,same_SG,0
Q094,27,2002,20,1,PARKMILL,383730,200924,2,1,28,2003,383730,200924,20,1,PARKMILL,same_SG,0
Q094,32,2007,20,1,PARKMILL,383730,200924,1,1,33,2008,383730,200924,20,1,PARKMILL,same_SG,0
Q095,24,1999,6,1,CEDAR,381022,201589,2,2,25,2000,381022,201589,6,1,CEDAR,same_SG,0
Q096,24,1999,4,1,ARTHURS,380534,200550,1,1,25,2000,380812,200417,4,1,OPEN,same_SG,308.1768972522113
Q097,24,1999,15,1,BOG,382099,200773,1,2,25,2000,382099,200773,15,1,BOG,same_SG,0
Q098,24,1999,16,1,PEGLARS,382355,200596,1,1,25,2000,382355,200596,16,1,PEGLARS,same_SG,0
Q098,25,2000,16,1,PEGLARS,382355,200596,3,1,26,2001,382124,200793,15,1,WINDFALL,neighbour_SG,303.5951251255527
R003,3,1978,11,1,TAXUS,381737,201220,1,2,4,1979,381619,201268,11,1,YEW,same_SG,127.38916751435343
R008,3,1978,8,1,HONEYWELL,381931,201706,1,2,4,1979,381931,201706,8,1,HONEYWELL,same_SG,0
R010,3,1978,17,1,OLDOAK,382624,201274,1,2,4,1979,382616,201525,17,1,TOPOAK,same_SG,251.127457678367
R010,4,1979,17,1,TOPOAK,382616,201525,1,2,5,1980,382624,201274,17,1,OLDOAK,same_SG,251.127457678367
R011,3,1978,8,1,HONEYWELL,381931,201706,1,1,4,1979,381931,201706,8,1,HONEYWELL,same_SG,0
R013,3,1978,2,1,LARCH,380541,201242,1,1,4,1979,380541,201242,2,1,LARCH,same_SG,0
R013,4,1979,2,1,LARCH,380541,201242,1,1,5,1980,380541,201242,2,1,LARCH,same_SG,0
R013,5,1980,2,1,LARCH,380541,201242,1,1,6,1981,380541,201242,2,1,LARCH,same_SG,0
R013,6,1981,2,1,LARCH,380541,201242,1,1,7,1982,380541,201242,2,1,LARCH,same_SG,0
R013,7,1982,2,1,LARCH,380541,201242,2,1,8,1983,380621,201409,2,1,BOX,same_SG,185.17289218457435
R013,12,1987,2,1,BOX,380621,201409,1,1,13,1988,380621,201409,2,1,BOX,same_SG,0
R013,13,1988,2,1,BOX,380621,201409,1,1,14,1989,380621,201409,2,1,BOX,same_SG,0
R014,3,1978,2,1,LARCH,380541,201242,1,1,4,1979,380541,201242,2,1,LARCH,same_SG,0
R014,4,1979,2,1,LARCH,380541,201242,1,1,5,1980,380541,201242,2,1,LARCH,same_SG,0
R016,5,1980,3,1,BEECH,380931,201164,1,1,6,1981,380931,201164,3,1,BEECH,same_SG,0
R016,6,1981,3,1,BEECH,380931,201164,1,1,7,1982,380931,201164,3,1,BEECH,same_SG,0
R016,7,1982,3,1,BEECH,380931,201164,1,1,8,1983,380931,201164,3,1,BEECH,same_SG,0
R016,8,1983,3,1,BEECH,380931,201164,1,1,9,1984,380931,201164,3,1,BEECH,same_SG,0
R025,3,1978,15,1,WYCHELM,382074,201085,1,2,4,1979,382464,200922,15,1,KENNEL,same_SG,422.6925596695546
R025,4,1979,15,1,KENNEL,382464,200922,1,2,5,1980,382464,200922,15,1,KENNEL,same_SG,0
R025,5,1980,15,1,KENNEL,382464,200922,1,2,6,1981,382464,200922,15,1,KENNEL,same_SG,0
R028,3,1978,18,1,NETTLE,383024,201142,1,2,4,1979,383024,201142,18,1,NETTLE,same_SG,0
R028,4,1979,18,1,NETTLE,383024,201142,1,2,5,1980,383024,201142,18,1,NETTLE,same_SG,0
R028,5,1980,18,1,NETTLE,383024,201142,1,2,6,1981,383024,201142,18,1,NETTLE,same_SG,0
R029,3,1978,15,1,KENNEL,382464,200922,1,2,4,1979,382464,200922,15,1,KENNEL,same_SG,0
R032,3,1978,12,1,TOP,381795,200962,1,2,4,1979,381795,200962,12,1,TOP,same_SG,0
R033,3,1978,18,1,NETTLE,383024,201142,1,2,4,1979,383024,201142,18,1,NETTLE,same_SG,0
R034,3,1978,18,1,NETTLE,383024,201142,1,2,4,1979,383024,201142,18,1,NETTLE,same_SG,0
R042,3,1978,12,1,TOP,381795,200962,1,2,4,1979,382786,200771,16,1,FORK,nonneighbour_SG,1009.2383266602592
R044,3,1978,15,1,KENNEL,382464,200922,1,2,4,1979,382931,200706,21,1,COLLIERSWOOD,nonneighbour_SG,514.5337695428747
R053,3,1978,22,1,WOODFARM,383337,200429,1,2,4,1979,383337,200429,22,1,WOODFARM,same_SG,0
R057,3,1978,4,1,BUSH,380707,200454,1,2,4,1979,380841,200432,4,1,JUNCTION,same_SG,135.79396157414365
R058,3,1978,4,1,JUNCTION,380841,200432,1,2,4,1979,380841,200432,4,1,JUNCTION,same_SG,0
R063,3,1978,4,1,BUSH,380707,200454,1,2,4,1979,380841,200432,4,1,JUNCTION,same_SG,135.79396157414365
R064,3,1978,4,1,JUNCTION,380841,200432,1,1,4,1979,380841,200432,4,1,JUNCTION,same_SG,0
R065,7,1982,12,1,TOP,381795,200962,1,2,8,1983,381795,200962,12,1,TOP,same_SG,0
S006,21,1996,14,1,COLEPARK,382049,201493,2,2,22,1997,382420,201405,14,1,GIANTBEECH,same_SG,381.29384993728917
S006,22,1997,14,1,GIANTBEECH,382420,201405,1,2,23,1998,382049,201493,14,1,COLEPARK,same_SG,381.29384993728917
S006,23,1998,14,1,COLEPARK,382049,201493,1,2,24,1999,382049,201493,14,1,COLEPARK,same_SG,0
S011,21,1996,4,1,ARTHURS,380534,200550,3,1,22,1997,380534,200550,4,1,ARTHURS,same_SG,0
S011,22,1997,4,1,ARTHURS,380534,200550,2,1,23,1998,380534,200550,4,1,ARTHURS,same_SG,0
S011,23,1998,4,1,ARTHURS,380534,200550,1,1,24,1999,380534,200550,4,1,ARTHURS,same_SG,0
S011,24,1999,4,1,ARTHURS,380534,200550,2,1,25,2000,380534,200550,4,1,ARTHURS,same_SG,0
S015,21,1996,1,1,WEST,380190,201400,3,1,22,1997,380190,201400,1,1,WEST,same_SG,0
S016,21,1996,5,1,JACKSMIREY,380678,200030,3,1,22,1997,380678,200030,5,1,JACKSMIREY,same_SG,0
S016,22,1997,5,1,JACKSMIREY,380678,200030,3,1,23,1998,380678,200030,5,1,JACKSMIREY,same_SG,0
S016,23,1998,5,1,JACKSMIREY,380678,200030,2,1,24,1999,380678,200030,5,1,JACKSMIREY,same_SG,0
S023,21,1996,10,1,SEPTICTANK,381357,201285,1,1,22,1997,381357,201285,10,1,SEPTICTANK,same_SG,0
S023,22,1997,10,1,SEPTICTANK,381357,201285,1,1,23,1998,381737,201220,11,1,TAXUS,neighbour_SG,385.5191305240247
S023,23,1998,11,1,TAXUS,381737,201220,1,1,24,1999,381795,200962,12,1,TOP,neighbour_SG,264.43902888945877
S024,21,1996,12,1,TOP,381795,200962,2,1,22,1997,381795,200962,12,1,TOP,same_SG,0
S024,22,1997,12,1,TOP,381795,200962,4,1,23,1998,381737,201220,11,1,TAXUS,neighbour_SG,264.43902888945877
S024,23,1998,11,1,TAXUS,381737,201220,2,1,24,1999,381737,201220,11,1,TAXUS,same_SG,0
S024,24,1999,11,1,TAXUS,381737,201220,1,1,25,2000,381619,201268,11,1,YEW,same_SG,127.38916751435343
S024,25,2000,11,1,YEW,381619,201268,2,1,26,2001,381619,201268,11,1,YEW,same_SG,0
S024,26,2001,11,1,YEW,381619,201268,1,1,27,2002,381737,201220,11,1,TAXUS,same_SG,127.38916751435343
S026,21,1996,12,1,TOP,381795,200962,2,1,22,1997,381795,200962,12,1,TOP,same_SG,0
S026,22,1997,12,1,TOP,381795,200962,2,1,23,1998,381619,201268,11,1,YEW,neighbour_SG,353.0042492662093
S026,23,1998,11,1,YEW,381619,201268,4,1,24,1999,381619,201268,11,1,YEW,same_SG,0
S026,24,1999,11,1,YEW,381619,201268,1,1,25,2000,381619,201268,11,1,YEW,same_SG,0
S027,21,1996,12,1,TOP,381795,200962,2,1,22,1997,381795,200962,12,1,TOP,same_SG,0
S027,22,1997,12,1,TOP,381795,200962,4,1,23,1998,381795,200962,12,1,TOP,same_SG,0
S027,23,1998,12,1,TOP,381795,200962,1,1,24,1999,381795,200962,12,1,TOP,same_SG,0
S029,21,1996,7,1,BULLPEN,381230,201693,1,1,22,1997,381241,201774,7,1,BOXWOOD,same_SG,81.74350127074322
S043,21,1996,9,1,LAURELS,381180,201357,2,1,22,1997,381180,201357,9,1,LAURELS,same_SG,0
S043,22,1997,9,1,LAURELS,381180,201357,1,1,23,1998,381180,201357,9,1,LAURELS,same_SG,0
S043,23,1998,9,1,LAURELS,381180,201357,2,1,24,1999,381247,201345,10,1,HUNTINGGATE,neighbour_SG,68.06614430096654
S043,24,1999,10,1,HUNTINGGATE,381247,201345,1,1,25,2000,381247,201345,10,1,HUNTINGGATE,same_SG,0
T015,17,1992,2,1,LARCH,380541,201242,2,1,18,1993,380621,201409,2,1,BOX,same_SG,185.17289218457435
T017,17,1992,4,1,ARTHURS,380534,200550,2,1,18,1993,380534,200550,4,1,ARTHURS,same_SG,0
T017,18,1993,4,1,ARTHURS,380534,200550,2,1,19,1994,380534,200550,4,1,ARTHURS,same_SG,0
T017,19,1994,4,1,ARTHURS,380534,200550,1,1,20,1995,380534,200550,4,1,ARTHURS,same_SG,0
T018,17,1992,4,1,BRAMBLE,380625,200466,3,1,18,1993,380534,200550,4,1,ARTHURS,same_SG,123.84264209067892
T020,17,1992,5,1,JACKSMIREY,380678,200030,3,1,18,1993,380678,200030,5,1,JACKSMIREY,same_SG,0
T021,17,1992,2,1,BOX,380621,201409,2,1,18,1993,380621,201409,2,1,BOX,same_SG,0
T022,17,1992,2,1,BOX,380621,201409,2,1,18,1993,380931,201164,3,1,BEECH,neighbour_SG,395.12656200260693
T024,17,1992,1,1,WEST,380190,201400,2,1,18,1993,380190,201400,1,1,WEST,same_SG,0
T024,18,1993,1,1,WEST,380190,201400,2,1,19,1994,380190,201400,1,1,WEST,same_SG,0
T024,19,1994,1,1,WEST,380190,201400,1,1,20,1995,380190,201400,1,1,WEST,same_SG,0
T025,17,1992,4,1,ARTHURS,380534,200550,1,1,18,1993,380534,200550,4,1,ARTHURS,same_SG,0
