entry_group,sigma_test,n,expected_same_SG,expected_neighbour_SG,expected_nonneighbour_SG,expected_peripheral,observed_same_SG,observed_neighbour_SG,observed_nonneighbour_SG,observed_peripheral,excess_same_SG,ratio_same_SG,excess_peripheral,ratio_peripheral
1,60,3332,0.8241880175272649,0.10760459154446116,3.0381263631209713e-5,0.06817700966464273,0.8418367346938775,0.12424969987995198,0.020108043217286913,0.013805522208883553,0.01764871716661265,1.0214134600252531,-0.054371487455759177,0.20249527335962395
1,100,3332,0.6940253402307668,0.20140526730949956,0.0014765207009769443,0.10309287175875674,0.8418367346938775,0.12424969987995198,0.020108043217286913,0.013805522208883553,0.14781139446311076,1.212976941755416,-0.08928734954987319,0.13391345078822978
1,150,3332,0.55136659851673675,0.2956081572564862,0.01231538165942425,0.1407098625673528,0.8418367346938775,0.12424969987995198,0.020108043217286913,0.013805522208883553,0.2904701361771408,1.5268185213949328,-0.12690434035846923,0.0981133941643596
2,60,204,0.8287808708007104,0.11865646544958185,2.5743796974244616e-5,0.05253691995273351,0.7745098039215687,0.14215686274509803,0.07352941176470588,0.00980392156862745,-0.05427106687914174,0.9345169890001095,-0.04273299838410606,0.18661013202616097
2,100,204,0.7016120540030111,0.22108421603042278,0.001444597394320497,0.07585913257224564,0.7745098039215687,0.14215686274509803,0.07352941176470588,0.00980392156862745,0.07289774991855758,1.1039003670228345,-0.06605521100361819,0.12923851402190148
2,150,204,0.5582034551816885,0.3220020462645483,0.012440779989313248,0.10735371856445003,0.7745098039215687,0.14215686274509803,0.07352941176470588,0.00980392156862745,0.2163063487398802,1.3875044963121468,-0.09754979699582259,0.09132353960092818
