transition_id,tattoo,entry_group,origin_year,next_year,origin_SG,dest_SG,observed_category,observed_distance_m,sigma_test,exp_same_SG,exp_neighbour_SG,exp_nonneighbour_SG,exp_peripheral,expected_prob_observed
904,058R,1,2006,2007,19,18,neighbour_SG,424.8599769335775,100,0.4702076074627135,0.5290890887428693,2.5813353465613138e-5,6.774904409515427e-4,0.5290890887428693
904,058R,1,2006,2007,19,18,neighbour_SG,424.8599769335775,150,0.3366494491769727,0.6419267351443851,0.0032031057406669084,0.018220709937975206,0.6419267351443851
905,058R,1,2007,2008,18,18,same_SG,225.37524265100637,60,0.9951967188305995,0.0012271338279337724,0,0.0035761473414667564,0.9951967188305995
905,058R,1,2007,2008,18,18,same_SG,225.37524265100637,100,0.90414744769817,0.04354012800719407,0,0.05231242429463583,0.90414744769817
905,058R,1,2007,2008,18,18,same_SG,225.37524265100637,150,0.715209418021427,0.14379180893456955,2.931234435976681e-4,0.14070564960040574,0.715209418021427
906,058R,1,2008,2009,18,18,same_SG,0,60,0.6729565485555616,0.32704345144443836,0,0,0.6729565485555616
906,058R,1,2008,2009,18,18,same_SG,0,100,0.6310869561364685,0.3667172710269528,2.0342350180008864e-4,0.0019923493347786185,0.6310869561364685
906,058R,1,2008,2009,18,18,same_SG,0,150,0.5714522862811067,0.3849805425841699,0.014304277180092683,0.02926289395463078,0.5714522862811067
907,058R,1,2009,2010,18,18,same_SG,0,60,0.6729565485555616,0.32704345144443836,0,0,0.6729565485555616
907,058R,1,2009,2010,18,18,same_SG,0,100,0.6310869561364685,0.3667172710269528,2.0342350180008864e-4,0.0019923493347786185,0.6310869561364685
907,058R,1,2009,2010,18,18,same_SG,0,150,0.5714522862811067,0.3849805425841699,0.014304277180092683,0.02926289395463078,0.5714522862811067
908,058R,1,2010,2011,18,18,same_SG,206.6204249342257,60,0.6729565485555616,0.32704345144443836,0,0,0.6729565485555616
908,058R,1,2010,2011,18,18,same_SG,206.6204249342257,100,0.6310869561364685,0.3667172710269528,2.0342350180008864e-4,0.0019923493347786185,0.6310869561364685
908,058R,1,2010,2011,18,18,same_SG,206.6204249342257,150,0.5714522862811067,0.3849805425841699,0.014304277180092683,0.02926289395463078,0.5714522862811067
909,058R,1,2011,2012,18,18,same_SG,206.6204249342257,60,0.9406110968830258,0.05938890311697424,0,0,0.9406110968830258
909,058R,1,2011,2012,18,18,same_SG,206.6204249342257,100,0.7918638402367146,0.20229898899223556,0,0.005837170771049856,0.7918638402367146
909,058R,1,2011,2012,18,18,same_SG,206.6204249342257,150,0.6384540686545247,0.31108965996335014,0.0024973718275564266,0.047958899554568744,0.6384540686545247
910,058W,1,2005,2006,22,22,same_SG,0,60,0.9925538310703836,0.007063134242659185,0,3.830346869572473e-4,0.9925538310703836
910,058W,1,2005,2006,22,22,same_SG,0,100,0.8816009101536335,0.090585029118672,8.519980442327733e-4,0.026962062683461824,0.8816009101536335
910,058W,1,2005,2006,22,22,same_SG,0,150,0.668753163883374,0.20239479136112037,0.01641853541913909,0.1124335093363665,0.668753163883374
911,058Y,1,2007,2008,3,3,same_SG,0,60,0.748140465300824,0.251859534699176,0,0,0.748140465300824
911,058Y,1,2007,2008,3,3,same_SG,0,100,0.5382935084307708,0.45956503822438083,0.0021414533448484057,0,0.5382935084307708
911,058Y,1,2007,2008,3,3,same_SG,0,150,0.3588165560924883,0.6068120436820459,0.03234864971019654,0.0020227505152692607,0.3588165560924883
912,058Y,1,2008,2009,3,3,same_SG,0,60,0.748140465300824,0.251859534699176,0,0,0.748140465300824
912,058Y,1,2008,2009,3,3,same_SG,0,100,0.5382935084307708,0.45956503822438083,0.0021414533448484057,0,0.5382935084307708
912,058Y,1,2008,2009,3,3,same_SG,0,150,0.3588165560924883,0.6068120436820459,0.03234864971019654,0.0020227505152692607,0.3588165560924883
913,058Y,1,2009,2010,3,3,same_SG,0,60,0.748140465300824,0.251859534699176,0,0,0.748140465300824
913,058Y,1,2009,2010,3,3,same_SG,0,100,0.5382935084307708,0.45956503822438083,0.0021414533448484057,0,0.5382935084307708
913,058Y,1,2009,2010,3,3,same_SG,0,150,0.3588165560924883,0.6068120436820459,0.03234864971019654,0.0020227505152692607,0.3588165560924883
914,058Y,1,2010,2011,3,3,same_SG,0,60,0.748140465300824,0.251859534699176,0,0,0.748140465300824
914,058Y,1,2010,2011,3,3,same_SG,0,100,0.5382935084307708,0.45956503822438083,0.0021414533448484057,0,0.5382935084307708
914,058Y,1,2010,2011,3,3,same_SG,0,150,0.3588165560924883,0.6068120436820459,0.03234864971019654,0.0020227505152692607,0.3588165560924883
915,058Y,1,2013,2014,4,4,same_SG,0,60,0.9889085304244912,0.010874120864417443,0,2.1734871109123014e-4,0.9889085304244912
915,058Y,1,2013,2014,4,4,same_SG,0,100,0.8922478524583359,0.08826588551061545,0,0.019486262031048616,0.8922478524583359
915,058Y,1,2013,2014,4,4,same_SG,0,150,0.7281626242633085,0.1835743809597793,1.936275057948418e-4,0.08806936727111743,0.7281626242633085
916,059B,1,2006,2007,20,20,same_SG,0,60,0.6986978890234979,0,0,0.3013021109765021,0.6986978890234979
916,059B,1,2006,2007,20,20,same_SG,0,100,0.5022796175437143,9.610447263112319e-5,0,0.49762427798365455,0.5022796175437143
916,059B,1,2006,2007,20,20,same_SG,0,150,0.3653464256292173,0.004933306756120206,0.0014652589703470593,0.6282550086443154,0.3653464256292173
917,059B,1,2009,2010,20,20,same_SG,0,60,0.6986978890234979,0,0,0.3013021109765021,0.6986978890234979
917,059B,1,2009,2010,20,20,same_SG,0,100,0.5022796175437143,9.610447263112319e-5,0,0.49762427798365455,0.5022796175437143
917,059B,1,2009,2010,20,20,same_SG,0,150,0.3653464256292173,0.004933306756120206,0.0014652589703470593,0.6282550086443154,0.3653464256292173
918,059B,1,2010,2011,20,20,same_SG,0,60,0.6986978890234979,0,0,0.3013021109765021,0.6986978890234979
918,059B,1,2010,2011,20,20,same_SG,0,100,0.5022796175437143,9.610447263112319e-5,0,0.49762427798365455,0.5022796175437143
918,059B,1,2010,2011,20,20,same_SG,0,150,0.3653464256292173,0.004933306756120206,0.0014652589703470593,0.6282550086443154,0.3653464256292173
919,059B,1,2011,2012,20,20,same_SG,0,60,0.6986978890234979,0,0,0.3013021109765021,0.6986978890234979
919,059B,1,2011,2012,20,20,same_SG,0,100,0.5022796175437143,9.610447263112319e-5,0,0.49762427798365455,0.5022796175437143
919,059B,1,2011,2012,20,20,same_SG,0,150,0.3653464256292173,0.004933306756120206,0.0014652589703470593,0.6282550086443154,0.3653464256292173
920,059P,1,2008,2009,6,6,same_SG,181.34221791960084,60,0.9962046765922629,0.0029689253365146988,0,8.263980712225528e-4,0.9962046765922629
920,059P,1,2008,2009,6,6,same_SG,181.34221791960084,100,0.9095660405667317,0.07086764570379445,0,0.019566313729473813,0.9095660405667317
920,059P,1,2008,2009,6,6,same_SG,181.34221791960084,150,0.7036829467467083,0.22738534636453067,0.002038730553022241,0.06689297633573878,0.7036829467467083
921,059R,1,2004,2005,17,17,same_SG,0,60,0.9430893885516919,0.056910611448308016,0,0,0.9430893885516919
921,059R,1,2004,2005,17,17,same_SG,0,100,0.8025223342342066,0.19745569674964683,0,2.1969016146470055e-5,0.8025223342342066
921,059R,1,2004,2005,17,17,same_SG,0,150,0.6172854710230194,0.37788432936005667,0.001551349882788731,0.003278849734135104,0.6172854710230194
922,059R,1,2005,2006,17,18,neighbour_SG,310.3868553917836,60,0.9430893885516919,0.056910611448308016,0,0,0.056910611448308016
922,059R,1,2005,2006,17,18,neighbour_SG,310.3868553917836,100,0.8025223342342066,0.19745569674964683,0,2.1969016146470055e-5,0.19745569674964683
922,059R,1,2005,2006,17,18,neighbour_SG,310.3868553917836,150,0.6172854710230194,0.37788432936005667,0.001551349882788731,0.003278849734135104,0.37788432936005667
923,059R,1,2006,2007,18,18,same_SG,0,60,0.9406110968830258,0.05938890311697424,0,0,0.9406110968830258
923,059R,1,2006,2007,18,18,same_SG,0,100,0.7918638402367146,0.20229898899223556,0,0.005837170771049856,0.7918638402367146
923,059R,1,2006,2007,18,18,same_SG,0,150,0.6384540686545247,0.31108965996335014,0.0024973718275564266,0.047958899554568744,0.6384540686545247
924,059Y,2,2007,2008,16,16,same_SG,0,60,0.8949406422003066,0.10505935779969332,0,0,0.8949406422003066
924,059Y,2,2007,2008,16,16,same_SG,0,100,0.7437524796863928,0.24259204422009598,0,0.013655476093511195,0.7437524796863928
924,059Y,2,2007,2008,16,16,same_SG,0,150,0.5970332812786139,0.31419342954935525,0.0019805524121187202,0.08679273675991207,0.5970332812786139
925,059Y,2,2008,2009,16,15,neighbour_SG,343.7397271192261,60,0.8949406422003066,0.10505935779969332,0,0,0.10505935779969332
925,059Y,2,2008,2009,16,15,neighbour_SG,343.7397271192261,100,0.7437524796863928,0.24259204422009598,0,0.013655476093511195,0.24259204422009598
925,059Y,2,2008,2009,16,15,neighbour_SG,343.7397271192261,150,0.5970332812786139,0.31419342954935525,0.0019805524121187202,0.08679273675991207,0.31419342954935525
926,060B,1,2008,2009,20,20,same_SG,0,60,0.6986978890234979,0,0,0.3013021109765021,0.6986978890234979
926,060B,1,2008,2009,20,20,same_SG,0,100,0.5022796175437143,9.610447263112319e-5,0,0.49762427798365455,0.5022796175437143
926,060B,1,2008,2009,20,20,same_SG,0,150,0.3653464256292173,0.004933306756120206,0.0014652589703470593,0.6282550086443154,0.3653464256292173
927,060M,1,2018,2019,18,5,nonneighbour_SG,2596.201070795558,60,0.6729565485555616,0.32704345144443836,0,0,0
927,060M,1,2018,2019,18,5,nonneighbour_SG,2596.201070795558,100,0.6310869561364685,0.3667172710269528,2.0342350180008864e-4,0.0019923493347786185,2.0342350180008864e-4
927,060M,1,2018,2019,18,5,nonneighbour_SG,2596.201070795558,150,0.5714522862811067,0.3849805425841699,0.014304277180092683,0.02926289395463078,0.014304277180092683
928,060P,1,2008,2009,17,17,same_SG,0,60,0.9430893885516919,0.056910611448308016,0,0,0.9430893885516919
928,060P,1,2008,2009,17,17,same_SG,0,100,0.8025223342342066,0.19745569674964683,0,2.1969016146470055e-5,0.8025223342342066
928,060P,1,2008,2009,17,17,same_SG,0,150,0.6172854710230194,0.37788432936005667,0.001551349882788731,0.003278849734135104,0.6172854710230194
929,060P,1,2009,2010,17,17,same_SG,0,60,0.9430893885516919,0.056910611448308016,0,0,0.9430893885516919
929,060P,1,2009,2010,17,17,same_SG,0,100,0.8025223342342066,0.19745569674964683,0,2.1969016146470055e-5,0.8025223342342066
929,060P,1,2009,2010,17,17,same_SG,0,150,0.6172854710230194,0.37788432936005667,0.001551349882788731,0.003278849734135104,0.6172854710230194
930,060P,1,2010,2011,17,17,same_SG,0,60,0.9430893885516919,0.056910611448308016,0,0,0.9430893885516919
930,060P,1,2010,2011,17,17,same_SG,0,100,0.8025223342342066,0.19745569674964683,0,2.1969016146470055e-5,0.8025223342342066
930,060P,1,2010,2011,17,17,same_SG,0,150,0.6172854710230194,0.37788432936005667,0.001551349882788731,0.003278849734135104,0.6172854710230194
931,060R,1,2004,2005,17,17,same_SG,0,60,0.9430893885516919,0.056910611448308016,0,0,0.9430893885516919
931,060R,1,2004,2005,17,17,same_SG,0,100,0.8025223342342066,0.19745569674964683,0,2.1969016146470055e-5,0.8025223342342066
931,060R,1,2004,2005,17,17,same_SG,0,150,0.6172854710230194,0.37788432936005667,0.001551349882788731,0.003278849734135104,0.6172854710230194
932,060R,1,2005,2006,17,19,neighbour_SG,593.1778822579278,60,0.9430893885516919,0.056910611448308016,0,0,0.056910611448308016
932,060R,1,2005,2006,17,19,neighbour_SG,593.1778822579278,100,0.8025223342342066,0.19745569674964683,0,2.1969016146470055e-5,0.19745569674964683
932,060R,1,2005,2006,17,19,neighbour_SG,593.1778822579278,150,0.6172854710230194,0.37788432936005667,0.001551349882788731,0.003278849734135104,0.37788432936005667
933,060R,1,2006,2007,19,18,neighbour_SG,416.94124286282835,60,0.6753478104581342,0.32465218954186575,0,0,0.32465218954186575
933,060R,1,2006,2007,19,18,neighbour_SG,416.94124286282835,100,0.4702076074627135,0.5290890887428693,2.5813353465613138e-5,6.774904409515427e-4,0.5290890887428693
933,060R,1,2006,2007,19,18,neighbour_SG,416.94124286282835,150,0.3366494491769727,0.6419267351443851,0.0032031057406669084,0.018220709937975206,0.6419267351443851
934,060R,1,2009,2010,18,15,nonneighbour_SG,601.6643582596529,60,0.6729565485555616,0.32704345144443836,0,0,0
934,060R,1,2009,2010,18,15,nonneighbour_SG,601.6643582596529,100,0.6310869561364685,0.3667172710269528,2.0342350180008864e-4,0.0019923493347786185,2.0342350180008864e-4
934,060R,1,2009,2010,18,15,nonneighbour_SG,601.6643582596529,150,0.5714522862811067,0.3849805425841699,0.014304277180092683,0.02926289395463078,0.014304277180092683
935,061B,1,2006,2007,8,8,same_SG,39.92492955535426,60,0.9931516473013164,0.006848352698683604,0,0,0.9931516473013164
935,061B,1,2006,2007,8,8,same_SG,39.92492955535426,100,0.935470116544997,0.06382729583997798,0,7.025876150249473e-4,0.935470116544997
935,061B,1,2006,2007,8,8,same_SG,39.92492955535426,150,0.8354633420858097,0.1414143046606623,0.0018271245036994613,0.02129522874982853,0.8354633420858097
936,061G,1,2003,2004,2,2,same_SG,185.17289218457435,60,0.8761075033407697,0.12338420595384249,3.3099710943504146e-4,1.772935959528214e-4,0.8761075033407697
936,061G,1,2003,2004,2,2,same_SG,185.17289218457435,100,0.657131039187764,0.3180693743832574,0.011119601163194237,0.013679985265784258,0.657131039187764
936,061G,1,2003,2004,2,2,same_SG,185.17289218457435,150,0.4314294641018157,0.47070273477586416,0.03638867630154061,0.06147912482077955,0.4314294641018157
937,061W,1,2005,2006,20,20,same_SG,0,60,0.6986978890234979,0,0,0.3013021109765021,0.6986978890234979
937,061W,1,2005,2006,20,20,same_SG,0,100,0.5022796175437143,9.610447263112319e-5,0,0.49762427798365455,0.5022796175437143
937,061W,1,2005,2006,20,20,same_SG,0,150,0.3653464256292173,0.004933306756120206,0.0014652589703470593,0.6282550086443154,0.3653464256292173
938,061Y,1,2007,2008,3,3,same_SG,0,60,0.748140465300824,0.251859534699176,0,0,0.748140465300824
938,061Y,1,2007,2008,3,3,same_SG,0,100,0.5382935084307708,0.45956503822438083,0.0021414533448484057,0,0.5382935084307708
938,061Y,1,2007,2008,3,3,same_SG,0,150,0.3588165560924883,0.6068120436820459,0.03234864971019654,0.0020227505152692607,0.3588165560924883
939,061Y,1,2008,2009,3,3,same_SG,0,60,0.748140465300824,0.251859534699176,0,0,0.748140465300824
939,061Y,1,2008,2009,3,3,same_SG,0,100,0.5382935084307708,0.45956503822438083,0.0021414533448484057,0,0.5382935084307708
939,061Y,1,2008,2009,3,3,same_SG,0,150,0.3588165560924883,0.6068120436820459,0.03234864971019654,0.0020227505152692607,0.3588165560924883
940,061Y,1,2009,2010,3,3,same_SG,0,60,0.748140465300824,0.251859534699176,0,0,0.748140465300824
940,061Y,1,2009,2010,3,3,same_SG,0,100,0.5382935084307708,0.45956503822438083,0.0021414533448484057,0,0.5382935084307708
940,061Y,1,2009,2010,3,3,same_SG,0,150,0.3588165560924883,0.6068120436820459,0.03234864971019654,0.0020227505152692607,0.3588165560924883
941,061Y,1,2010,2011,3,3,same_SG,98.00510190801293,60,0.748140465300824,0.251859534699176,0,0,0.748140465300824
941,061Y,1,2010,2011,3,3,same_SG,98.00510190801293,100,0.5382935084307708,0.45956503822438083,0.0021414533448484057,0,0.5382935084307708
941,061Y,1,2010,2011,3,3,same_SG,98.00510190801293,150,0.3588165560924883,0.6068120436820459,0.03234864971019654,0.0020227505152692607,0.3588165560924883
942,062G,1,2003,2004,2,2,same_SG,185.17289218457435,60,0.8761075033407697,0.12338420595384249,3.3099710943504146e-4,1.772935959528214e-4,0.8761075033407697
942,062G,1,2003,2004,2,2,same_SG,185.17289218457435,100,0.657131039187764,0.3180693743832574,0.011119601163194237,0.013679985265784258,0.657131039187764
942,062G,1,2003,2004,2,2,same_SG,185.17289218457435,150,0.4314294641018157,0.47070273477586416,0.03638867630154061,0.06147912482077955,0.4314294641018157
943,062G,1,2007,2008,2,2,same_SG,185.17289218457435,60,0.8761075033407697,0.12338420595384249,3.3099710943504146e-4,1.772935959528214e-4,0.8761075033407697
943,062G,1,2007,2008,2,2,same_SG,185.17289218457435,100,0.657131039187764,0.3180693743832574,0.011119601163194237,0.013679985265784258,0.657131039187764
943,062G,1,2007,2008,2,2,same_SG,185.17289218457435,150,0.4314294641018157,0.47070273477586416,0.03638867630154061,0.06147912482077955,0.4314294641018157
944,062P,1,2008,2009,2,2,same_SG,0,60,0.5851865099383535,0.19484167311297104,0,0.21997181694867543,0.5851865099383535
944,062P,1,2008,2009,2,2,same_SG,0,100,0.4857289025227095,0.2563901641236672,1.590443915197149e-4,0.2577218889621036,0.4857289025227095
944,062P,1,2008,2009,2,2,same_SG,0,150,0.362411711737773,0.3412189777105271,0.009164170360850809,0.28720514019084914,0.362411711737773
945,062W,1,2005,2006,18,17,neighbour_SG,398.0175875511031,60,0.9951967188305995,0.0012271338279337724,0,0.0035761473414667564,0.0012271338279337724
945,062W,1,2005,2006,18,17,neighbour_SG,398.0175875511031,100,0.90414744769817,0.04354012800719407,0,0.05231242429463583,0.04354012800719407
945,062W,1,2005,2006,18,17,neighbour_SG,398.0175875511031,150,0.715209418021427,0.14379180893456955,2.931234435976681e-4,0.14070564960040574,0.14379180893456955
946,062W,1,2006,2007,17,14,neighbour_SG,347.0705980056507,60,0.9430893885516919,0.056910611448308016,0,0,0.056910611448308016
946,062W,1,2006,2007,17,14,neighbour_SG,347.0705980056507,100,0.8025223342342066,0.19745569674964683,0,2.1969016146470055e-5,0.19745569674964683
946,062W,1,2006,2007,17,14,neighbour_SG,347.0705980056507,150,0.6172854710230194,0.37788432936005667,0.001551349882788731,0.003278849734135104,0.37788432936005667
947,062W,1,2009,2010,14,15,neighbour_SG,317.1766069558094,60,0.8213158733878478,0.1786841266121522,0,0,0.1786841266121522
947,062W,1,2009,2010,14,15,neighbour_SG,317.1766069558094,100,0.6557965479062358,0.34395347071600224,2.0830641698675338e-4,4.167496077529273e-5,0.34395347071600224
947,062W,1,2009,2010,14,15,neighbour_SG,317.1766069558094,150,0.49819211178149203,0.4928821033990884,0.00465483200711195,0.004270952812307597,0.4928821033990884
948,062Y,1,2007,2008,11,11,same_SG,127.38916751435343,60,0.5084918509224245,0.4915081490775755,0,0,0.5084918509224245
948,062Y,1,2007,2008,11,11,same_SG,127.38916751435343,100,0.3984693498898829,0.5984094790311754,0.0031211710789417384,0,0.3984693498898829
948,062Y,1,2007,2008,11,11,same_SG,127.38916751435343,150,0.3244761899007722,0.6370661263825033,0.03837147072110958,8.621299561496808e-5,0.3244761899007722
949,063B,1,2006,2007,1,1,same_SG,0,60,0.9171470591522483,0.014382268320998528,0,0.06847067252675326,0.9171470591522483
949,063B,1,2006,2007,1,1,same_SG,0,100,0.7722567603880148,0.05088645780306325,0,0.1768567818089219,0.7722567603880148
949,063B,1,2006,2007,1,1,same_SG,0,150,0.650533074161767,0.08132300824318085,2.8144374684581233e-4,0.26786247384820644,0.650533074161767
950,063G,1,2003,2004,16,16,same_SG,0,60,0.8949406422003066,0.10505935779969332,0,0,0.8949406422003066
950,063G,1,2003,2004,16,16,same_SG,0,100,0.7437524796863928,0.24259204422009598,0,0.013655476093511195,0.7437524796863928
950,063G,1,2003,2004,16,16,same_SG,0,150,0.5970332812786139,0.31419342954935525,0.0019805524121187202,0.08679273675991207,0.5970332812786139
951,063W,1,2005,2006,17,17,same_SG,0,60,0.9430893885516919,0.056910611448308016,0,0,0.9430893885516919
951,063W,1,2005,2006,17,17,same_SG,0,100,0.8025223342342066,0.19745569674964683,0,2.1969016146470055e-5,0.8025223342342066
951,063W,1,2005,2006,17,17,same_SG,0,150,0.6172854710230194,0.37788432936005667,0.001551349882788731,0.003278849734135104,0.6172854710230194
952,063W,1,2006,2007,17,17,same_SG,0,60,0.9430893885516919,0.056910611448308016,0,0,0.9430893885516919
952,063W,1,2006,2007,17,17,same_SG,0,100,0.8025223342342066,0.19745569674964683,0,2.1969016146470055e-5,0.8025223342342066
952,063W,1,2006,2007,17,17,same_SG,0,150,0.6172854710230194,0.37788432936005667,0.001551349882788731,0.003278849734135104,0.6172854710230194
953,063W,1,2007,2008,17,17,same_SG,0,60,0.9430893885516919,0.056910611448308016,0,0,0.9430893885516919
953,063W,1,2007,2008,17,17,same_SG,0,100,0.8025223342342066,0.19745569674964683,0,2.1969016146470055e-5,0.8025223342342066
953,063W,1,2007,2008,17,17,same_SG,0,150,0.6172854710230194,0.37788432936005667,0.001551349882788731,0.003278849734135104,0.6172854710230194
954,063W,1,2008,2009,17,17,same_SG,0,60,0.9430893885516919,0.056910611448308016,0,0,0.9430893885516919
954,063W,1,2008,2009,17,17,same_SG,0,100,0.8025223342342066,0.19745569674964683,0,2.1969016146470055e-5,0.8025223342342066
954,063W,1,2008,2009,17,17,same_SG,0,150,0.6172854710230194,0.37788432936005667,0.001551349882788731,0.003278849734135104,0.6172854710230194
955,063W,1,2009,2010,17,17,same_SG,0,60,0.9430893885516919,0.056910611448308016,0,0,0.9430893885516919
955,063W,1,2009,2010,17,17,same_SG,0,100,0.8025223342342066,0.19745569674964683,0,2.1969016146470055e-5,0.8025223342342066
955,063W,1,2009,2010,17,17,same_SG,0,150,0.6172854710230194,0.37788432936005667,0.001551349882788731,0.003278849734135104,0.6172854710230194
956,063W,1,2010,2011,17,17,same_SG,0,60,0.9430893885516919,0.056910611448308016,0,0,0.9430893885516919
956,063W,1,2010,2011,17,17,same_SG,0,100,0.8025223342342066,0.19745569674964683,0,2.1969016146470055e-5,0.8025223342342066
956,063W,1,2010,2011,17,17,same_SG,0,150,0.6172854710230194,0.37788432936005667,0.001551349882788731,0.003278849734135104,0.6172854710230194
957,063W,1,2011,2012,17,17,same_SG,0,60,0.9430893885516919,0.056910611448308016,0,0,0.9430893885516919
957,063W,1,2011,2012,17,17,same_SG,0,100,0.8025223342342066,0.19745569674964683,0,2.1969016146470055e-5,0.8025223342342066
957,063W,1,2011,2012,17,17,same_SG,0,150,0.6172854710230194,0.37788432936005667,0.001551349882788731,0.003278849734135104,0.6172854710230194
958,063W,1,2012,2013,17,17,same_SG,0,60,0.9430893885516919,0.056910611448308016,0,0,0.9430893885516919
958,063W,1,2012,2013,17,17,same_SG,0,100,0.8025223342342066,0.19745569674964683,0,2.1969016146470055e-5,0.8025223342342066
958,063W,1,2012,2013,17,17,same_SG,0,150,0.6172854710230194,0.37788432936005667,0.001551349882788731,0.003278849734135104,0.6172854710230194
959,063W,1,2013,2014,17,17,same_SG,251.127457678367,60,0.9430893885516919,0.056910611448308016,0,0,0.9430893885516919
959,063W,1,2013,2014,17,17,same_SG,251.127457678367,100,0.8025223342342066,0.19745569674964683,0,2.1969016146470055e-5,0.8025223342342066
959,063W,1,2013,2014,17,17,same_SG,251.127457678367,150,0.6172854710230194,0.37788432936005667,0.001551349882788731,0.003278849734135104,0.6172854710230194
960,063Y,1,2007,2008,20,20,same_SG,0,60,0.6986978890234979,0,0,0.3013021109765021,0.6986978890234979
960,063Y,1,2007,2008,20,20,same_SG,0,100,0.5022796175437143,9.610447263112319e-5,0,0.49762427798365455,0.5022796175437143
960,063Y,1,2007,2008,20,20,same_SG,0,150,0.3653464256292173,0.004933306756120206,0.0014652589703470593,0.6282550086443154,0.3653464256292173
961,063Y,1,2008,2009,20,20,same_SG,0,60,0.6986978890234979,0,0,0.3013021109765021,0.6986978890234979
961,063Y,1,2008,2009,20,20,same_SG,0,100,0.5022796175437143,9.610447263112319e-5,0,0.49762427798365455,0.5022796175437143
961,063Y,1,2008,2009,20,20,same_SG,0,150,0.3653464256292173,0.004933306756120206,0.0014652589703470593,0.6282550086443154,0.3653464256292173
962,063Y,1,2009,2010,20,20,same_SG,0,60,0.6986978890234979,0,0,0.3013021109765021,0.6986978890234979
962,063Y,1,2009,2010,20,20,same_SG,0,100,0.5022796175437143,9.610447263112319e-5,0,0.49762427798365455,0.5022796175437143
962,063Y,1,2009,2010,20,20,same_SG,0,150,0.3653464256292173,0.004933306756120206,0.0014652589703470593,0.6282550086443154,0.3653464256292173
963,063Y,1,2012,2013,20,20,same_SG,0,60,0.6986978890234979,0,0,0.3013021109765021,0.6986978890234979
963,063Y,1,2012,2013,20,20,same_SG,0,100,0.5022796175437143,9.610447263112319e-5,0,0.49762427798365455,0.5022796175437143
963,063Y,1,2012,2013,20,20,same_SG,0,150,0.3653464256292173,0.004933306756120206,0.0014652589703470593,0.6282550086443154,0.3653464256292173
964,063Y,1,2013,2014,20,20,same_SG,0,60,0.6986978890234979,0,0,0.3013021109765021,0.6986978890234979
964,063Y,1,2013,2014,20,20,same_SG,0,100,0.5022796175437143,9.610447263112319e-5,0,0.49762427798365455,0.5022796175437143
964,063Y,1,2013,2014,20,20,same_SG,0,150,0.3653464256292173,0.004933306756120206,0.0014652589703470593,0.6282550086443154,0.3653464256292173
965,063Y,1,2014,2015,20,20,same_SG,0,60,0.6986978890234979,0,0,0.3013021109765021,0.6986978890234979
965,063Y,1,2014,2015,20,20,same_SG,0,100,0.5022796175437143,9.610447263112319e-5,0,0.49762427798365455,0.5022796175437143
965,063Y,1,2014,2015,20,20,same_SG,0,150,0.3653464256292173,0.004933306756120206,0.0014652589703470593,0.6282550086443154,0.3653464256292173
966,063Y,1,2015,2016,20,20,same_SG,0,60,0.6986978890234979,0,0,0.3013021109765021,0.6986978890234979
966,063Y,1,2015,2016,20,20,same_SG,0,100,0.5022796175437143,9.610447263112319e-5,0,0.49762427798365455,0.5022796175437143
966,063Y,1,2015,2016,20,20,same_SG,0,150,0.3653464256292173,0.004933306756120206,0.0014652589703470593,0.6282550086443154,0.3653464256292173
967,063Y,1,2016,2017,20,20,same_SG,318.0770346944274,60,0.6986978890234979,0,0,0.3013021109765021,0.6986978890234979
967,063Y,1,2016,2017,20,20,same_SG,318.0770346944274,100,0.5022796175437143,9.610447263112319e-5,0,0.49762427798365455,0.5022796175437143
967,063Y,1,2016,2017,20,20,same_SG,318.0770346944274,150,0.3653464256292173,0.004933306756120206,0.0014652589703470593,0.6282550086443154,0.3653464256292173
968,064P,1,2008,2009,3,3,same_SG,0,60,0.748140465300824,0.251859534699176,0,0,0.748140465300824
968,064P,1,2008,2009,3,3,same_SG,0,100,0.5382935084307708,0.45956503822438083,0.0021414533448484057,0,0.5382935084307708
968,064P,1,2008,2009,3,3,same_SG,0,150,0.3588165560924883,0.6068120436820459,0.03234864971019654,0.0020227505152692607,0.3588165560924883
969,064P,1,2009,2010,3,3,same_SG,0,60,0.748140465300824,0.251859534699176,0,0,0.748140465300824
969,064P,1,2009,2010,3,3,same_SG,0,100,0.5382935084307708,0.45956503822438083,0.0021414533448484057,0,0.5382935084307708
969,064P,1,2009,2010,3,3,same_SG,0,150,0.3588165560924883,0.6068120436820459,0.03234864971019654,0.0020227505152692607,0.3588165560924883
970,064P,1,2010,2011,3,3,same_SG,0,60,0.748140465300824,0.251859534699176,0,0,0.748140465300824
970,064P,1,2010,2011,3,3,same_SG,0,100,0.5382935084307708,0.45956503822438083,0.0021414533448484057,0,0.5382935084307708
970,064P,1,2010,2011,3,3,same_SG,0,150,0.3588165560924883,0.6068120436820459,0.03234864971019654,0.0020227505152692607,0.3588165560924883
971,064W,1,2005,2006,7,7,same_SG,0,60,0.9550164596374984,0.04491885120399261,0,6.468915850903476e-5,0.9550164596374984
971,064W,1,2005,2006,7,7,same_SG,0,100,0.8330920550978781,0.15987604488059104,0,0.007031900021530798,0.8330920550978781
971,064W,1,2005,2006,7,7,same_SG,0,150,0.6734786583011204,0.281355699965091,0.0010850393422947642,0.044080602391493785,0.6734786583011204
